monitoringSiteIdentifier,eeaIndicator,phenomenonTimeReferenceYear,resultMeanValue,resultNumberOfSamples
FRBSS001EBJH,Ammonium,2009,0.0675,2
FRDR06830079,Ammonium,2009,0.019432,6
BG3G0000AQHMP033,Nitrate,2009,21.25,4
SKS725493,Ammonium,2009,0.005,2
ES063ESPFAA0000708,Nitrate,2009,6.73828,4
ES091E0073,Nitrate,2009,0.0113,1
FRGR04211000,Total phosphorus,2009,0.2295,12
DESM_DEMV_140010,Secchi depth,2009,0.52,5
FRFR05192315,Total phosphorus,2009,0.015,6
FRHR03129020,Total phosphorus,2009,0.077917,12
DESM_DENI_93912880,Phosphate,2009,0.10375,24
DEGM_DEMV_23510001,Nitrate,2009,0.66405,1
FRDR06115090,Total phosphorus,2009,0.02,6
DESM_BWU03,BOD5,2009,1.18333,12
FRDR06166990,Ammonium,2009,0.069956,6
ATPG70332042,Nitrate,2009,13.75,1
FRDR06710029,Phosphate,2009,0.002665,6
ES030ESPFTA64812003,Nitrate,2009,0.615026,3
FRFR05183900,Nitrate,2009,0.504134,12
FRBSS000ZWUM,Nitrate,2009,0.716667,3
DEGM_DEBY_4110603000004,Phosphate,2009,0.23,1
PL01S1501_1816,Nitrite,2009,0.0394,5
CZVP8228,Nitrate,2009,42.75,2
SIV8600,Total organic carbon (TOC),2009,1.8,4
FRB1R02115950,Total phosphorus,2009,0.065833,12
DESM_DENI_48822869,Total organic carbon (TOC),2009,3.775,12
ES030ESPFTA67514004,BOD5,2009,1.4444,6
FRBSS002JXTW,Nitrate,2009,4.4,3
NL93_GENMDN,Chlorophyll a,2009,5.84615,13
CZVP8219,Nitrate,2009,23.95,2
ES030ESPFTA55707011,Nitrite,2009,0.0096,4
FRCR02057600,Nitrite,2009,0.029928,12
PL01S0602_0350,Chlorophyll a,2009,9.75,8
FRFR05219600,Nitrite,2009,0.050979,6
FRBSS001DSKJ,Nitrite,2009,0.02,6
NO012-30612,Secchi depth,2009,4.32,5
FRGR04064000,Total phosphorus,2009,0.074583,12
ES050ESPF41514,Nitrite,2009,0.225801,4
FRDR06115080,Ammonium,2009,0.024873,5
FRGR04043200,Ammonium,2009,0.039189,12
FRBSS002LKPH,Nitrate,2009,7.0,2
ATPG31800032,Ammonium,2009,0.01,1
IT12F4_22,Phosphate,2009,0.21875,12
DESM_DEBY_11801,Total organic carbon (TOC),2009,4.98,25
SKS602292,Nitrite,2009,0.00625,2
CZVB9602,Ammonium,2009,6.545,2
BG3G00000PGMP061,Ammonium,2009,0.2875,4
BG3G000000NMP057,Nitrate,2009,38.0425,4
FRBSS001UDUZ,Nitrate,2009,19.0,2
ATPG41021022,Nitrate,2009,12.15,1
FRGR04108440,Chlorophyll a,2009,5.875,8
FRBSS001MDPT,Ammonium,2009,0.05,2
ATPG30801102,Ammonium,2009,0.03375,1
ES100ESPF224002000,Nitrite,2009,0.0756,4
LTR265,Total phosphorus,2009,0.076417,12
FISW_144,Chlorophyll a,2009,6.7,3
ATPG60106042,Ammonium,2009,0.009875,1
DESM_NW101904,Ammonium,2009,0.049969,12
FRBSS001UUSF,Ammonium,2009,0.05,2
FRBSS001QVKQ,Nitrite,2009,0.05,3
ES020ESPF004300042,Ammonium,2009,1.558631,5
DESM_DESN_OBF32300,BOD5,2009,2.12381,21
FRDR06206000,Chlorophyll a,2009,3.125,4
FRCR02094700,Chlorophyll a,2009,1.925,12
FRBSS000ZYWS,Nitrate,2009,67.033333,9
SE698918-158665,Secchi depth,2009,2.0,3
CYR9-2-3-85,BOD5,2009,1.42857,7
ES020ESPF004300022,Total phosphorus,2009,0.0771,4
IT0552,BOD5,2009,1.0,6
DEGM_DENW_064080109,Ammonium,2009,0.1,1
FRBSS000ZZAK,Nitrite,2009,0.02,5
CZPLA_343,Nitrate,2009,4.308318,12
PLGW200055_011,Ammonium,2009,0.29,1
FRFR05192100,Nitrate,2009,1.095206,6
NO084-38551,Phosphate,2009,0.00225,4
CY1997-033,Ammonium,2009,0.03,2
RSRW00009,Chlorophyll a,2009,11.6,8
FRHR03006590,Nitrate,2009,3.351479,12
IT12F4_18,Phosphate,2009,0.780833,12
IT06UD069,Ammonium,2009,0.029981,5
CZVB0360,Nitrite,2009,0.01125,2
ES030ESPFTA50805005,Nitrite,2009,0.0192,1
ATPG10002982,Nitrite,2009,0.007325,1
DEGM_DEMV_16450005,Ammonium,2009,0.0322,2
ATPG41217012,Nitrate,2009,14.0,1
CZVP0820,Ammonium,2009,0.05,2
ES030ESPFTA59612001,Nitrate,2009,0.4355,3
ES030ESPFTA53405006,Total phosphorus,2009,1.4433,3
ATSE20401000,Nitrate,2009,0.410705,4
CZVB0014,Nitrite,2009,0.00625,2
FRFR05106850,Nitrite,2009,0.023587,6
FRHR03029530,Ammonium,2009,0.019432,12
ES100ESPF200029000,Nitrate,2009,0.423518,4
FRBSS001HVVG,Nitrate,2009,41.0,1
FRCR02060750,BOD5,2009,2.08077,13
FRDR06474920,Total phosphorus,2009,0.076667,6
FRB1R02115685,BOD5,2009,1.85833,12
FRCR02061500,Ammonium,2009,0.25292,13
FRBSS002MQKU,Nitrite,2009,0.02,1
FRBSS001QACB,Nitrite,2009,0.02,2
ES100ESPF080006000,Nitrite,2009,0.0208,4
FRBSS002LQJE,Nitrite,2009,0.05,2
FRHR03212090,Phosphate,2009,0.075053,12
FRDR06187100,Chlorophyll a,2009,1.25,4
FRDR06156230,Nitrite,2009,0.003043,6
FRAR01029000,Phosphate,2009,0.204219,12
CZVP1614,Nitrate,2009,22.35,2
FRBSS002LKWB,Nitrate,2009,18.666667,3
FRBSS001QULM,Nitrite,2009,0.05,4
RSRW00012,Total organic carbon (TOC),2009,2.875,8
ES020ESPF004300020,Nitrate,2009,0.385616,3
IT09S1280,Total phosphorus,2009,0.045,3
FRGR04003355,Nitrate,2009,0.974772,12
ATSE20601000,Total organic carbon (TOC),2009,2.995,3
DEGM_DEBY_4120602400057,Ammonium,2009,0.02,1
CZVB9806,Ammonium,2009,0.295,2
ES050ESPF41202,Nitrate,2009,0.376116,2
DESM_BWU51,Nitrite,2009,0.018346,26
PT426T291,Ammonium,2009,0.155,2
IEMRRS32B010200,Ammonium,2009,0.073854,14
FRBSS000ANMZ,Nitrate,2009,12.1,3
FRFR05119065,Chlorophyll a,2009,3.08,5
PT09G01,Phosphate,2009,0.138128,12
ES020ESPF004300193,Nitrate,2009,0.014801,2
ES030ESPFTA55310002,Nitrite,2009,0.0022,5
FRFR05222980,Chlorophyll a,2009,0.5675,6
FISW_532,Phosphate,2009,0.0012,3
ATPG80401152,Nitrite,2009,0.006,1
CZPMO_1169,Nitrate,2009,5.206648,3
DESM_DENI_59942126,Nitrate,2009,1.388388,12
CZVP7013,Ammonium,2009,0.4675,2
FRFR05109000,Ammonium,2009,0.022347,12
ES100ESPF050003000,Total organic carbon (TOC),2009,2.9,11
PL01S0801_1343,BOD5,2009,2.725,12
RSLW00051,Secchi depth,2009,1.4,1
FRB1R02115900,Nitrite,2009,0.020036,12
LTL443,Nitrite,2009,0.004,4
FRFR05192100,Phosphate,2009,0.022298,6
FRBSS001CLTV,Nitrate,2009,24.0,10
FISW_594,Phosphate,2009,0.0138,2
FRALE1745013,Total phosphorus,2009,0.498167,6
FRDR06142687,Phosphate,2009,0.073856,6
ATFW30900217,Phosphate,2009,0.011958,12
PL01S0901_1396,BOD5,2009,1.70833,12
FRBSS001JKNG,Nitrate,2009,18.35,8
SIP58120,Nitrite,2009,0.004,2
DEGM_DESN_52406001,Nitrate,2009,49.0,1
FRFR05047600,Ammonium,2009,0.04586,6
FRDR06142450,Nitrate,2009,0.270979,6
BG3MA00811MS1070,Total phosphorus,2009,0.199,3
DEGM_DERP_2626100000,Phosphate,2009,0.01,2
FRBSS002JJWW,Ammonium,2009,0.05,3
ES020ESPF004300221,Ammonium,2009,0.041074,12
ES100ESPF200008000,Total organic carbon (TOC),2009,1.1667,4
FRFR05202000,Total phosphorus,2009,0.041667,6
BEVL_VMM_72000,Phosphate,2009,0.1067,12
LTR11,Dissolved organic carbon (DOC),2009,8.5275,12
FRGR04042100,Nitrate,2009,2.578067,12
ATFW61300337,BOD5,2009,1.53333,12
FRGR04092000,BOD5,2009,1.40833,12
FRBSS001RHWB,Nitrate,2009,9.948571,14
DEGM_DEBY_4120662900011,Ammonium,2009,0.03,1
FRGR04172060,Nitrite,2009,0.019276,24
CZVP7218,Nitrite,2009,0.00745,2
DEGM_DETH_4929210697,Ammonium,2009,0.098,1
FISW_743,Phosphate,2009,0.0051,12
FRHR03112480,BOD5,2009,2.34792,24
DESM_DEBE_430,Ammonium,2009,0.164897,12
PLGW600060_003,Ammonium,2009,0.05,1
ATFW71500967,Total organic carbon (TOC),2009,1.3475,12
CZVO0074,Ammonium,2009,0.36,2
IT06UD036,Nitrite,2009,0.00245,2
FRHR03024245,Nitrite,2009,0.003804,12
PL02S1401_1320,Nitrate,2009,4.157413,8
ES030ESPFTA64812005,Chlorophyll a,2009,21.8,1
FRCR02096750,Ammonium,2009,0.045224,11
ES050ESPF40706,Ammonium,2009,0.029182,3
ES100ESPF110016000,Nitrate,2009,5.913246,4
DESM_DETH_2590,Total phosphorus,2009,0.042042,7
BEVL_VMM_680000,Nitrate,2009,3.478445,12
FRCR02051600,BOD5,2009,2.04583,12
FRDR06106684,Nitrite,2009,0.025362,6
ES040ESPF000400699,Nitrate,2009,1.062444,12
BG1OG00733MS150,Ammonium,2009,0.059963,4
CZPOH_1037,Nitrate,2009,3.509078,11
FRFR05068760,Phosphate,2009,0.024474,6
FRFR05064000,BOD5,2009,2.08333,12
FRHR03153950,Ammonium,2009,0.055058,12
FRFR05000150,Nitrate,2009,0.52314,6
FRFR05191000,Nitrite,2009,0.003906,12
CZPMO_3639,BOD5,2009,2.03333,3
DEGM_DEBY_4120663000021,Nitrate,2009,45.0,1
FRFR05202000,Nitrate,2009,0.757235,6
FRHR03017900,Nitrite,2009,0.01192,12
ATPG60624372,Nitrate,2009,34.133333,1
IT05113,Ammonium,2009,0.196578,6
FRDR06147140,BOD5,2009,1.91667,6
IEMRRS13O010100,Phosphate,2009,0.0412,14
FRHR03095000,BOD5,2009,0.8875,12
CZPB0187,Ammonium,2009,0.07,2
FRBSS002KBBN,Nitrate,2009,21.572727,11
SE704955-159090,Total organic carbon (TOC),2009,9.9,4
DEGM_DEBE_5051,Total organic carbon (TOC),2009,6.0,2
ES091E0006,Ammonium,2009,0.001299,1
FRBSS002MZWQ,Nitrate,2009,1.15,4
CHNTG15,Nitrite,2009,0.01,1
LTGWM13_35995,Ammonium,2009,0.05,1
FISW_777,Ammonium,2009,0.004897,10
IT09S1287,Ammonium,2009,0.019988,1
CZVP7616,Ammonium,2009,0.14,2
BEVL_VMM_916000,BOD5,2009,2.9167,12
FRBSS001FFRA,Nitrite,2009,0.02,5
FRDR06046000,BOD5,2009,2.35,6
CZVP2017,Ammonium,2009,13.7,2
CZVP7724,Nitrite,2009,0.0375,2
FRHR03047445,Ammonium,2009,0.029472,12
EESJA7299000,BOD5,2009,1.709765,6
FRBSS000FAKU,Ammonium,2009,0.03,6
FRBSS002KKUD,Ammonium,2009,0.05,2
FRAR01041000,Nitrate,2009,3.304437,12
SE623006-149119,Nitrate,2009,0.2,12
CZPP0115,Ammonium,2009,0.0155,2
PT05T02S,Phosphate,2009,0.038631,10
EESJA3989000,Nitrite,2009,0.007833,12
SKP001204,Ammonium,2009,0.025625,4
ES030ESPFTA59810001,Total phosphorus,2009,0.033,13
IT06PN014,Nitrate,2009,2.255094,2
ES070ESPFETL1,BOD5,2009,1.3165,4
FRGR04119750,Ammonium,2009,0.066718,12
FRBSS000LTLQ,Ammonium,2009,0.05,5
FISW_750,Nitrate,2009,1.9667,24
FRGR04125500,Nitrate,2009,8.396589,12
LTGWM7_25366,Ammonium,2009,1.05,1
FRFR05099000,Nitrite,2009,0.008116,12
CZPVL_3288,Total phosphorus,2009,0.07783,12
SKS725493,Nitrate,2009,48.9,2
BERWM151_4311006,Phosphate,2009,0.285,2
FRBSS002NMBZ,Nitrate,2009,11.95,2
FRBSS000WJFS,Nitrate,2009,41.744444,9
ES080ESPFES080-JU115,Nitrate,2009,2.089687,4
BERW_03190,Ammonium,2009,0.059763,13
ESGAL095,Total phosphorus,2009,0.0055,2
CZPOH_1027,Nitrite,2009,0.052751,12
SII10120,Phosphate,2009,0.005,2
FRHR03208000,Phosphate,2009,0.042095,12
ES050ESPF50702,Total phosphorus,2009,1.578,4
ES091L0973,Nitrate,2009,0.127405,1
FRHR03041247,Nitrate,2009,5.743249,12
ES091R0709,Total phosphorus,2009,0.0055,2
FRDR06710100,Ammonium,2009,0.023967,6
SE632515-146675,Total organic carbon (TOC),2009,11.3,4
FRGR04119000,Chlorophyll a,2009,23.125,8
LVV0060100,Nitrate,2009,1.090045,4
FRDR06204550,BOD5,2009,0.741667,6
BERWE013_3954005,Phosphate,2009,0.11,1
ES050ESPF51210,Phosphate,2009,0.0251,4
DEGM_DEBW_287-114-3,Nitrate,2009,0.6,3
FRHR03024245,BOD5,2009,1.1875,12
CZPMO_1175,Chlorophyll a,2009,2.5,8
FRCR02018000,Phosphate,2009,0.177842,10
FRHR03271965,Nitrate,2009,8.641219,12
FRDR06159900,Ammonium,2009,0.057002,6
FRB1R02116600,BOD5,2009,2.38333,6
IEMRRS19S020400,Ammonium,2009,0.037177,12
DEGM_DEBY_4110582900010,Nitrate,2009,22.3,1
ES050ESPF40101,Nitrite,2009,0.0043,1
FRFR05144000,Nitrite,2009,0.006467,12
IEMRRS14B013500,Ammonium,2009,0.028982,3
PT479A9,Ammonium,2009,0.04,2
PL01S1501_1738,Chlorophyll a,2009,7.38333,6
SKS736591,Ammonium,2009,0.135,2
CZVP1866,Nitrate,2009,9.76,2
FRCR02000011,BOD5,2009,1.79167,12
PL01S0302_0232,Secchi depth,2009,3.86667,6
ATSE20701000,Total organic carbon (TOC),2009,3.75278,4
FRBSS002MXCY,Ammonium,2009,0.05,2
FRBSS002JNGC,Nitrite,2009,0.02,2
SIP66400,Phosphate,2009,0.005,2
IEMRRS35D060200,Nitrate,2009,0.3115,13
FRGR04006000,Phosphate,2009,0.02529,12
DEGM_DENW_070270016,Ammonium,2009,0.05,1
DEGM_DERP_2681110100,Nitrate,2009,0.4,2
ES020ESPF004300081,Phosphate,2009,0.2378,4
ES091R0158,Nitrate,2009,0.198408,13
ATFW21560297,Nitrite,2009,0.0088,12
NO194-41067,Total organic carbon (TOC),2009,1.0,1
FRFR05175100,Nitrate,2009,2.278105,6
PL02S1301_1134,Nitrite,2009,0.197918,12
FRBSS002LAVB,Nitrite,2009,0.02,3
FRGR04181960,Nitrite,2009,0.017246,12
FRGR04046800,BOD5,2009,1.84167,12
FRBSS001BHCC,Ammonium,2009,0.05,5
FRHR03125000,Total phosphorus,2009,0.1625,24
ATPG92100252,Nitrate,2009,32.2,1
DESM_DENI_48132055,BOD5,2009,2.36667,24
SE617797-135339,Phosphate,2009,0.003,4
FRGR04084650,Total phosphorus,2009,0.048333,12
DESM_DEBY_13243,Phosphate,2009,0.015192,26
FRBSS000KBVW,Nitrite,2009,0.02,4
FRGR04207400,Chlorophyll a,2009,4.625,8
FRGR04090500,Chlorophyll a,2009,6.5,8
FRFR05060900,Total phosphorus,2009,0.0225,6
LVE1030100,Secchi depth,2009,1.1,1
ES030ESPFTA56301004,Phosphate,2009,0.0236,4
ATPG32101112,Nitrate,2009,40.4,1
XKRV02_062,Ammonium,2009,0.608018,10
FRGR04093500,Total phosphorus,2009,0.082833,12
IT05362,Nitrite,2009,0.0042,6
DESM_DENI_48162282,Total phosphorus,2009,0.1,12
ES100ESPF210007000,Ammonium,2009,0.025884,4
FRGR04094200,Nitrate,2009,0.286034,12
FRAR01104000,BOD5,2009,1.85,12
FRBSS001KXJV,Nitrite,2009,0.02,2
DEGM_BB_35432600,Phosphate,2009,0.026,2
NL86_NIEUWSS,Ammonium,2009,0.116398,13
ES050ESPF50305,Nitrate,2009,6.186557,4
FRCR02052500,Chlorophyll a,2009,2.70769,13
DESM_NW273600,Nitrate,2009,2.89551,13
DEGM_DEMV_25340501,Phosphate,2009,0.193158,2
PT354T38,Ammonium,2009,0.13,1
CYD9-6-9-10,Nitrite,2009,0.0065,8
DESM_NW003001,Total phosphorus,2009,0.137423,26
ES030ESPFTA58106002,Ammonium,2009,4.714268,4
ES050ESPF10615,Nitrate,2009,0.431518,2
