monitoringSiteIdentifier,eeaIndicator,phenomenonTimeReferenceYear,resultMeanValue,resultNumberOfSamples
FRHR03023000,BOD5,2008,1.14,5
FRGR04196449,Ammonium,2008,0.057649,12
EL08010801NEW,Total organic carbon (TOC),2008,0.792,1
FRFR05218700,Total phosphorus,2008,0.02,6
CZVB9803,Ammonium,2008,0.017,2
FRBSS002MQKV,Nitrate,2008,18.45,4
IT05363,Secchi depth,2008,6.45,2
FRDR06198100,Chlorophyll a,2008,3.0,3
SE615375-137087,Nitrate,2008,0.254,4
SE662709-160136,Ammonium,2008,0.012992,6
SKP002357,Nitrite,2008,0.005,3
ES100ESPF110021000,Total organic carbon (TOC),2008,4.15,2
FRBSS000JBHY,Nitrite,2008,0.02,2
PL02S1301_1203,Nitrate,2008,1.650069,10
FRBSS001PJNW,Ammonium,2008,0.05,10
ES040ESPF000400426,Phosphate,2008,0.0391,2
IT05193,Total phosphorus,2008,0.113333,12
IEMRRS36A021400,Ammonium,2008,0.04872,12
IT11I0286TR,Total phosphorus,2008,0.149167,12
EL14521401,Total organic carbon (TOC),2008,0.989,1
IEMRRS01M010100,Phosphate,2008,0.01,12
FRFR05099000,Total organic carbon (TOC),2008,2.46364,11
ES050ESPF20611,Phosphate,2008,0.0098,1
FRGR04029625,Nitrate,2008,1.321025,12
FRAR01140500,BOD5,2008,1.39167,12
FRFR05148000,Nitrate,2008,0.964849,11
EL01010110,Nitrate,2008,14.333333,3
FRBSS002CQYD,Nitrate,2008,0.7,4
SKS726593,Nitrite,2008,0.005,4
EL13051306,Ammonium,2008,0.1,3
FRDR06066000,Nitrate,2008,0.865627,6
FRGR04072150,Chlorophyll a,2008,2.6875,8
LVV0270200,Total phosphorus,2008,0.066083,12
CZVO0054,Nitrite,2008,0.005,2
IT12F415,Phosphate,2008,1.18167,12
FRBSS002LKWB,Total organic carbon (TOC),2008,0.1,1
DEGM_DENI_9700294,Nitrite,2008,0.0329,1
FRHR03013660,Ammonium,2008,0.076434,6
CZVP7225,Ammonium,2008,0.29,2
FRGR04010130,Chlorophyll a,2008,1.8125,8
FRDR06143950,Nitrate,2008,0.459159,6
FRBSS001USEV,Total organic carbon (TOC),2008,0.2,2
PL01S1101_1521,BOD5,2008,3.77,10
DESM_BWU44,Nitrate,2008,4.380952,26
FRFR05225300,Total phosphorus,2008,0.028333,6
DESM_DEST_2110020_A,Ammonium,2008,0.069517,12
FRBSS001SVSS,Ammonium,2008,0.05,3
FRCR02070250,Total organic carbon (TOC),2008,3.48462,13
HR10017,Total organic carbon (TOC),2008,3.0525,12
FISW_757,Phosphate,2008,0.0016,5
DESM_DEBY_2125,Nitrate,2008,0.516688,9
BG2G000000QMP008,Ammonium,2008,0.35875,4
PL01S1101_1537,Nitrate,2008,1.126047,10
FRBSS001XBGZ,Total phosphorus,2008,0.025,2
ES100ESPF060001000,Total organic carbon (TOC),2008,2.85,4
ES091R0573,Ammonium,2008,0.244748,4
DEGM_DEBY_1131593100020,Nitrite,2008,0.02,1
SKIDK233,Nitrite,2008,0.021092,12
FRFR05114000,Nitrate,2008,4.598431,11
PT365T470,Ammonium,2008,0.13,1
EL14511410,Ammonium,2008,0.1,1
FRBSS001VEAV,Nitrate,2008,2.4,1
SE700773-157350,Total phosphorus,2008,0.005,12
ES091E0055,Nitrate,2008,0.263611,1
FRBSS000MMXR,Nitrate,2008,1.183333,3
CZVP0901,Ammonium,2008,0.256,2
FRBSS001FDMJ,Total phosphorus,2008,0.038667,3
ATPG30600022,Nitrite,2008,0.002,1
ES030ESPFTA68208002,BOD5,2008,0.3333,1
RSRW00003,Total organic carbon (TOC),2008,3.6667,3
PL08S0301_0139,Nitrate,2008,1.638068,8
DESM_BB_NE_0040,Total organic carbon (TOC),2008,5.10769,13
ES030ESPFTA48305001,Total phosphorus,2008,0.0083,2
IT12F3_20,Total phosphorus,2008,0.027083,12
IEMRRS12C030200,BOD5,2008,0.635294,17
FRDR06018200,BOD5,2008,0.916667,6
PLGW200044_002,Ammonium,2008,0.6,2
BEVL_VMM_221000,Ammonium,2008,1.042682,12
FISW_719,Nitrate,2008,0.1235,4
FRBSS001TMNT,Nitrate,2008,6.557143,7
FRBSS001KSGE,Ammonium,2008,0.8025,4
IT01001197,Nitrate,2008,2.65466,11
LVD4060100,Ammonium,2008,0.036144,12
CZPOD_1144,Ammonium,2008,0.164698,12
FRBSS000HSWW,Nitrate,2008,38.54,5
CYR9-2-3-85,Nitrate,2008,1.189879,3
FRGR04016840,Ammonium,2008,0.094895,12
CZPP0744,Nitrite,2008,0.005,2
FRGR04127000,BOD5,2008,2.14167,12
FRBSS001EUMK,Total organic carbon (TOC),2008,0.64,5
ES060ESPFMA041,Total organic carbon (TOC),2008,3.4,1
DEGM_DERP_2714215300,Nitrite,2008,0.01,2
FRDR06149900,Nitrite,2008,0.003043,6
ATPG32100342,Ammonium,2008,0.01,1
ES050ESPF41413,Total phosphorus,2008,0.2388,4
IT01044015,Nitrite,2008,0.026591,11
IT09S1204,BOD5,2008,5.0,6
FRDR06138150,Nitrite,2008,0.003551,6
ES030ESPFTA56301003,Phosphate,2008,0.0033,4
BEVL_VMM_768000,Nitrate,2008,5.816912,12
FRHR03144945,BOD5,2008,2.06667,6
FRHR03076000,Ammonium,2008,0.15805,6
RSGW00045,Nitrate,2008,0.12,1
IT09S1233,BOD5,2008,1.4833,4
FRBSS001XSHU,Phosphate,2008,0.01,1
CZPP0056,Ammonium,2008,0.01,2
FRBSS000XMVZ,Nitrite,2008,0.01,3
FRHR03167000,Chlorophyll a,2008,2.275,4
FRGR04040800,Chlorophyll a,2008,1.3125,8
IT10TOP5,Nitrate,2008,0.620026,2
FRGR04171670,Nitrite,2008,0.014664,11
FRHR03024245,Ammonium,2008,0.041197,5
FRFR05120000,Total phosphorus,2008,0.063636,11
DEGM_DETH_5437000083,Nitrate,2008,1.59,1
ES050ESPF40202,Nitrate,2008,0.275611,1
FRBSS001WCXD,Ammonium,2008,0.01,4
ES050ESPF20602,BOD5,2008,2.2667,3
EL07190703,Nitrate,2008,15.8,3
SKP229199,Nitrate,2008,2.82,1
RSLW00026,Secchi depth,2008,1.5,1
LVL1430100,Total phosphorus,2008,0.05575,4
BG1YN00079MS200,BOD5,2008,3.686,7
NO021-41609,Total organic carbon (TOC),2008,2.5,1
ATPG90300012,Nitrate,2008,25.55,1
FRHR03228690,Nitrite,2008,0.025565,5
RO100100,Total phosphorus,2008,0.0213,6
FRFR05233000,Phosphate,2008,0.024029,11
FRBSS000SDGE,Phosphate,2008,0.273333,3
SE711900-175034,Ammonium,2008,0.027983,12
EL10011001NEW,Nitrite,2008,0.05,3
FRBSS001RQXX,Nitrate,2008,0.5,2
ATPG10003042,Nitrate,2008,7.9475,1
ES030ESPFTA48405006,Ammonium,2008,0.050668,12
ATPG41808012,Nitrate,2008,11.5,1
FISW_37,Chlorophyll a,2008,0.5,3
EL08140804,Nitrite,2008,0.05,3
ES100ESPF100065000,Phosphate,2008,0.0117,3
DEGM_BB_38413470,Nitrate,2008,11.115,2
HR40420,Nitrate,2008,0.212409,12
FRGR04009350,BOD5,2008,1.275,12
PL07S0801_0071,Total phosphorus,2008,0.048,10
IEMRRS26S021600,Nitrate,2008,0.390909,11
ATPG32300092,Nitrite,2008,0.52015,1
FRBSS001NUKX,Ammonium,2008,0.05,4
PL01S1501_1771,Total phosphorus,2008,1.13,9
ITBMS34LN1014,Total phosphorus,2008,0.0224,108
ES030ESPFTA60502004,Phosphate,2008,0.0172,12
FRGR04033090,Ammonium,2008,0.10623,12
FRDR06710039,Ammonium,2008,0.025262,6
BEBR_IBGE_ZEN025,Phosphate,2008,0.303333,12
DEGM_DEBW_600-220-3,Nitrite,2008,0.01,4
SIV2199,BOD5,2008,1.15,26
SE708619-162132,Secchi depth,2008,1.8,6
ES100ESPF110022000,Phosphate,2008,0.2023,3
CZPLA_8,Ammonium,2008,0.054966,12
ES030ESPFTA46104001,Phosphate,2008,0.0033,4
ES080ESPFES080-JU157,Nitrite,2008,0.0005,2
ES020ESPF004300033,Ammonium,2008,5.823079,12
ES040ESPF000400091,Phosphate,2008,0.0005,2
IT0801201700,BOD5,2008,8.0,12
CYD9-2-5-20,Total phosphorus,2008,0.073333,3
FRDR06710030,Total phosphorus,2008,0.02,6
ES064ESPFAA0000781,Total phosphorus,2008,0.17,1
PL03S1601_0001,Nitrate,2008,0.524022,6
FISW_947,BOD5,2008,1.316119,15
FISW_486,Ammonium,2008,0.036477,2
ES080ESPFES080-JU111,BOD5,2008,2.1666,2
EL13071302,Nitrate,2008,1.0,3
FRHR03128270,Chlorophyll a,2008,2.2875,4
ES020ESPF004300148,Secchi depth,2008,3.75,3
ATPG30800772,Ammonium,2008,0.01,1
ES030ESPFTA53405001,Ammonium,2008,1.171771,4
ITAMS51SG0010,Nitrate,2008,0.650027,12
EL14511405,Nitrate,2008,1.0,1
LTR612,Total phosphorus,2008,0.091167,12
ITBMS34LN0900,Total phosphorus,2008,0.01774,30
DESM_DENI_59872220,Nitrate,2008,3.054037,23
FRBSS001SEGN,Nitrate,2008,4.25,4
PL02S0101_0526,Nitrate,2008,1.510063,10
ES100ESPF060001000,Nitrite,2008,0.0624,4
FRDR06830079,Ammonium,2008,0.023967,6
BG3G0000AQHMP033,Nitrate,2008,11.575,4
SKS725493,Ammonium,2008,0.025,2
ES091E0073,Nitrate,2008,0.284612,1
IT0806002700,Phosphate,2008,1.5,1
FRGR04211000,Total phosphorus,2008,0.151417,12
IT09S1284,Dissolved organic carbon (DOC),2008,1.6,6
FRBSS002GWPQ,Total phosphorus,2008,0.02,1
FRHR03129020,Total phosphorus,2008,0.076667,6
DESM_DENI_93912880,Phosphate,2008,0.065,12
FRDR06115090,Total phosphorus,2008,0.02,6
DESM_BWU03,BOD5,2008,1.06923,13
FRDR06166990,Ammonium,2008,0.019432,7
ATPG70332042,Nitrate,2008,13.4,1
FRDR06710029,Phosphate,2008,0.002502,6
IT02LYS120,Ammonium,2008,0.009994,6
ES030ESPFTA64812003,Nitrate,2008,0.24471,4
FRFR05183900,Nitrate,2008,0.340776,11
FRBSS000ZWUM,Nitrate,2008,1.9,4
DEGM_DEBY_4110603000004,Phosphate,2008,0.03,1
FRBSS000RJGV,Total phosphorus,2008,0.02,1
EL13111307,Nitrite,2008,0.05,3
SIV8600,Total organic carbon (TOC),2008,1.525,4
FRB1R02115950,Total phosphorus,2008,0.077,12
BERWE051_3969002,Phosphate,2008,0.2,1
DESM_DENI_48822869,Total organic carbon (TOC),2008,2.34167,12
ES030ESPFTA67514004,BOD5,2008,1.6111,6
FRBSS002JXTW,Nitrate,2008,4.75,2
CZVP8219,Nitrate,2008,22.05,2
BERWE013_4615001,Phosphate,2008,0.07,8
FISW_1560,Ammonium,2008,0.098439,2
ES030ESPFTA55707011,Nitrite,2008,0.0074,4
FRBSS002MSZK,Total organic carbon (TOC),2008,0.25,2
FRBSS001WDGM,Total organic carbon (TOC),2008,1.075,4
FRCR02057600,Nitrite,2008,0.027899,6
PL01S0602_0350,Chlorophyll a,2008,25.075,8
FISW_238,Total organic carbon (TOC),2008,23.0,1
DESM_DESN_OBF17700,Nitrate,2008,2.438201,21
FRBSS001DSKJ,Nitrite,2008,0.02,3
BG4ST06999MS010,Nitrite,2008,0.002,3
FRGR04064000,Total phosphorus,2008,0.077667,12
ES050ESPF41514,Nitrite,2008,0.098301,1
FRDR06115080,Ammonium,2008,0.028177,4
IT0805001400,Nitrate,2008,1.900079,11
FRGR04043200,Ammonium,2008,0.065098,12
FRBSS002LKPH,Nitrate,2008,6.623333,3
ATPG31800032,Ammonium,2008,0.003,1
IT12F4_22,Phosphate,2008,0.176667,12
DESM_DEBY_11801,Total organic carbon (TOC),2008,4.17222,18
IT01209510,Nitrite,2008,0.0115,2
SKS602292,Nitrite,2008,0.005,2
BG3G00000PGMP061,Ammonium,2008,0.2725,4
BG3G000000NMP057,Nitrate,2008,17.1,4
FRBSS001UDUZ,Nitrate,2008,19.0,2
ATPG41021022,Nitrate,2008,9.875,1
FRGR04108440,Chlorophyll a,2008,6.25,8
FRBSS001MDPT,Ammonium,2008,0.05,2
ATPG30801102,Ammonium,2008,0.02875,1
ES100ESPF224002000,Nitrite,2008,0.0096,4
FISW_434,Total phosphorus,2008,0.0062,3
ES070ESPFLPEN,Total phosphorus,2008,0.1052,1
LTR265,Total phosphorus,2008,0.076667,12
FISW_144,Chlorophyll a,2008,4.3,1
ATPG60106042,Ammonium,2008,0.01025,1
DESM_NW101904,Ammonium,2008,0.049969,12
FRFR05135100,Chlorophyll a,2008,1.43333,6
FRDR06109100,Phosphate,2008,0.004405,6
IT10LIB1,Secchi depth,2008,1.625,2
FRBSS001UUSF,Ammonium,2008,0.05,2
ES030ESPFTA48505007,Total phosphorus,2008,0.0083,2
ES080ESPFES080-JU070,Phosphate,2008,0.0511,2
FRBSS001QVKQ,Nitrite,2008,0.05,1
ES020ESPF004300042,Ammonium,2008,0.478003,4
IT21S29,Nitrate,2008,0.265011,3
FRDR06137000,Nitrate,2008,1.223171,6
DESM_DESN_OBF32300,BOD5,2008,2.39048,21
FRCR02094700,Chlorophyll a,2008,0.95,6
ITAMS13SG0007,BOD5,2008,2.2,12
FRBSS000ZYWS,Nitrate,2008,67.3,6
SE698918-158665,Secchi depth,2008,1.8,3
CYR9-2-3-85,BOD5,2008,3.0,2
DEGM_DENW_064080109,Ammonium,2008,0.129,1
FRBSS000ZZAK,Nitrite,2008,0.02,5
PLGW200055_011,Ammonium,2008,0.275,2
FRBSS001BZCR,Total phosphorus,2008,0.02,2
FRFR05192100,Nitrate,2008,1.004882,6
NO084-38551,Phosphate,2008,0.002875,4
CY1997-033,Ammonium,2008,0.045,2
IT0801201300,Nitrite,2008,0.220001,12
RSRW00009,Chlorophyll a,2008,5.7863,8
FRHR03006590,Nitrate,2008,4.362761,5
IT12F4_18,Phosphate,2008,0.951667,12
ES030ESPFTA48505005,Total phosphorus,2008,0.0132,3
FRDR06011000,Chlorophyll a,2008,1.0,4
CZVB0360,Nitrite,2008,0.0115,2
ES030ESPFTA50805005,Nitrite,2008,0.0258,3
ATPG10002982,Nitrite,2008,0.011275,1
ATPG41217012,Nitrate,2008,13.0,1
FRFR05153000,Total organic carbon (TOC),2008,3.62727,11
ES030ESPFTA59612001,Nitrate,2008,0.169407,4
ES030ESPFTA53405006,Total phosphorus,2008,0.92,2
ATSE20401000,Nitrate,2008,0.315061,3
CZVB0014,Nitrite,2008,0.005,2
FRFR05106850,Nitrite,2008,0.02308,6
FRHR03029530,Ammonium,2008,0.036533,5
IT03N0080010193LO1,Total phosphorus,2008,0.04075,12
ES100ESPF200029000,Nitrate,2008,0.188208,4
FRCR02060750,BOD5,2008,1.88462,13
FRDR06474920,Total phosphorus,2008,0.068333,6
BERWM041_4153001,Total organic carbon (TOC),2008,1.8,1
FRB1R02115685,BOD5,2008,1.3375,12
FRCR02061500,Ammonium,2008,0.243353,13
SE716717-158596,Dissolved organic carbon (DOC),2008,6.575,4
FRBSS002MQKU,Nitrite,2008,0.02,2
FRBSS001QACB,Nitrite,2008,0.02,2
PT18E01,Total phosphorus,2008,2.77583,12
FRHR03212090,Phosphate,2008,0.108446,6
FRDR06187100,Chlorophyll a,2008,1.5,4
FRDR06156230,Nitrite,2008,0.003043,6
FRAR01029000,Phosphate,2008,0.184096,12
IT21S143,Ammonium,2008,0.095316,8
CZVP1614,Nitrate,2008,23.95,2
FRBSS002LKWB,Nitrate,2008,11.5,2
FRBSS001QULM,Nitrite,2008,0.05,3
RSRW00012,Total organic carbon (TOC),2008,1.1,1
CZVB0308,Nitrate,2008,18.7,1
ES020ESPF004300020,Nitrate,2008,0.275611,2
IT09S1280,Total phosphorus,2008,0.0725,4
FRGR04003355,Nitrate,2008,1.051924,12
EL05140507,Ammonium,2008,0.1,1
DEGM_DEBY_4120602400057,Ammonium,2008,0.02,1
CZVB9806,Ammonium,2008,0.0615,2
ES020ESPF004300155,Secchi depth,2008,3.5533,3
ES050ESPF41202,Nitrate,2008,0.457319,12
ESCHC2051,Phosphate,2008,0.1101,2
IT10PIE8,Phosphate,2008,0.0234,4
DESM_BWU51,Nitrite,2008,0.017346,26
PT426T291,Ammonium,2008,0.07,2
IEMRRS32B010200,Ammonium,2008,0.014991,18
FRBSS000ANMZ,Nitrate,2008,13.0,1
LV927F2_14354,Total organic carbon (TOC),2008,1.6,1
ES020ESPF004300193,Nitrate,2008,0.005,3
ES030ESPFTA55310002,Nitrite,2008,0.0014,4
FISW_532,Phosphate,2008,0.0015,3
ATPG80401152,Nitrite,2008,0.006,1
CZPMO_1169,Nitrate,2008,3.707654,12
FISW_823,Total organic carbon (TOC),2008,12.925,4
DESM_DENI_59942126,Nitrate,2008,1.19338,12
CZVP7013,Ammonium,2008,0.367,2
ES030ESPFTA60009005,Nitrite,2008,0.0145,4
FRFR05109000,Ammonium,2008,0.033212,11
ES100ESPF050003000,Total organic carbon (TOC),2008,3.4167,12
PL01S0801_1343,BOD5,2008,3.26,10
FRBSS001CMAU,Phosphate,2008,0.25,1
RSLW00051,Secchi depth,2008,1.8,1
FRB1R02115900,Nitrite,2008,0.01471,12
FRFR05192100,Phosphate,2008,0.020667,6
FRBSS001CLTV,Nitrate,2008,45.3,1
FISW_594,Phosphate,2008,0.0115,2
FRDR06080000,Nitrite,2008,0.015217,6
FRDR06142687,Phosphate,2008,0.029477,6
ATFW30900217,Phosphate,2008,0.008308,13
FRBSS001JKNG,Nitrate,2008,16.6,4
IT0801000200,Nitrate,2008,2.000083,12
SIP58120,Nitrite,2008,0.004,2
FRFR05151150,BOD5,2008,0.95,6
DEGM_DESN_52406001,Nitrate,2008,44.0,1
FRFR05047600,Ammonium,2008,0.039512,6
FRDR06142450,Nitrate,2008,0.274742,6
FRFR05131000,Chlorophyll a,2008,1.9,6
DEGM_DERP_2626100000,Phosphate,2008,0.01,2
FRBSS002JJWW,Ammonium,2008,0.05,4
FRBSS001ERXZ,Total phosphorus,2008,0.025,2
FRBSS000MESM,Total organic carbon (TOC),2008,0.35,3
ES020ESPF004300221,Ammonium,2008,0.023685,12
IT10CHS3,BOD5,2008,3.96,5
FRFR05202000,Total phosphorus,2008,0.015,6
BEVL_VMM_72000,Phosphate,2008,0.194625,24
FRGR04042100,Nitrate,2008,2.767275,11
FISW_742,Chlorophyll a,2008,5.85,4
FRFR05151150,Total phosphorus,2008,0.0125,6
FRFR05134000,Nitrite,2008,0.018814,11
ATFW61300337,BOD5,2008,1.91111,9
FRGR04092000,BOD5,2008,1.64167,12
FRBSS001RHWB,Nitrate,2008,9.735,6
DEGM_DEBY_4120662900011,Ammonium,2008,0.03,1
FRGR04172060,Nitrite,2008,0.026333,23
CZVP7218,Nitrite,2008,0.01195,2
DEGM_DETH_4929210697,Ammonium,2008,0.248,1
FISW_743,Phosphate,2008,0.0036,12
FRHR03112480,BOD5,2008,2.35,12
DESM_DEBE_430,Ammonium,2008,0.151573,12
PLGW600060_003,Ammonium,2008,0.05,2
ATFW71500967,Total organic carbon (TOC),2008,1.11583,12
FRFR05117000,Total phosphorus,2008,0.070454,11
CZVO0074,Ammonium,2008,0.685,2
FRHR03024245,Nitrite,2008,0.004261,5
FRBSS002GNBR,Nitrite,2008,0.05,1
FRCR02096750,Ammonium,2008,0.023319,12
IT11I0283TR,BOD5,2008,1.78333,12
ES050ESPF40706,Ammonium,2008,0.14461,3
ES100ESPF110016000,Nitrate,2008,2.718413,4
DESM_DETH_2590,Total phosphorus,2008,0.058,12
BEVL_VMM_680000,Nitrate,2008,3.069298,12
ES040ESPF000400699,Nitrate,2008,1.624668,12
FRCR02051600,BOD5,2008,2.1,6
FRDR06106684,Nitrite,2008,0.019276,6
BG1OG00733MS150,Ammonium,2008,0.070956,3
FRFR05068760,Phosphate,2008,0.016316,6
ES030ESPFTA70414002,BOD5,2008,3.25,4
FRFR05064000,BOD5,2008,1.81818,11
FRHR03153950,Ammonium,2008,0.046638,6
FRFR05000150,Nitrate,2008,0.410232,6
FRFR05191000,Nitrite,2008,0.0083,11
DEGM_DEBY_4120663000021,Nitrate,2008,45.0,1
FRFR05202000,Nitrate,2008,0.820464,6
FRHR03017900,Nitrite,2008,0.013391,5
ATPG60624372,Nitrate,2008,24.633333,1
IT05113,Ammonium,2008,0.174891,6
FRBSS002CQQP,Total phosphorus,2008,0.02,1
FRDR06147140,BOD5,2008,1.91667,6
LTL205,Phosphate,2008,0.00525,4
IEMRRS13O010100,Phosphate,2008,0.019,16
FRHR03095000,BOD5,2008,0.82,5
FRBSS002KBBN,Nitrate,2008,20.916667,6
SE704955-159090,Total organic carbon (TOC),2008,8.9,4
FRBSS001AQUM,Total phosphorus,2008,0.02,1
BERWM021_5327002,Phosphate,2008,0.04,1
EL01010102,Ammonium,2008,0.566667,3
FRBSS002MZWQ,Nitrate,2008,1.0,2
FRBSS002MWGB,Phosphate,2008,0.03,1
FRBSS002LJKZ,Total organic carbon (TOC),2008,0.747,2
IT01040010,BOD5,2008,1.18182,11
CHNTG15,Nitrite,2008,0.01,1
LTGWM13_35995,Ammonium,2008,0.05,1
FISW_777,Ammonium,2008,0.005497,12
IT09S1287,Ammonium,2008,0.065959,4
CZVP7616,Ammonium,2008,0.1245,2
BEVL_VMM_916000,BOD5,2008,2.3,12
FRBSS001FFRA,Nitrite,2008,0.02,3
FRDR06046000,BOD5,2008,1.49167,6
CZVP7724,Nitrite,2008,0.033,2
FRHR03047445,Ammonium,2008,0.025262,6
EESJA7299000,BOD5,2008,1.465516,6
FRBSS000FAKU,Ammonium,2008,0.03,5
FRBSS002KKUD,Ammonium,2008,0.05,2
FRAR01041000,Nitrate,2008,3.584829,12
FRFR05221600,Total phosphorus,2008,0.158333,6
SE623006-149119,Nitrate,2008,0.238,12
FRFR05151100,Nitrite,2008,0.004565,6
EL04020407NEW,Ammonium,2008,0.1,1
CZPP0115,Ammonium,2008,0.01,2
FRBSS001FYUH,Total organic carbon (TOC),2008,0.75,2
EESJA3989000,Nitrite,2008,0.01425,12
SKP001204,Ammonium,2008,0.0075,3
ES030ESPFTA59810001,Total phosphorus,2008,0.0288,12
ES070ESPFETL1,BOD5,2008,0.6497,4
FRGR04119750,Ammonium,2008,0.065422,12
FRBSS000LTLQ,Ammonium,2008,0.03,2
FISW_750,Nitrate,2008,1.8445,31
FRGR04125500,Nitrate,2008,9.813578,12
FRFR05099000,Nitrite,2008,0.009822,11
EL02140201,Ammonium,2008,0.133333,3
SKS725493,Nitrate,2008,45.95,2
BERWM151_4311006,Phosphate,2008,0.265,2
FRFR05236100,Nitrite,2008,0.003551,6
FRBSS002NMBZ,Nitrate,2008,8.9,2
FRBSS000WJFS,Nitrate,2008,44.7,1
ES080ESPFES080-JU115,Nitrate,2008,2.2887,2
BERW_03190,Ammonium,2008,0.033179,13
ESGAL095,Total phosphorus,2008,0.0055,3
IT07BOSP11,Ammonium,2008,0.004997,2
SII10120,Phosphate,2008,0.0075,2
FISW_651,Total organic carbon (TOC),2008,9.2,1
FRHR03208000,Phosphate,2008,0.048458,6
EL05140505,Ammonium,2008,0.1,1
ES050ESPF50702,Total phosphorus,2008,1.4902,4
FRHR03041247,Nitrate,2008,6.024771,5
ES091R0709,Total phosphorus,2008,0.0055,4
FRDR06710100,Ammonium,2008,0.025262,6
SE632515-146675,Total organic carbon (TOC),2008,8.2,4
LVV0060100,Nitrate,2008,0.896704,12
FRDR06204550,BOD5,2008,0.408333,6
ES050ESPF51210,Phosphate,2008,0.0098,4
SKIDK023,Chlorophyll a,2008,14.3714,7
DEGM_DEBW_287-114-3,Nitrate,2008,0.5,2
FRHR03024245,BOD5,2008,1.16,5
ES030ESPFTA46004001,BOD5,2008,1.6666,4
CZPMO_1175,Chlorophyll a,2008,13.8417,12
FRBSS000FMAN,Total phosphorus,2008,0.034,2
FRCR02018000,Phosphate,2008,0.137053,6
FRHR03271965,Nitrate,2008,8.879079,5
FRDR06159900,Ammonium,2008,0.030444,6
EL01030103,Nitrite,2008,0.05,3
