monitoringSiteIdentifier,eeaIndicator,phenomenonTimeReferenceYear,resultMeanValue,resultNumberOfSamples
CZPP0744,Nitrite,2006,0.005,2
DEGM_DERP_2714215300,Nitrite,2006,0.01,1
ATPG32100342,Ammonium,2006,0.0825,1
ATFW73190967,Total organic carbon (TOC),2006,0.847167,12
BEVL_VMM_768000,Nitrate,2006,5.466897,12
FRHR03076000,Ammonium,2006,0.16647,12
RSGW00045,Nitrate,2006,0.12,1
IT09S1233,BOD5,2006,1.3875,10
CZPP0056,Ammonium,2006,0.01,2
FRBSS000XMVZ,Nitrite,2006,0.01,2
FRHR03167000,Chlorophyll a,2006,3.2425,8
FRFR05120000,Total phosphorus,2006,0.080417,12
FRBSS001WCXD,Ammonium,2006,0.0125,2
ES050ESPF20602,BOD5,2006,0.0,4
RSLW00026,Secchi depth,2006,2.5,1
LVL1430100,Total phosphorus,2006,0.08625,4
NO021-41609,Total organic carbon (TOC),2006,3.1,1
ATPG90300012,Nitrate,2006,74.55,1
FRHR03228690,Nitrite,2006,0.033732,12
FRFR05233000,Phosphate,2006,0.022298,12
SE711900-175034,Ammonium,2006,0.040975,10
EL10011001NEW,Nitrite,2006,0.05,4
FRBSS001RQXX,Nitrate,2006,0.5,2
ATPG10003042,Nitrate,2006,13.625,1
ATPG41808012,Nitrate,2006,15.275,1
FISW_37,Chlorophyll a,2006,0.766,3
ATFW40823016,BOD5,2006,0.6,10
EL08140804,Nitrite,2006,0.05,1
DEGM_BB_38413470,Nitrate,2006,20.61,2
HR40420,Nitrate,2006,0.378316,12
ATFW80211037,Ammonium,2006,0.067541,12
ATPG32300092,Nitrite,2006,0.292125,1
FRBSS001NUKX,Ammonium,2006,0.05,6
LVG2150100,Ammonium,2006,0.062461,4
PLGW200047_003,Nitrite,2006,0.01,1
BEBR_IBGE_ZEN025,Phosphate,2006,0.381818,11
DEGM_DEBW_600-220-3,Nitrite,2006,0.01,6
SIV2199,BOD5,2006,1.004348,23
SE708619-162132,Secchi depth,2006,2.2,6
CZPLA_8,Ammonium,2006,0.04747,12
ES020ESPF004300033,Ammonium,2006,4.531252,12
PL03S1601_0001,Nitrate,2006,0.701029,12
FISW_947,BOD5,2006,1.342326,14
FISW_486,Ammonium,2006,0.003998,2
EL13071302,Nitrate,2006,1.925,4
FRHR03128270,Chlorophyll a,2006,3.00833,6
FRBSS000FNPN,Ammonium,2006,0.01,2
ATPG30800772,Ammonium,2006,0.01,1
LVV0180200,Phosphate,2006,0.010712,4
EL14511405,Nitrate,2006,1.0,1
LTR612,Total phosphorus,2006,0.095,12
ATFW21531177,Nitrate,2006,0.582363,12
FRBSS001SEGN,Nitrate,2006,4.5,4
PL02S0101_0526,Nitrate,2006,1.44706,26
BG3G0000AQHMP033,Nitrate,2006,16.4,3
FRGR04211000,Total phosphorus,2006,0.226667,12
FRHR03129020,Total phosphorus,2006,0.09375,12
DEGM_DEMV_23510001,Nitrate,2006,0.17,2
ATPG70332042,Nitrate,2006,16.2,1
ES030ESPFTA64812003,Nitrate,2006,0.276,4
FRFR05183900,Nitrate,2006,0.357542,12
FRBSS000ZWUM,Nitrate,2006,1.7,2
EL13111307,Nitrite,2006,0.05,3
SIV8600,Total organic carbon (TOC),2006,1.708333,12
FRB1R02115950,Total phosphorus,2006,0.073333,12
HU101179295,Chlorophyll a,2006,2.53333,12
CZVP8219,Nitrate,2006,10.5,2
FISW_1560,Ammonium,2006,0.055965,2
FRCR02057600,Nitrite,2006,0.043877,12
FISW_238,Total organic carbon (TOC),2006,16.0,1
FRGR04064000,Total phosphorus,2006,0.054773,22
FRGR04043200,Ammonium,2006,0.026558,12
EL13111314,Nitrite,2006,0.05,2
FRBSS002LKPH,Nitrate,2006,6.3,3
IT09S1299,Phosphate,2006,0.0342,2
ATPG31800032,Ammonium,2006,0.01,1
DESM_DEBY_11801,Total organic carbon (TOC),2006,4.54,26
BG3G00000PGMP061,Ammonium,2006,0.1675,2
BG3G000000NMP057,Nitrate,2006,14.225,4
FRBSS001UDUZ,Nitrate,2006,18.76,5
ATPG41021022,Nitrate,2006,17.875,1
FRGR04108440,Chlorophyll a,2006,6.0075,8
ATPG30801102,Ammonium,2006,0.01,1
LTR265,Total phosphorus,2006,0.09475,12
FISW_144,Chlorophyll a,2006,8.7,1
ATPG60106042,Ammonium,2006,0.01,1
DESM_NW101904,Ammonium,2006,0.049969,15
FRDR06109100,Phosphate,2006,0.002719,12
FRBSS001QVKQ,Nitrite,2006,0.05,2
ES020ESPF004300042,Ammonium,2006,3.438052,4
IT21S29,Nitrate,2006,0.337847,6
FRDR06137000,Nitrate,2006,1.945781,12
FRBSS000ZYWS,Nitrate,2006,66.983333,6
SE698918-158665,Secchi depth,2006,2.0,3
IT0552,BOD5,2006,1.4,5
DEGM_DENW_064080109,Ammonium,2006,0.129,2
FRBSS000ZZAK,Nitrite,2006,0.01,1
NO084-38551,Phosphate,2006,0.004625,4
RSRW00009,Chlorophyll a,2006,0.025,1
FRHR03006590,Nitrate,2006,4.673254,12
FRDR06011000,Chlorophyll a,2006,6.68571,7
EESJA9866000,Nitrite,2006,0.004,1
CZVB0360,Nitrite,2006,0.0295,2
ATPG10002982,Nitrite,2006,0.01375,1
ATPG41217012,Nitrate,2006,14.55,1
ATFW52120147,Phosphate,2006,0.002625,12
FRHR03029530,Ammonium,2006,0.019432,6
FRCR02060750,BOD5,2006,1.89655,29
EESJA4297000,Nitrite,2006,0.004,1
FRB1R02115685,BOD5,2006,1.16923,13
FRCR02061500,Ammonium,2006,0.314804,12
FRBSS002MQKU,Nitrite,2006,0.02,2
FRBSS001QACB,Nitrite,2006,0.02,2
PT18E01,Total phosphorus,2006,1.39636,11
ES010ESPFMS010FQ,Nitrate,2006,0.947968,14
FRHR03212090,Phosphate,2006,0.120737,6
FRDR06187100,Chlorophyll a,2006,1.3625,4
FRAR01029000,Phosphate,2006,0.298905,10
IT21S143,Ammonium,2006,0.172036,7
FRBSS002LKWB,Nitrate,2006,11.0,2
RSRW00012,Total organic carbon (TOC),2006,1.7,5
BG1YN00621MS170,Phosphate,2006,0.132,6
ES020ESPF004300020,Nitrate,2006,0.404817,2
EL09120902,Nitrite,2006,0.05,1
IT09S1280,Total phosphorus,2006,0.0419,5
EL05140507,Ammonium,2006,0.1,2
HU101179170,Total organic carbon (TOC),2006,2.94167,12
PT426T291,Ammonium,2006,0.04,2
IEMRRS32B010200,Ammonium,2006,0.014991,5
FRBSS000ANMZ,Nitrate,2006,14.666667,3
PT09G01,Phosphate,2006,0.137902,5
ATPG80401152,Nitrite,2006,0.005,1
CZPMO_1169,Nitrate,2006,4.681995,12
FISW_823,Total organic carbon (TOC),2006,10.675,4
RSLW00011,Phosphate,2006,0.0141,3
FRFR05109000,Ammonium,2006,0.042751,10
PL01S0801_1343,BOD5,2006,3.955,11
RSLW00051,Secchi depth,2006,2.7,1
FRB1R02115900,Nitrite,2006,0.012808,12
FRBSS001CLTV,Nitrate,2006,42.35,2
FISW_594,Phosphate,2006,0.01,2
HU101178210,Nitrite,2006,0.026667,12
FRDR06080000,Nitrite,2006,0.013696,12
ATFW30900217,Phosphate,2006,0.032521,12
DEGM_DESN_52406001,Nitrate,2006,49.0,1
SIP58120,Nitrite,2006,0.004,4
FRFR05047600,Ammonium,2006,0.044047,6
FRFR05131000,Chlorophyll a,2006,10.925,8
FRBSS002JJWW,Ammonium,2006,0.05,6
PLGW200090_003,Nitrite,2006,0.01,1
RSLW00019,Chlorophyll a,2006,1.0083,3
IT03POMI2LN1IR1,Phosphate,2006,0.00827,37
FRGR04042100,Nitrate,2006,4.627342,12
FISW_742,Chlorophyll a,2006,5.8125,8
FRFR05134000,Nitrite,2006,0.026174,10
ATFW61300337,BOD5,2006,2.525,12
FRGR04092000,BOD5,2006,1.5625,8
FRBSS001RHWB,Nitrate,2006,8.320769,13
DEGM_DEBY_4120662900011,Ammonium,2006,0.03,2
CZVP7218,Nitrite,2006,0.00555,2
DEGM_DETH_4929210697,Ammonium,2006,0.08,1
FISW_743,Phosphate,2006,0.0052,14
FRHR03112480,BOD5,2006,1.55,24
DESM_DEBE_430,Ammonium,2006,0.217865,13
IT03POAD2LN1LO2,Ammonium,2006,0.014991,20
ATFW71500967,Total organic carbon (TOC),2006,0.945833,12
FRFR05117000,Total phosphorus,2006,0.06625,12
EL02080204,Ammonium,2006,0.1,1
BEVL_VMM_680000,Nitrate,2006,4.200175,12
FRCR02051600,BOD5,2006,1.975,12
FRFR05064000,BOD5,2006,2.185,10
FRFR05191000,Nitrite,2006,0.008623,12
DEGM_DEBY_4120663000021,Nitrate,2006,43.5,2
FRHR03017900,Nitrite,2006,0.010906,12
ATPG60624372,Nitrate,2006,30.8,1
LTL205,Phosphate,2006,0.00375,4
FRHR03095000,BOD5,2006,1.01364,11
FRBSS002KBBN,Nitrate,2006,34.016667,12
SE704955-159090,Total organic carbon (TOC),2006,9.7,4
ATFW40624016,Total organic carbon (TOC),2006,2.76,10
EL01010102,Ammonium,2006,0.1,4
FRBSS002MZWQ,Nitrate,2006,0.1,4
CHNTG15,Nitrite,2006,0.01,1
ATFW41000076,Nitrite,2006,0.023546,11
FISW_777,Ammonium,2006,0.007495,12
IT09S1287,Ammonium,2006,0.091843,5
CZVP7616,Ammonium,2006,0.165,2
BEVL_VMM_916000,BOD5,2006,2.22727,11
FRDR06046000,BOD5,2006,2.125,12
CZVP7724,Nitrite,2006,0.04,2
FRHR03047445,Ammonium,2006,0.019432,12
EESJA7299000,BOD5,2006,1.429567,12
FRBSS002KKUD,Ammonium,2006,0.05,2
FRAR01041000,Nitrate,2006,3.204323,10
SE623006-149119,Nitrate,2006,0.307,12
EL04020407NEW,Ammonium,2006,0.1,2
NO246-41610,Dissolved organic carbon (DOC),2006,1.95,2
FISW_750,Nitrate,2006,2.3504,27
FRFR05099000,Nitrite,2006,0.012808,12
EL02140201,Ammonium,2006,0.1,4
FRBSS000WJFS,Nitrate,2006,43.85,2
ATFW21551356,Nitrate,2006,2.684152,11
SII10120,Phosphate,2006,0.0285,4
FISW_651,Total organic carbon (TOC),2006,7.0,1
FRHR03208000,Phosphate,2006,0.056018,6
ES050ESPF50702,Total phosphorus,2006,1.0525,4
NO021-41609,Dissolved organic carbon (DOC),2006,3.1,1
SE632515-146675,Total organic carbon (TOC),2006,4.6,4
LVV0060100,Nitrate,2006,1.19217,12
DEGM_DEBW_287-114-3,Nitrate,2006,0.5,1
FRCR02018000,Phosphate,2006,0.136781,12
FRHR03271965,Nitrate,2006,8.908431,12
EL01030103,Nitrite,2006,0.05,4
FISW_673,Ammonium,2006,0.007995,1
DEGM_DEBY_4110582900010,Nitrate,2006,12.3,2
FRFR05144000,Nitrite,2006,0.006341,12
NO012-40960,Dissolved organic carbon (DOC),2006,6.0,2
PT479A9,Ammonium,2006,0.04,2
SKS736591,Ammonium,2006,0.185,2
ATFW53210017,Ammonium,2006,0.010244,12
PL01S0302_0232,Secchi depth,2006,4.32857,7
FRBSS002MXCY,Ammonium,2006,0.05,2
SIP66400,Phosphate,2006,0.016,2
FRGR04006000,Phosphate,2006,0.02461,12
DEGM_DENW_070270016,Ammonium,2006,0.0645,1
DEGM_DERP_2681110100,Nitrate,2006,0.89,1
ATFW21560297,Nitrite,2006,0.008667,12
NO194-41067,Total organic carbon (TOC),2006,0.84,2
FRFR05175100,Nitrate,2006,1.016172,6
PL02S1301_1134,Nitrite,2006,0.053,12
FRBSS002LAVB,Nitrite,2006,0.02,2
FRGR04181960,Nitrite,2006,0.007609,12
FRGR04046800,BOD5,2006,1.17188,32
FRBSS001BHCC,Ammonium,2006,0.05,2
FRHR03125000,Total phosphorus,2006,0.189167,12
ATPG92100252,Nitrate,2006,5.725,1
DESM_DENI_48132055,BOD5,2006,2.5,26
SE617797-135339,Phosphate,2006,0.005,4
DESM_DEBY_13243,Phosphate,2006,0.017,26
FRBSS000KBVW,Nitrite,2006,0.05,2
FRGR04090500,Chlorophyll a,2006,7.5625,8
FRFR05060900,Total phosphorus,2006,0.033333,6
EL12061202,Nitrite,2006,6.603,5
ES030ESPFTA56301004,Phosphate,2006,0.184625,3
ATPG32101112,Nitrate,2006,56.425,1
IT05362,Nitrite,2006,0.0025,6
FRGR04093500,Total phosphorus,2006,0.1025,12
EL12051208,Ammonium,2006,0.1,2
ATFW73190967,Nitrite,2006,0.002208,12
FRAR01104000,BOD5,2006,1.92,10
FRBSS001KXJV,Nitrite,2006,0.02,2
EESJA1745000,Nitrite,2006,0.004,1
FRDR06016500,Nitrite,2006,0.447901,12
DESM_NW003001,Total phosphorus,2006,0.174,18
PT354T38,Ammonium,2006,0.03,2
EL05150518,Nitrate,2006,1.0,1
ES050ESPF10615,Nitrate,2006,0.305146,6
ATPG61205102,Nitrite,2006,0.005,1
DEGM_DEBW_1-557-6,Ammonium,2006,0.01,1
FRFR05099000,Total phosphorus,2006,0.043333,12
SE662506-158465,Nitrate,2006,0.949,12
NO026-38526,Total phosphorus,2006,0.004,4
FISW_1045,Phosphate,2006,0.006,2
BERW_11221,Phosphate,2006,0.0302,12
ATPG10003112,Nitrate,2006,69.775,1
SKS731291,Nitrite,2006,0.0125,2
DEGM_36385555,Nitrate,2006,0.2,2
SE666699-136103,Phosphate,2006,0.004,4
FISW_475,Chlorophyll a,2006,1.816,6
FISW_601,Total phosphorus,2006,0.067,3
IT09S1217,Nitrate,2006,1.20275,9
ATPG30400042,Ammonium,2006,0.005,1
DEGM_HE_12096,Nitrate,2006,78.0,1
PL01S0202_0061,Nitrate,2006,0.035001,5
FRFR05055900,Nitrite,2006,0.020797,12
FRB1R02106500,Total phosphorus,2006,0.385,12
DESM_DESN_OBF49500,Nitrate,2006,3.866831,12
BEVL_VMM_581000,Ammonium,2006,3.05477,12
FRGR04030000,Chlorophyll a,2006,9.8,8
DEGM_BB_34495033,Nitrite,2006,0.016,2
CZVP8435,Nitrate,2006,1.0,2
PT27H01,Phosphate,2006,0.052225,12
FRGR04053000,Nitrate,2006,2.203182,23
ATPG32101162,Ammonium,2006,0.01,1
FISW_1023,Phosphate,2006,0.0166,19
IT09S1149,Total phosphorus,2006,0.0218,1
FRGR04041700,Ammonium,2006,0.019432,12
DEGM_48372097,Nitrate,2006,7.28,2
DEGM_DEBW_1-418-0,Ammonium,2006,0.01,1
FRDR06018200,Chlorophyll a,2006,1.87,7
SE665649-161397,Total organic carbon (TOC),2006,24.9,12
CZPLA_1,BOD5,2006,5.1833,12
FRBSS000RBXN,Nitrate,2006,42.3,1
FRBSS002LPYP,Ammonium,2006,0.05,6
SE706672-167201,Chlorophyll a,2006,3.3,2
CZPOH_1008,Chlorophyll a,2006,16.0667,12
FRFR05018000,Ammonium,2006,0.029149,12
FRFR05079100,Total phosphorus,2006,0.052917,12
FRBSS001KVGF,Nitrate,2006,20.183333,12
FRDR06017050,Total phosphorus,2006,0.06,12
DEGM_DENW_106500028,Nitrite,2006,0.0656,1
DEGM_DENI_9840081,Nitrite,2006,0.03,1
FRBSS002FACM,Nitrate,2006,3.9,4
DEGM_DENI_9610751,Nitrate,2006,9.075,2
FRHR03149630,Ammonium,2006,0.032387,12
DEGM_DEBY_4120622800011,Ammonium,2006,0.0165,2
RSGW00019,Nitrate,2006,1.98,1
FRFR05047000,Ammonium,2006,0.038476,10
EL04250402,Nitrite,2006,0.05,2
CHNTG18,Nitrite,2006,0.01,1
FRBSS002LKWB,Nitrite,2006,0.03,2
EL02070201,Nitrite,2006,0.06875,4
EL14581405,Ammonium,2006,0.1,1
FRBSS000RYEY,Ammonium,2006,0.02,2
EL14051401,Nitrite,2006,0.05,1
FRFR05056000,BOD5,2006,1.25833,12
IT01001230,BOD5,2006,2.25,12
SE634395-132849,Ammonium,2006,0.051968,11
CZVB0117,Nitrate,2006,2.7,2
IEMRRS32B030100,Ammonium,2006,0.014991,5
PT411T198,Nitrite,2006,0.03,2
ATPG54100552,Nitrate,2006,2.925,1
ATPG20801132,Nitrite,2006,0.00657,1
ATPG10003002,Ammonium,2006,0.01,1
RSLW00079,Ammonium,2006,0.004997,3
FRCR02057600,Nitrate,2006,2.847158,12
PL02S0501_0817,Ammonium,2006,0.866461,12
ATPG53100222,Ammonium,2006,0.002,1
RO25400,Phosphate,2006,0.62,4
FRDR06126600,Nitrite,2006,0.018515,12
FRFR05033700,Phosphate,2006,0.026758,10
EL01010102,Nitrate,2006,14.075,4
FRBSS002LJKZ,Nitrate,2006,2.775,4
FRDR06059500,Nitrite,2006,0.019529,12
FISW_239,Nitrate,2006,0.421,4
FISW_491,Secchi depth,2006,2.6,2
FRBSS001ZPDS,Nitrite,2006,0.01,1
FISW_19,Total organic carbon (TOC),2006,5.85,4
FRDR06133350,BOD5,2006,1.18333,6
CZPOH_1001,Nitrate,2006,2.416801,12
ES020ESPF004300030,Nitrite,2006,0.154256,12
FRCR02060750,Total phosphorus,2006,0.105517,29
BERW_03880,Nitrate,2006,3.423442,12
FRBSS001JSPP,Nitrite,2006,0.01,2
FISW_131,Chlorophyll a,2006,18.0,1
DESM_DEMV_250011,Chlorophyll a,2006,2.82,5
RSRW00009,Phosphate,2006,0.1514,10
FRBSS001ZNHK,Nitrate,2006,0.25,1
FRGR04070208,Phosphate,2006,0.0589,6
FRFR05220000,Phosphate,2006,0.060368,6
FRDR06160500,Ammonium,2006,0.019432,6
LTR133,Phosphate,2006,0.047833,12
ATPG80414152,Ammonium,2006,0.005,1
ATPG70331052,Nitrite,2006,0.0016,1
FRDR06159800,Ammonium,2006,0.052467,12
LV911D6_24560,Nitrite,2006,0.0006,1
PT20E03,BOD5,2006,916.362,8
SE732407-183604,Total organic carbon (TOC),2006,4.2,12
LTGWM26_35945,Nitrate,2006,0.5,1
RSLW00013,Total phosphorus,2006,0.0305,3
FRBSS002NBMC,Nitrate,2006,2.25,4
FRBSS000ZSMK,Nitrate,2006,37.75,4
CZPVL_5031,Nitrite,2006,0.0316,12
SE665649-161397,Phosphate,2006,0.024,12
FRB1R02112000,BOD5,2006,1.71667,12
SE652707-159032,Phosphate,2006,0.002,4
ATFW30900057,Total organic carbon (TOC),2006,2.5,12
FRBSS001NUZH,Nitrite,2006,0.05,4
FRBSS002ATCT,Nitrate,2006,43.0,7
EL04060407,Nitrate,2006,58.9,2
EESJA6793000,Total phosphorus,2006,0.248054,6
PT04E07,Total phosphorus,2006,0.084583,12
RO82000,Ammonium,2006,0.058963,4
FRGR04081300,Ammonium,2006,0.248087,12
FRGR04199200,Total phosphorus,2006,0.133333,12
PT01G02,BOD5,2006,2.23333,12
FRBSS001PRZC,Nitrite,2006,0.05,10
LVE0310100,BOD5,2006,2.69,4
NO031-42841,Total organic carbon (TOC),2006,3.4,1
IT0590,BOD5,2006,1.625,12
PL01S0801_1360,BOD5,2006,7.042,12
DEGM_45380210,Nitrate,2006,64.35,2
FRGR04041700,Nitrate,2006,1.659749,12
FRBSS001HUVY,Nitrate,2006,41.0,1
RSRW00025,Phosphate,2006,0.0649,24
NO015-40682,Total phosphorus,2006,0.006,1
FRCR02045050,Ammonium,2006,0.224767,24
RO11900,Ammonium,2006,0.099938,4
RSLW00052,Secchi depth,2006,2.7,1
EL14521401,Ammonium,2006,0.1,4
ATPG54100402,Ammonium,2006,0.002,1
BERW_03260,Nitrate,2006,3.073428,21
DEGM_DEBY_4110583100012,Nitrite,2006,0.02,2
ATPG31900552,Nitrite,2006,0.005,1
CZPMO_1175,Phosphate,2006,0.1736,12
ATPG54101152,Ammonium,2006,0.2175,1
FRHR03197000,BOD5,2006,1.79167,6
ATPG54101152,Nitrite,2006,0.002,1
CZPB0393,Nitrate,2006,16.095,2
ATFW31000037,Phosphate,2006,0.027083,12
FRGR04096360,Ammonium,2006,0.037569,12
ATFW31000377,BOD5,2006,1.375,24
FISW_88,Total organic carbon (TOC),2006,20.6923,13
ATFW21550377,Total organic carbon (TOC),2006,1.82417,12
FRGR04110000,Total phosphorus,2006,0.085833,24
ATFW80214057,Nitrate,2006,1.737572,12
SE662506-158465,Total phosphorus,2006,0.154,12
ATPG30600092,Nitrate,2006,12.65,1
RSLW00077,BOD5,2006,1.0525,2
FRBSS000PVTQ,Nitrate,2006,45.666667,3
FRBSS002HNHX,Nitrate,2006,9.663636,11
FISW_200,Chlorophyll a,2006,7.7,1
RO24300,Nitrate,2006,0.560023,4
FRFR05135100,Nitrate,2006,1.129077,10
FRFR05125000,BOD5,2006,1.71,10
FRHR03167000,Ammonium,2006,0.082588,12
ES020ESPF004300100,BOD5,2006,0.0,2
EL10101001,Nitrate,2006,1.0,4
PL01S1301_1695,Ammonium,2006,2.120681,12
FISW_493,Chlorophyll a,2006,2.35,2
FRFR05143000,Nitrite,2006,0.013696,6
PT02E01,BOD5,2006,2.11667,12
BG2KA00819MS025,Ammonium,2006,0.975393,5
FRHR03233980,Total phosphorus,2006,0.122083,12
SKS714390,Ammonium,2006,0.73,1
FRHR03021000,Nitrate,2006,6.132785,12
ES030ESPFTA48604003,Phosphate,2006,0.065526,2
ATPG70322052,Ammonium,2006,0.01,1
ES010ESPFMS035FQ,Nitrate,2006,1.410729,12
FRBSS002GJTH,Nitrite,2006,0.02,3
HU101178276,Total organic carbon (TOC),2006,0.621429,14
CHLW-1621,Ammonium,2006,0.88495,2
RO24300,Phosphate,2006,0.06,4
FRDR06147130,Total phosphorus,2006,0.035833,12
SE640881-140842,Ammonium,2006,0.169894,12
HU101179309,BOD5,2006,3.8,12
PLGW2000121_005,Nitrite,2006,0.01,1
SE672915-157210,Phosphate,2006,0.005,12
FRFR05128000,BOD5,2006,1.59,10
FRCR02001700,Nitrate,2006,1.714321,12
ATPG32300112,Nitrite,2006,0.01,1
FRBSS000WXFL,Nitrate,2006,23.0,3
FISW_452,Nitrate,2006,0.26,1
SIV1010,Ammonium,2006,0.215963,12
FRBSS000SCJW,Nitrate,2006,0.733333,6
BERW_00400,Nitrite,2006,0.213501,13
FRFR05237000,Total phosphorus,2006,0.048333,6
DESM_DEBY_17984,Total phosphorus,2006,0.275,25
FRDR06172100,Chlorophyll a,2006,2.91714,7
EL14691401,Ammonium,2006,0.1,4
FISW_699,Chlorophyll a,2006,24.333,3
FISW_467,Ammonium,2006,0.057964,2
RO20100,Ammonium,2006,0.185884,4
ATFW61400087,BOD5,2006,1.31667,12
FRGR04214495,Nitrite,2006,0.036522,12
FRBSS001RUZQ,Nitrite,2006,0.01,2
FISW_517,Secchi depth,2006,3.855,9
IT05373,Secchi depth,2006,2.0,2
FRGR04079600,BOD5,2006,1.125,8
BEVL_VMM_770000,BOD5,2006,2.31667,12
FRGR04028500,Chlorophyll a,2006,4.27,8
