monitoringSiteIdentifier,eeaIndicator,phenomenonTimeReferenceYear,resultMeanValue,resultNumberOfSamples
DESM_BB_NE_0040,Total organic carbon (TOC),2011,5.26923,13
FRFR05011600,Phosphate,2011,0.047588,6
NL36_OWM_016M,Phosphate,2011,0.069583,12
BG1RL00001MS020,Phosphate,2011,0.1377,12
IEMRRS12C030200,BOD5,2011,0.8,5
FRDR06018200,BOD5,2011,0.841667,6
PL02S0601_0931,BOD5,2011,4.77,10
IT06PN080,Nitrate,2011,4.133502,3
RSGW00013,Total organic carbon (TOC),2011,1.8,1
PLGW200044_002,Ammonium,2011,0.61,1
IT05496,Ammonium,2011,0.299814,2
BEVL_VMM_221000,Ammonium,2011,0.403549,12
IT05195,Nitrate,2011,3.825159,4
FISW_719,Nitrate,2011,0.034,3
PL02S0402_2153,Chlorophyll a,2011,20.4667,3
FRBSS001TMNT,Nitrate,2011,4.55,10
CZVP1936,Nitrite,2011,0.005,1
ATSE60301000,Phosphate,2011,0.003889,4
FRBSS001KSGE,Ammonium,2011,0.05,4
IT01001197,Nitrate,2011,2.583437,6
LVD4060100,Ammonium,2011,0.039975,4
CZPOD_1144,Ammonium,2011,0.211072,28
FRBSS000HSWW,Nitrate,2011,37.716667,6
CYR9-2-3-85,Nitrate,2011,0.97289,6
FRGR04016840,Ammonium,2011,0.05603,12
CZPP0744,Nitrite,2011,0.005,1
FRGR04127000,BOD5,2011,2.26667,12
ES100ESPF140021500,Dissolved organic carbon (DOC),2011,2.74,5
DEGM_DERP_2714215300,Nitrite,2011,0.01,2
ATPG32100342,Ammonium,2011,0.016,1
NL36_OWM_017M,Nitrate,2011,0.179023,12
DEGM_39320023,Ammonium,2011,0.36,1
NL15_OW062-008,Chlorophyll a,2011,5.0,1
IT01304010,Nitrite,2011,0.055334,6
BEVL_VMM_768000,Nitrate,2011,4.375182,12
FRHR03144945,BOD5,2011,0.716667,12
FRHR03076000,Ammonium,2011,0.185255,12
RSGW00045,Nitrate,2011,2.36,1
CZPP0056,Ammonium,2011,0.05,1
FRBSS000XMVZ,Nitrite,2011,0.02,4
PL01S0901_1399,Dissolved organic carbon (DOC),2011,8.21,1
FRHR03024245,Ammonium,2011,0.038865,11
FRFR05120000,Total phosphorus,2011,0.0625,12
DEGM_DETH_5437000083,Nitrate,2011,2.21,1
CZPOH_1037,Total organic carbon (TOC),2011,5.76667,24
FRBSS001WCXD,Ammonium,2011,0.01,4
IESE_G_0153_1600_0010,Total phosphorus,2011,0.01,4
SKP229199,Nitrate,2011,1.94,1
RSLW00026,Secchi depth,2011,0.8,1
IT05606,Nitrite,2011,0.01,4
IT2111360,Nitrate,2011,0.466519,6
BG1YN00079MS200,BOD5,2011,2.02,4
NO021-41609,Total organic carbon (TOC),2011,3.0,1
ATPG90300012,Nitrate,2011,19.98,1
RO100100,Total phosphorus,2011,0.0165,6
CHRW-2149,Phosphate,2011,0.046083,12
FRFR05233000,Phosphate,2011,0.015601,12
SE711900-175034,Ammonium,2011,0.021986,12
FRBSS001RQXX,Nitrate,2011,0.5,2
ATPG10003042,Nitrate,2011,15.78,1
ATPG41808012,Nitrate,2011,13.5,1
CZPP0580,Ammonium,2011,0.05,1
ES100ESPF100065000,Phosphate,2011,0.0081,15
DEGM_BB_38413470,Nitrate,2011,25.5,2
FRGR04009350,BOD5,2011,1.15,12
PL07S0801_0071,Total phosphorus,2011,0.043833,6
IEMRRS26S021600,Nitrate,2011,0.253594,12
ES100ESPF100033000,Dissolved organic carbon (DOC),2011,5.8,5
ATPG32300092,Nitrite,2011,0.005,1
LTGWM367_13235,Nitrate,2011,0.05,1
FRBSS001NUKX,Ammonium,2011,0.05,5
PL01S1501_1771,Total phosphorus,2011,0.333417,12
LTGWM125_16,Ammonium,2011,1.76,1
FRGR04033090,Ammonium,2011,0.319986,12
PLGW200047_003,Nitrite,2011,0.07,1
FRDR06710039,Ammonium,2011,0.019432,6
BEBR_IBGE_ZEN025,Phosphate,2011,0.3117,12
DEGM_DEBW_600-220-3,Nitrite,2011,0.01,5
SIV2199,BOD5,2011,0.886538,26
SE708619-162132,Secchi depth,2011,2.1,5
ES100ESPF100038000,Dissolved organic carbon (DOC),2011,2.28,5
ES100ESPF110022000,Phosphate,2011,0.0962,5
IT01014025,Nitrate,2011,1.558395,12
CZPLA_8,Ammonium,2011,0.057503,24
ES020ESPF004300033,Ammonium,2011,2.397909,8
ES040ESPF000400091,Phosphate,2011,0.0027,4
ITG-0221-CF000101-ST01,Phosphate,2011,0.04775,4
PL02S0502_0161,Total phosphorus,2011,0.07075,4
FRGR04146500,Dissolved organic carbon (DOC),2011,6.106667,12
FRDR06710030,Total phosphorus,2011,0.02,6
PL03S1601_0001,Nitrate,2011,0.033368,6
FISW_486,Ammonium,2011,0.004997,1
NL13_ROP30614,Ammonium,2011,1.524673,12
LTL251,BOD5,2011,2.456894,4
FRBSS000FNPN,Ammonium,2011,0.01425,4
BERWM021_5464012,Phosphate,2011,0.05,2
IT01043010,Ammonium,2011,0.18534,11
ATPG30800772,Ammonium,2011,0.024,1
ITAMS51SG0010,Nitrate,2011,0.616726,12
BG1G000K1HBMP307,Nitrite,2011,0.01675,4
LTR612,Total phosphorus,2011,0.076167,12
PL01S0302_3117,Ammonium,2011,0.012492,4
DESM_DENI_59872220,Nitrate,2011,3.264306,12
FRBSS001SEGN,Nitrate,2011,3.86,5
PL02S0101_0526,Nitrate,2011,0.065919,12
FRBSS001EBJH,Ammonium,2011,0.143333,3
FRFLS4265013,Phosphate,2011,0.001632,4
DESM_DEST_410610_A,Dissolved organic carbon (DOC),2011,7.15454,11
FRDR06830079,Ammonium,2011,0.019432,6
NL36_OWM_016M,Ammonium,2011,0.581936,12
BG3G0000AQHMP033,Nitrate,2011,25.4,4
SKS725493,Ammonium,2011,0.03,1
FRBSS002PLTL,Nitrate,2011,0.5,2
FRGR04211000,Total phosphorus,2011,0.159833,12
DESM_DEMV_140010,Secchi depth,2011,0.6,6
FRFR05192315,Total phosphorus,2011,0.02,6
FRHR03129020,Total phosphorus,2011,0.074583,12
DESM_DENI_93912880,Phosphate,2011,0.076667,12
FRDR06115090,Total phosphorus,2011,0.016667,6
DESM_BWU03,BOD5,2011,1.30769,13
FRDR06166990,Ammonium,2011,0.022671,6
ATPG70332042,Nitrate,2011,9.31,1
FRDR06710029,Phosphate,2011,0.005874,5
FRFR05183900,Nitrate,2011,0.346251,12
FRBSS000ZWUM,Nitrate,2011,1.0,5
CZVP8228,Nitrate,2011,47.3,1
SIV8600,Total organic carbon (TOC),2011,1.825,4
FRB1R02115950,Total phosphorus,2011,0.034615,13
DESM_DENI_48822869,Total organic carbon (TOC),2011,4.0,12
ITF15SR3,Total phosphorus,2011,0.1704,10
RO40100,Chlorophyll a,2011,1.03,2
FRBSS002JXTW,Nitrate,2011,4.923333,3
CZVP8219,Nitrate,2011,22.6,1
FISW_1560,Ammonium,2011,0.034279,2
PL01S0602_0350,Chlorophyll a,2011,29.9143,7
PL01S1501_1747,BOD5,2011,25.95,2
DESM_DESN_OBF17700,Nitrate,2011,2.345548,22
FRBSS001DSKJ,Nitrite,2011,0.02,4
NO012-30612,Secchi depth,2011,3.8,5
FRGR04064000,Total phosphorus,2011,0.069167,12
ITBMS32SG0023,Phosphate,2011,0.0183,12
FRDR06115080,Ammonium,2011,0.019432,4
FRGR04043200,Ammonium,2011,0.027529,12
FRBSS002LKPH,Nitrate,2011,4.333333,3
FRER06218000,Dissolved organic carbon (DOC),2011,2.033333,6
NL13_ROP13409,Ammonium,2011,0.158416,12
ES080ESPFES080-JU073,Dissolved organic carbon (DOC),2011,3.6,4
ATPG31800032,Ammonium,2011,0.01,1
IT12F4_22,Phosphate,2011,0.2375,8
DESM_DEBY_11801,Total organic carbon (TOC),2011,4.73461,26
DESM_DEBY_12771,Dissolved organic carbon (DOC),2011,1.40833,12
CZVB9602,Ammonium,2011,5.8,1
BG3G00000PGMP061,Ammonium,2011,0.115,4
BG3G000000NMP057,Nitrate,2011,21.125,4
FRBSS001UDUZ,Nitrate,2011,20.0,2
ATPG41021022,Nitrate,2011,8.4,1
ITR110121VA,Total phosphorus,2011,0.05,3
FRBSS001MDPT,Ammonium,2011,0.05,2
ATPG30801102,Ammonium,2011,0.047,1
NL05_10_023,Secchi depth,2011,0.645833,12
FISW_434,Total phosphorus,2011,0.009,2
LTR265,Total phosphorus,2011,0.071,12
LTL251,Total phytoplankton biomass,2011,0.870688,4
FISW_144,Chlorophyll a,2011,6.0,2
ATPG60106042,Ammonium,2011,0.013,1
DESM_NW101904,Ammonium,2011,0.049969,12
FRDR06109100,Phosphate,2011,0.00707,6
FRBSS001UUSF,Ammonium,2011,0.05,2
ES080ESPFES080-JU070,Phosphate,2011,0.0432,4
FRBSS001QVKQ,Nitrite,2011,0.05,3
PL01S1001_1478,Total organic carbon (TOC),2011,8.65083,12
ITG-0003-CF000102-ST01,Total phosphorus,2011,0.3225,4
ES100ESPF100011000,Dissolved organic carbon (DOC),2011,1.88,5
ES020ESPF004300042,Ammonium,2011,1.948788,7
FRDR06137000,Nitrate,2011,2.201702,6
DESM_DESN_OBF32300,BOD5,2011,2.33809,21
ITG-0227-CF003000-ST01,Phosphate,2011,0.163,5
ITAMS13SG0007,BOD5,2011,1.4417,12
FRBSS000ZYWS,Nitrate,2011,68.8,10
SE698918-158665,Secchi depth,2011,2.1,3
CYR9-2-3-85,BOD5,2011,1.53333,6
FRHLF4105803,Dissolved organic carbon (DOC),2011,7.856667,3
IT0552,BOD5,2011,1.75,4
ATPG60113552,Nitrite,2011,0.01,1
DEGM_DENW_064080109,Ammonium,2011,0.0645,1
FRBSS000ZZAK,Nitrite,2011,0.02,6
CZPLA_343,Nitrate,2011,3.841653,24
FRFR05192100,Nitrate,2011,0.704169,6
NO084-38551,Phosphate,2011,0.0033,4
CY1997-033,Ammonium,2011,0.019,2
RSRW00009,Chlorophyll a,2011,3.36,5
FRHR03006590,Nitrate,2011,3.348229,11
IT12F4_18,Phosphate,2011,0.872222,9
FRGR04078100,Dissolved organic carbon (DOC),2011,4.330833,12
CZVB0360,Nitrite,2011,0.005,1
ATPG10002982,Nitrite,2011,0.011,1
PT28L02,Ammonium,2011,0.031037,7
ATPG41217012,Nitrate,2011,11.5,1
ES100ESPF200006000,Dissolved organic carbon (DOC),2011,0.78,5
CZVP0820,Ammonium,2011,0.05,1
FRFR05097750,BOD5,2011,1.1,6
ATSE20401000,Nitrate,2011,0.41913,4
CZVB0014,Nitrite,2011,0.017,1
FRHR03029530,Ammonium,2011,0.022347,12
ES100ESPF200029000,Nitrate,2011,0.188208,5
FRBSS001HVVG,Nitrate,2011,39.9,4
FRCR02060750,BOD5,2011,1.4875,24
FRDR06474920,Total phosphorus,2011,0.083333,6
BERWM041_4153001,Total organic carbon (TOC),2011,0.8,2
FRDR06163900,Dissolved organic carbon (DOC),2011,1.983333,6
FRB1R02115685,BOD5,2011,1.63333,12
FRCR02061500,Ammonium,2011,0.027504,13
ITG-0074-CF000103-ST01,Ammonium,2011,0.014991,2
FRBSS002MQKU,Nitrite,2011,0.02,2
FRBSS001QACB,Nitrite,2011,0.02,2
PT18E01,Total phosphorus,2011,1.0722,15
ES010ESPFMS010FQ,Nitrate,2011,1.046744,12
FRBSS002LQJE,Nitrite,2011,0.02,1
FRHR03212090,Phosphate,2011,0.097005,11
FRAR01029000,Phosphate,2011,0.282807,12
PL02S1301_1130,Total phosphorus,2011,0.103583,12
CZVP1614,Nitrate,2011,38.8,1
FRBSS002LKWB,Nitrate,2011,12.0,5
FRBSS001QULM,Nitrite,2011,0.05,4
ESCHC2072,Nitrate,2011,0.751131,4
RSRW00012,Total organic carbon (TOC),2011,4.15,12
BG1YN00621MS170,Phosphate,2011,0.0636,4
PL02S0101_1515,Total phosphorus,2011,0.105083,12
FRDR06117450,Dissolved organic carbon (DOC),2011,1.716667,6
ES020ESPF004300020,Nitrate,2011,0.350215,2
FRGR04003355,Nitrate,2011,0.939017,12
BG2KA04741MS021,Phosphate,2011,0.0197,4
FRFLO5325023,BOD5,2011,1.1875,4
CZVB9806,Ammonium,2011,0.14,1
ESCHC2051,Phosphate,2011,0.0234,2
FRGR04030000,Dissolved organic carbon (DOC),2011,2.85,12
DESM_BWU51,Nitrite,2011,0.022154,26
EESJA8471000,Chlorophyll a,2011,16.5,7
PT26G04,BOD5,2011,3.0,11
PT426T291,Ammonium,2011,0.05,1
IEMRRS32B010200,Ammonium,2011,0.029981,12
FRBSS000ANMZ,Nitrate,2011,13.0,3
ES020ESPF004300193,Nitrate,2011,0.037602,4
ATPG80401152,Nitrite,2011,0.005,1
CZPMO_1169,Nitrate,2011,5.133315,24
DESM_DESL189,Dissolved organic carbon (DOC),2011,4.54615,13
RSLW00011,Phosphate,2011,0.0025,3
DESM_DENI_59942126,Nitrate,2011,1.640068,12
CZVP7013,Ammonium,2011,0.46,1
FRFR05109000,Ammonium,2011,0.035302,12
CHRW-1010,Ammonium,2011,0.287089,12
RSLW00051,Secchi depth,2011,3.4,1
FRFR05192100,Phosphate,2011,0.009518,6
FRBSS001CLTV,Nitrate,2011,27.234783,23
FISW_594,Phosphate,2011,0.02,1
IT06UD113,Phosphate,2011,0.0125,3
IT05105,BOD5,2011,0.875,4
FRDR06142687,Phosphate,2011,0.059281,6
ATFW30900217,Phosphate,2011,0.031625,12
PL01S0901_1396,BOD5,2011,1.83333,12
FRBSS001JKNG,Nitrate,2011,14.75,8
SIP58120,Nitrite,2011,0.004,2
FRFR05151150,BOD5,2011,0.55,6
FRFR05047600,Ammonium,2011,0.02591,6
FRDR06142450,Nitrate,2011,0.112908,6
BG3MA00811MS1070,Total phosphorus,2011,0.0193,3
DEGM_DERP_2626100000,Phosphate,2011,0.01,2
FRBSS002JJWW,Ammonium,2011,0.05,4
RSLW00032,Total organic carbon (TOC),2011,1.6125,2
IT06UD177,Phosphate,2011,0.0075,3
ES020ESPF004300221,Ammonium,2011,0.027083,12
IT11R110301AL,Total phosphorus,2011,0.269167,12
IT02DBL150,Phosphate,2011,0.0756,12
NL13_ROP16911,Ammonium,2011,0.508224,12
RSLW00019,Chlorophyll a,2011,13.1667,3
FRFR05202000,Total phosphorus,2011,0.0225,6
BEVL_VMM_72000,Phosphate,2011,0.224,12
IEMRRS25T030400,Nitrite,2011,0.109175,23
FRGR04042100,Nitrate,2011,3.253625,12
IT01234010,Nitrite,2011,0.001917,6
FRFR05151150,Total phosphorus,2011,0.0105,6
ATFW61300337,BOD5,2011,1.7,7
FRGR04092000,BOD5,2011,1.35,12
FRBSS001RHWB,Nitrate,2011,7.46,15
PL08S0301_0132,Total organic carbon (TOC),2011,5.1525,12
CZVP7218,Nitrite,2011,0.005,1
DEGM_DETH_4929210697,Ammonium,2011,0.166,1
ES080ESPFES080-JU038,BOD5,2011,0.3333,2
FISW_743,Phosphate,2011,0.0029,12
FRHR03112480,BOD5,2011,1.02917,24
DESM_DEBE_430,Ammonium,2011,0.172393,12
PLGW600060_003,Ammonium,2011,0.05,2
ATFW71500967,Total organic carbon (TOC),2011,0.777273,11
FRDR06200700,Dissolved organic carbon (DOC),2011,1.76,5
FRFR05117000,Total phosphorus,2011,0.04875,12
CZVO0074,Ammonium,2011,0.2,1
IT06UD036,Nitrite,2011,0.004117,3
IEWE_G_0019_2200_0001,Total phosphorus,2011,0.01,3
FRCR02096750,Ammonium,2011,0.019432,11
FRBSS001NNJD,Ammonium,2011,0.05,2
IT11I0283TR,BOD5,2011,1.425,12
ES100ESPF110016000,Nitrate,2011,5.932347,5
NO016-40829,Phosphate,2011,0.0033,1
DESM_DETH_2590,Total phosphorus,2011,0.030388,17
BEVL_VMM_680000,Nitrate,2011,1.975082,12
FRCR02051600,BOD5,2011,1.5625,12
ES040ESPF000400699,Nitrate,2011,1.238752,24
BG1OG00733MS150,Ammonium,2011,0.033979,4
CZPOH_1037,Nitrate,2011,2.79999,24
FRFR05068760,Phosphate,2011,0.019035,6
FRFR05064000,BOD5,2011,3.66667,12
FRHR03153950,Ammonium,2011,0.041456,12
FRFR05000150,Nitrate,2011,0.308615,6
CZPMO_3639,BOD5,2011,1.35833,24
BERWM011_4723003,Phosphate,2011,0.05,1
FRFR05202000,Nitrate,2011,0.649221,6
ATPG60624372,Nitrate,2011,21.6,1
IT05113,Ammonium,2011,0.173192,3
EESJA3670000,Chlorophyll a,2011,2.156,1
FRDR06147140,BOD5,2011,0.983333,6
CHRW-1912,Ammonium,2011,0.080566,12
IEMRRS13O010100,Phosphate,2011,0.05,3
FRHR03095000,BOD5,2011,0.8875,12
CZPB0187,Ammonium,2011,0.05,1
FRBSS002KBBN,Nitrate,2011,24.072727,11
SE704955-159090,Total organic carbon (TOC),2011,10.1,4
IT02DBL100,Phosphate,2011,0.029992,12
LTR1469,Dissolved organic carbon (DOC),2011,13.225,4
ITG-0217-CF000102-ST01,Total phosphorus,2011,0.025,3
ITG-0073-CF000102-ST01,Total phosphorus,2011,0.122667,3
FRBSS002MZWQ,Nitrate,2011,1.0,4
IT01040010,BOD5,2011,2.0,5
CHNTG15,Nitrite,2011,0.01,1
LTGWM13_35995,Ammonium,2011,0.01,1
FISW_777,Ammonium,2011,0.006796,12
IT06PN101,Ammonium,2011,0.014991,4
CZVP7616,Ammonium,2011,0.05,1
ITG-0177-CF000302-ST01,Total phosphorus,2011,0.061333,3
BEVL_VMM_916000,BOD5,2011,2.8,12
DESM_DESL1620,Dissolved organic carbon (DOC),2011,4.63846,13
FRBSS001FFRA,Nitrite,2011,0.02,4
FRDR06046000,BOD5,2011,2.4,6
SKS002993,Nitrite,2011,0.00625,2
CZVP2017,Ammonium,2011,0.05,1
CZVP7724,Nitrite,2011,0.0259,1
FRHR03047445,Ammonium,2011,0.023643,12
EESJA7299000,BOD5,2011,1.475,4
FRBSS000FAKU,Ammonium,2011,0.03,6
FRBSS002KKUD,Ammonium,2011,0.05,2
FRAR01041000,Nitrate,2011,3.634221,16
FRFR05221600,Total phosphorus,2011,0.094667,6
SE623006-149119,Nitrate,2011,0.186,12
NL36_OWM_006M,Secchi depth,2011,0.479167,12
FRGLK60-410,Total phosphorus,2011,0.035,4
CZPP0115,Ammonium,2011,0.05,1
EESJA3989000,Nitrite,2011,0.018083,12
SKP001204,Ammonium,2011,0.0775,4
CZPOH_1036,Chlorophyll a,2011,2.425,8
ES070ESPFETL1,BOD5,2011,0.8333,14
IT05408,Phosphate,2011,0.005,12
FRGR04119750,Ammonium,2011,0.065098,12
BERWM012_4757003,Phosphate,2011,0.17,2
FRBSS000LTLQ,Ammonium,2011,0.03,4
ITF15R6,BOD5,2011,37.15,4
FISW_750,Nitrate,2011,3.1936,23
FRGR04125500,Nitrate,2011,8.737193,12
LTGWM7_25366,Ammonium,2011,0.901,1
CZPVL_3288,Total phosphorus,2011,0.06781,27
IT05448,Total phosphorus,2011,0.0575,4
IT01041005,Ammonium,2011,0.016865,8
SKP002129,Nitrite,2011,0.005,1
SKS725493,Nitrate,2011,72.2,1
ITR110021FO,BOD5,2011,4.0,6
BERWM151_4311006,Phosphate,2011,0.225,2
PL01S0802_0632,Ammonium,2011,0.162399,4
PL01S0602_3013,Nitrate,2011,0.425018,4
FRBSS002NMBZ,Nitrate,2011,5.6,2
FRBSS000WJFS,Nitrate,2011,44.618182,22
ES080ESPFES080-JU115,Nitrate,2011,1.976682,4
BERW_03190,Ammonium,2011,0.035692,13
ES010ESPFMS082FQ,Ammonium,2011,0.033779,3
CZPOH_1027,Nitrite,2011,0.065,24
SII10120,Phosphate,2011,0.009,2
FRHR03208000,Phosphate,2011,0.046574,11
FRHR03041247,Nitrate,2011,5.468507,12
FRDR06710100,Ammonium,2011,0.019432,6
SE632515-146675,Total organic carbon (TOC),2011,5.1,4
LVV0060100,Nitrate,2011,0.380016,3
FRDR06204550,BOD5,2011,0.333333,6
SKIDK023,Chlorophyll a,2011,14.2857,7
FRGR04019700,Dissolved organic carbon (DOC),2011,5.5,10
IT0543,BOD5,2011,1.0,3
DEGM_DEBW_287-114-3,Nitrate,2011,0.55,2
FRHR03024245,BOD5,2011,1.15909,11
CZPMO_1175,Chlorophyll a,2011,4.52917,12
ESCHC2476,Nitrate,2011,0.037602,12
FRCR02018000,Phosphate,2011,0.144884,10
FRHR03271965,Nitrate,2011,8.200881,12
FRDR06159900,Ammonium,2011,0.019432,6
ITG-0182-CF000200-ST01,Ammonium,2011,0.014991,2
FRB1R02116600,BOD5,2011,1.73333,12
