monitoringSiteIdentifier,eeaIndicator,phenomenonTimeReferenceYear,resultMeanValue,resultNumberOfSamples
BERW_04800,BOD5,2003,2.0273,11
DESM_DEST_2110020_A,Ammonium,2003,0.147908,26
DEGM_35396735,Nitrate,2003,0.4,2
FISW_757,Phosphate,2003,0.002,4
PL01S1101_1537,Nitrate,2003,1.076045,12
SE700773-157350,Total phosphorus,2003,0.008,11
FRBSS000MMXR,Nitrate,2003,2.5,4
ATPG30600022,Nitrite,2003,0.005,1
PL08S0301_0139,Nitrate,2003,1.787074,22
BG1RL00001MS020,Phosphate,2003,0.242218,12
HU101178405,Phosphate,2003,0.06892,25
LV007PIUA8_3,Nitrate,2003,0.0222,1
ES050ESPF10105,BOD5,2003,2.655,10
FISW_719,Nitrate,2003,0.072003,2
ES091ESBT281920009,Nitrate,2003,1.0,1
IT01001197,Nitrate,2003,3.034296,12
LVD4060100,Ammonium,2003,0.070789,12
FRBSS000HSWW,Nitrate,2003,38.683333,6
CYR9-2-3-85,Nitrate,2003,2.100837,1
CZPP0744,Nitrite,2003,0.005,2
DEGM_DERP_2714215300,Nitrite,2003,0.01,1
FRDR06149900,Nitrite,2003,0.003043,3
ATPG32100342,Ammonium,2003,0.085,1
ATFW73190967,Total organic carbon (TOC),2003,0.769091,11
DEGM_39320023,Ammonium,2003,0.43,2
BEVL_VMM_768000,Nitrate,2003,5.075211,12
RSGW00045,Nitrate,2003,0.03,1
IT09S1233,BOD5,2003,1.6508,11
CZPP0056,Ammonium,2003,0.01,2
FRBSS000XMVZ,Nitrite,2003,0.02,2
DEGM_DETH_5437000083,Nitrate,2003,0.1,2
ES050ESPF20602,BOD5,2003,1.2775,4
LVL1430100,Total phosphorus,2003,0.103333,12
BG1YN00079MS200,BOD5,2003,4.309,12
NO021-41609,Total organic carbon (TOC),2003,2.6,1
ATPG90300012,Nitrate,2003,68.1675,1
FRFR05233000,Phosphate,2003,0.017132,12
SE711900-175034,Ammonium,2003,0.033979,12
FRBSS001RQXX,Nitrate,2003,0.5,2
ATPG10003042,Nitrate,2003,8.675,1
ATPG41808012,Nitrate,2003,13.6,1
FISW_37,Chlorophyll a,2003,1.1,1
DEGM_BB_38413470,Nitrate,2003,37.915,2
HR40420,Nitrate,2003,0.47502,12
PL07S0801_0071,Total phosphorus,2003,0.06,26
ATFW80211037,Ammonium,2003,0.017064,11
ATPG32300092,Nitrite,2003,1.004625,1
FRBSS001NUKX,Ammonium,2003,0.01,2
PL01S1501_1771,Total phosphorus,2003,1.9,11
LVG2150100,Ammonium,2003,0.129569,10
SIV2199,BOD5,2003,3.0,3
SE708619-162132,Secchi depth,2003,2.5,6
FISW_806,Ammonium,2003,0.010793,4
ES020ESPF004300033,Ammonium,2003,2.886675,12
PL03S1601_0001,Nitrate,2003,0.761032,24
FISW_947,BOD5,2003,0.869223,12
ES080ESPFES080-JU111,BOD5,2003,9.41667,12
ATPG30800772,Ammonium,2003,0.01,1
ES030ESPFTA53405001,Ammonium,2003,0.403399,4
LVV0180200,Phosphate,2003,0.01971,10
ATFW21531177,Nitrate,2003,0.535239,12
FRBSS001SEGN,Nitrate,2003,3.4,9
PL02S0101_0526,Nitrate,2003,1.652069,26
BG3G0000AQHMP033,Nitrate,2003,14.5015,2
SKS725493,Ammonium,2003,0.01,2
ES050ESPF10705,Nitrate,2003,5.690237,10
ATPG70332042,Nitrate,2003,8.945,1
ES030ESPFTA64812003,Nitrate,2003,0.41124,8
FRFR05183900,Nitrate,2003,0.357542,12
FRBSS000ZWUM,Nitrate,2003,1.0,2
SKH189500D,BOD5,2003,1.05083,12
SKIDK040,Total phosphorus,2003,0.043333,12
HU101179295,Chlorophyll a,2003,3.69231,26
CZVP8219,Nitrate,2003,16.05,2
FISW_1560,Ammonium,2003,0.130919,2
FISW_238,Total organic carbon (TOC),2003,13.0,1
BG4ST06999MS010,Nitrite,2003,0.007,2
FRGR04043200,Ammonium,2003,0.091332,12
FRBSS002LKPH,Nitrate,2003,7.05,1
IT09S1299,Phosphate,2003,0.0556,2
ATPG31800032,Ammonium,2003,0.005,1
BG3G000000NMP057,Nitrate,2003,2.64975,4
FRBSS001UDUZ,Nitrate,2003,18.0,2
ATPG41021022,Nitrate,2003,20.1875,1
ATPG30801102,Ammonium,2003,0.021375,1
FISW_144,Chlorophyll a,2003,7.6,2
BERWM040_4136001,Nitrate,2003,43.8,1
ATPG60106042,Ammonium,2003,0.01,1
DESM_NW101904,Ammonium,2003,0.049969,12
FRDR06109100,Phosphate,2003,0.010877,3
ES020ESPF004300042,Ammonium,2003,22.262955,4
SIV815,Nitrite,2003,0.00367,3
FRDR06206000,Chlorophyll a,2003,3.65,4
FRBSS000ZYWS,Nitrate,2003,65.666667,3
SE698918-158665,Secchi depth,2003,2.8,3
IT0552,BOD5,2003,1.05556,9
DEGM_DENW_064080109,Ammonium,2003,0.129,1
FRBSS000ZZAK,Nitrite,2003,0.02,1
NO084-38551,Phosphate,2003,0.001,1
FRDR06011000,Chlorophyll a,2003,10.2857,7
EESJA9866000,Nitrite,2003,0.008,1
LV180ZUTF4_2254,Nitrate,2003,0.0222,1
CZVB0360,Nitrite,2003,0.0495,2
ATPG10002982,Nitrite,2003,0.011,1
ATPG41217012,Nitrate,2003,11.9,1
ATFW52120147,Phosphate,2003,0.00216,12
FRBSS000ZXTG,Nitrite,2003,0.02,2
FRBSS001HVVG,Nitrate,2003,50.0,1
FRCR02060750,BOD5,2003,1.95833,24
FRBSS002MQKU,Nitrite,2003,0.02,2
FRBSS001QACB,Nitrite,2003,0.02,4
ES010ESPFMS010FQ,Nitrate,2003,0.7897,9
IT21S143,Ammonium,2003,0.100937,3
ESCHC05_3023,Phosphate,2003,0.10595,2
FRBSS002LKWB,Nitrate,2003,18.0,1
ESCHC2072,Nitrate,2003,1.160048,2
ES020ESPF004300020,Nitrate,2003,0.226559,2
IT09S1280,Total phosphorus,2003,0.0278,2
HU101179170,Total organic carbon (TOC),2003,5.10256,78
DESM_BWU51,Nitrite,2003,0.025,26
IEMRRS32B010200,Ammonium,2003,0.011243,4
FRBSS000ANMZ,Nitrate,2003,9.8,1
FISW_532,Phosphate,2003,0.001,3
ATPG80401152,Nitrite,2003,0.01,1
ES030ESBT03-05-042,Nitrate,2003,3.05463,1
CZPMO_1169,Nitrate,2003,3.35847,12
FISW_823,Total organic carbon (TOC),2003,10.45,4
FRFR05109000,Ammonium,2003,0.036921,10
PL01S0801_1343,BOD5,2003,3.165,20
FRBSS001CLTV,Nitrate,2003,23.2,3
FISW_594,Phosphate,2003,0.007,2
ITI027TG1,BOD5,2003,1.71429,7
FRBSS000EEHP,Ammonium,2003,0.05,2
HU101178210,Nitrite,2003,0.032805,77
FRDR06142687,Phosphate,2003,0.058737,3
DEGM_DESN_52406001,Nitrate,2003,51.0,2
IT0801000200,Nitrate,2003,2.227363,11
SIP58120,Nitrite,2003,0.006333,3
FRFR05131000,Chlorophyll a,2003,8.825,8
FRBSS002JJWW,Ammonium,2003,0.05,4
BERWM141_4352004,Nitrate,2003,40.72,2
FISW_742,Chlorophyll a,2003,6.3333,6
ATFW61300337,BOD5,2003,2.68889,9
FRBSS001RHWB,Nitrate,2003,9.966667,6
CZVP7218,Nitrite,2003,0.02,2
DEGM_DETH_4929210697,Ammonium,2003,0.135,2
FISW_743,Phosphate,2003,0.0032,14
DESM_DEBE_430,Ammonium,2003,0.229857,13
IT03POAD2LN1LO2,Ammonium,2003,0.028982,6
ATFW71500967,Total organic carbon (TOC),2003,0.754546,11
FRFR05117000,Total phosphorus,2003,0.094167,12
IT11I0283TR,BOD5,2003,2.0,6
ES040ESPF000400699,Nitrate,2003,1.150048,4
BG1OG00733MS150,Ammonium,2003,0.043473,2
FRFR05191000,Nitrite,2003,0.010906,12
ATPG60624372,Nitrate,2003,23.475,1
IT05113,Ammonium,2003,0.285655,12
FRBSS002KBBN,Nitrate,2003,36.963636,11
SE704955-159090,Total organic carbon (TOC),2003,7.5,4
FRBSS002MZWQ,Nitrate,2003,1.0,2
CHNTG15,Nitrite,2003,0.01,6
FISW_777,Ammonium,2003,0.010993,12
IT09S1287,Ammonium,2003,0.043473,7
CZVP7616,Ammonium,2003,0.102,2
CZVP7724,Nitrite,2003,0.039,2
EESJA7299000,BOD5,2003,1.091982,12
FRBSS000FAKU,Ammonium,2003,0.02,1
SE623006-149119,Nitrate,2003,0.239,12
BERWE051_3932002,Nitrate,2003,46.8,1
NO246-41610,Dissolved organic carbon (DOC),2003,2.0,1
FISW_750,Nitrate,2003,4.769,21
SKS725493,Nitrate,2003,61.3,2
FRBSS000WJFS,Nitrate,2003,47.8,2
ES080ESPFES080-JU115,Nitrate,2003,2.664281,12
BERW_03190,Ammonium,2003,0.040775,12
SII10120,Phosphate,2003,0.023,3
FISW_651,Total organic carbon (TOC),2003,3.7,1
NO021-41609,Dissolved organic carbon (DOC),2003,2.6,1
SE632515-146675,Total organic carbon (TOC),2003,3.3,4
LVV0060100,Nitrate,2003,0.89612,12
CZPMO_1175,Chlorophyll a,2003,36.3133,6
FRCR02041950,Nitrite,2003,0.040326,12
DEGM_DEBY_4110582900010,Nitrate,2003,16.0,2
IEMRRS14B013500,Ammonium,2003,0.034978,8
SKS736591,Ammonium,2003,0.125,2
ATFW53210017,Ammonium,2003,0.015682,12
SIP66400,Phosphate,2003,0.005,2
PL01S0302_0232,Secchi depth,2003,5.7,6
FRBSS002MXCY,Ammonium,2003,0.05,3
DEGM_DENW_070270016,Ammonium,2003,0.0645,1
DEGM_DERP_2681110100,Nitrate,2003,0.98,2
ATFW21560297,Nitrite,2003,0.011667,12
NO194-41067,Total organic carbon (TOC),2003,0.82,1
FRFR05175100,Nitrate,2003,1.096816,7
PL02S1301_1134,Nitrite,2003,0.191001,24
FRBSS002LAVB,Nitrite,2003,0.02,4
ITN011_018_SR_1_T_A,Nitrate,2003,0.363651,11
FRBSS001BHCC,Ammonium,2003,0.04,2
SE617797-135339,Phosphate,2003,0.004,4
DESM_DEBY_13243,Phosphate,2003,0.013,26
ITAMS22SG0021,Ammonium,2003,0.031231,8
ATPG32101112,Nitrate,2003,74.325,1
IT05362,Nitrite,2003,0.002,2
ATFW73190967,Nitrite,2003,0.003318,11
FRBSS001KXJV,Nitrite,2003,0.02,4
BERWE030_4584004,Nitrate,2003,45.40625,8
FRCR02004000,Total phosphorus,2003,0.222917,24
DESM_NW003001,Total phosphorus,2003,0.125,13
PT354T38,Ammonium,2003,0.01,1
ES080ESPF08112,Nitrate,2003,1.20005,12
CYD9-6-9-10,Nitrite,2003,0.120001,2
ES050ESPF10615,Nitrate,2003,0.438405,14
ATPG61205102,Nitrite,2003,0.005,1
SE662506-158465,Nitrate,2003,1.032,12
FISW_1045,Phosphate,2003,0.008,2
DEGM_36385555,Nitrate,2003,0.4,2
BERW_11221,Phosphate,2003,0.0217,12
ATPG10003112,Nitrate,2003,94.5,1
SKS731291,Nitrite,2003,0.01,2
SE666699-136103,Phosphate,2003,0.003,4
FISW_475,Chlorophyll a,2003,2.327,9
FISW_601,Total phosphorus,2003,0.035,4
ATPG30400042,Ammonium,2003,0.005,1
ES080ESPFES080-JU081,Nitrate,2003,1.67332,4
IT09S1263,Total phosphorus,2003,0.095833,12
DEGM_HE_12096,Nitrate,2003,81.0,1
PL02S1201_1016,Phosphate,2003,0.054116,10
DESM_DESN_OBF49500,Nitrate,2003,4.692505,13
FRGR04030000,Chlorophyll a,2003,4.0,8
DEGM_BB_34495033,Nitrite,2003,0.03,2
CZVP8435,Nitrate,2003,1.0,2
ATPG32101162,Ammonium,2003,0.01,1
FISW_1023,Phosphate,2003,0.0176,23
IT09S1149,Total phosphorus,2003,0.0218,1
DEGM_48372097,Nitrate,2003,3.17,2
BERWM151_4249056,Ammonium,2003,0.01,1
AT312777,Ammonium,2003,0.01,1
SE665649-161397,Total organic carbon (TOC),2003,22.7,12
CZPLA_1,BOD5,2003,1.89167,12
FRBSS000RBXN,Nitrate,2003,42.4,1
FISW_583,Total organic carbon (TOC),2003,8.05,1
FRBSS002LPYP,Ammonium,2003,0.05,4
FRFR05018000,Ammonium,2003,0.038865,12
FRBSS001KVGF,Nitrate,2003,16.808333,12
IT03N00819IR1,Ammonium,2003,0.108266,12
ES091R0555,Phosphate,2003,0.06031,2
FRDR06017050,Total phosphorus,2003,0.117,10
DEGM_DENW_106500028,Nitrite,2003,0.0656,1
IT01001065,Nitrite,2003,0.028708,12
FRBSS002FACM,Nitrate,2003,4.75,8
RSGW00019,Nitrate,2003,0.3,1
FRBSS001MXLD,Nitrate,2003,18.9,1
CHNTG18,Nitrite,2003,0.01,1
IT01001230,BOD5,2003,2.69167,12
SE634395-132849,Ammonium,2003,0.153904,12
CZVB0117,Nitrate,2003,1.87,2
IEMRRS32B030100,Ammonium,2003,0.009994,3
ES020ESPF004300009,Total organic carbon (TOC),2003,5.96,12
BG3MA00055MS0670,Nitrite,2003,0.032,12
ESCHC2012,Phosphate,2003,0.145271,13
ATPG54100552,Nitrate,2003,3.36,1
ATPG20801132,Nitrite,2003,0.004105,1
ATPG10003002,Ammonium,2003,0.005,1
PL02S0501_0817,Ammonium,2003,1.647975,12
ATPG53100222,Ammonium,2003,0.005,1
RO25400,Phosphate,2003,0.699,12
FRBSS002LJKZ,Nitrate,2003,2.71,2
FRDR06059500,Nitrite,2003,0.028304,10
DESM_NW628700,Phosphate,2003,0.05,19
FISW_239,Nitrate,2003,0.355,3
FISW_491,Secchi depth,2003,3.2,3
PL01S0801_1356,Nitrate,2003,1.535064,12
CZPOH_1001,Nitrate,2003,3.12513,12
ES020ESPF004300030,Nitrite,2003,0.125781,12
SII20040,Nitrate,2003,6.58,1
FRCR02060750,Total phosphorus,2003,0.13125,24
BERW_03880,Nitrate,2003,2.868419,12
FRBSS001JSPP,Nitrite,2003,0.01,2
FISW_131,Chlorophyll a,2003,52.0,1
DESM_DEMV_250011,Chlorophyll a,2003,5.4,5
RSRW00009,Phosphate,2003,0.1914,10
FRBSS001ZNHK,Nitrate,2003,3.1,1
ATPG80414152,Ammonium,2003,0.01,1
LTR133,Phosphate,2003,0.05825,12
ATPG70331052,Nitrite,2003,0.01,1
FRDR06159800,Ammonium,2003,0.099938,7
SKIDK205,Nitrate,2003,1.700721,12
SE732407-183604,Total organic carbon (TOC),2003,2.9,11
FRBSS002NBMC,Nitrate,2003,2.0,5
FRBSS000ZSMK,Nitrate,2003,36.775,2
FISW_1212,Phosphate,2003,0.0045,6
FRDR06150800,Ammonium,2003,0.038865,3
CZPVL_5031,Nitrite,2003,0.033083,12
SE665649-161397,Phosphate,2003,0.023,12
NL89_STEENBGN,Nitrite,2003,0.03,16
FRBSS002ESPJ,Nitrate,2003,22.75,8
ES091R0433,Phosphate,2003,0.05379,2
SKIDK211,BOD5,2003,2.79167,12
SIJ0203,BOD5,2003,0.48651,7
SE652707-159032,Phosphate,2003,0.002,4
ES080ESPFES080-JU135,Nitrate,2003,1.820076,11
ATFW30900057,Total organic carbon (TOC),2003,1.44,10
FRBSS002ATCT,Nitrate,2003,45.833333,6
RO82000,Ammonium,2003,2.471063,12
FRBSS001PRZC,Nitrite,2003,0.01,2
LVE0310100,BOD5,2003,4.05,6
SKIDK052,Phosphate,2003,0.112085,7
ES010ESPFMS113FQ,Nitrate,2003,2.470103,12
HU101179479,Chlorophyll a,2003,4.38,25
IT0590,BOD5,2003,1.53,10
SKIDK204,Total phosphorus,2003,0.042083,12
ES100ESPF200022700,BOD5,2003,1.66,12
PL01S0801_1360,BOD5,2003,21.583,12
DEGM_45380210,Nitrate,2003,76.15,2
HU101178520,Total phosphorus,2003,0.099708,24
FRBSS000KMWF,Ammonium,2003,0.02,1
FRBSS001HUVY,Nitrate,2003,57.0,1
RO11900,Ammonium,2003,0.539664,12
ATPG54100402,Ammonium,2003,0.005,1
BERW_03260,Nitrate,2003,2.589608,21
ATPG31900552,Nitrite,2003,0.005,1
CZPMO_1175,Phosphate,2003,0.657083,12
ATPG54101152,Ammonium,2003,0.20925,1
ATPG54101152,Nitrite,2003,0.01,1
CZPB0393,Nitrate,2003,19.25,2
ATFW31000037,Phosphate,2003,0.032192,12
FISW_88,Total organic carbon (TOC),2003,18.7857,14
ATFW80214057,Nitrate,2003,1.43256,12
SE662506-158465,Total phosphorus,2003,0.199,12
PL02S1401_1374,Phosphate,2003,0.18093,30
ATPG30600092,Nitrate,2003,7.805,1
FRBSS002HNHX,Nitrate,2003,9.263636,11
FRBSS000MBBY,Ammonium,2003,0.02,1
FISW_200,Chlorophyll a,2003,5.7,4
RO24300,Nitrate,2003,0.370015,12
FRFR05135100,Nitrate,2003,1.521993,10
FRFR05125000,BOD5,2003,1.71111,9
ES020ESPF004300100,BOD5,2003,0.0,2
HU101178357,Ammonium,2003,0.125636,49
FISW_493,Chlorophyll a,2003,2.45,2
IT11I0286TR,BOD5,2003,3.86667,6
BG2KA00819MS025,Ammonium,2003,2.719309,12
FISW_1062,Phosphate,2003,0.002,3
SKS714390,Ammonium,2003,0.58,1
ATPG70322052,Ammonium,2003,0.01,1
IT05106,Nitrate,2003,1.658399,12
ES010ESPFMS035FQ,Nitrate,2003,1.19605,1
AT328401,Ammonium,2003,62.35,1
RO24300,Phosphate,2003,0.093,12
SE640881-140842,Ammonium,2003,0.942414,12
HU101179309,BOD5,2003,3.96154,26
SE672915-157210,Phosphate,2003,0.005,12
IT0569,Phosphate,2003,0.06,3
SKIDK045,Phosphate,2003,0.042393,7
FRFR05128000,BOD5,2003,1.44545,11
IT13VO29P,Nitrate,2003,39.0,1
ATPG32300112,Nitrite,2003,0.005,1
FRBSS000WXFL,Nitrate,2003,26.933333,6
IT10TVR5,Nitrite,2003,0.092728,11
FISW_452,Nitrate,2003,0.253,2
SIV1010,Ammonium,2003,0.206555,12
FRBSS000SCJW,Nitrate,2003,0.5,6
BERW_00400,Nitrite,2003,0.506703,13
DESM_DEBY_17984,Total phosphorus,2003,0.213,26
FRBSS000HPES,Ammonium,2003,0.02,1
FISW_699,Chlorophyll a,2003,28.0,3
FISW_467,Ammonium,2003,0.013991,2
RO20100,Ammonium,2003,0.335192,12
ATFW61400087,BOD5,2003,1.18889,9
FRBSS001RUZQ,Nitrite,2003,0.02,2
HU101178313,Total phosphorus,2003,0.2184,25
FISW_517,Secchi depth,2003,4.7,7
IT05373,Secchi depth,2003,1.325,2
BEVL_VMM_770000,BOD5,2003,1.91667,12
DK78-796-16,Ammonium,2003,0.006,6
FISW_474,Total phosphorus,2003,0.005,4
IT09S1233,Total phosphorus,2003,0.0803,4
SKS726592,Ammonium,2003,0.02375,4
FISW_94,Total phosphorus,2003,0.0883,17
FRBSS001SSDL,Nitrite,2003,0.02,2
CZPP0300,Nitrate,2003,42.0,2
FRBSS000YRXJ,Nitrate,2003,1.0,3
ATPG32300372,Nitrate,2003,11.2,1
IT09S1287,Phosphate,2003,0.0754,6
RO86801,Nitrite,2003,0.033,12
RO43500,Ammonium,2003,0.249445,12
ATPG30700502,Nitrate,2003,16.0,1
DEGM_45360007,Nitrate,2003,18.65,2
SE622803-144609,Total phosphorus,2003,0.012,4
RO143900_1,Nitrate,2003,1.890079,24
ES020ESPF004300065,BOD5,2003,0.0,2
SIV7190,BOD5,2003,3.0,4
FISW_1543,Total phosphorus,2003,0.013,2
RO129700,BOD5,2003,11.8,12
NO001-40962,Total organic carbon (TOC),2003,7.2,1
HR31010,BOD5,2003,1.0433,12
RO32770,Nitrite,2003,0.006,12
IT09S1257,Ammonium,2003,0.01529,2
ATPG60107442,Nitrite,2003,0.01,1
RO44200,BOD5,2003,2.6,12
SE660945-156129,Ammonium,2003,0.3218,12
ES040ESPF000400708,Nitrate,2003,4.470186,4
IT09S1284,BOD5,2003,1.27143,7
IEMRRS26S070300,Phosphate,2003,0.0554,5
CZPLA_8,Chlorophyll a,2003,3.45833,12
NO244-41064,Total organic carbon (TOC),2003,0.75,1
DEGM_HE_7750,Ammonium,2003,0.09,1
DESM_NW731808,Nitrate,2003,4.472006,11
DESM_DEMV_0108170014,Ammonium,2003,0.094941,26
DEGM_DENW_010409415,Ammonium,2003,0.0645,1
FRDR06194000,Nitrite,2003,0.026087,7
FRBSS001WWWV,Nitrate,2003,0.1,1
ATPG10003002,Nitrite,2003,0.01,1
FISW_685,Phosphate,2003,0.001,2
BG3MA00041MS0400,Phosphate,2003,0.114752,12
IT0811001000,Phosphate,2003,0.028,2
EESJA5316000,Nitrate,2003,15.85,4
PL02S1201_1091,Phosphate,2003,0.094214,22
EESJA4328000,Total phosphorus,2003,0.0397,12
FISW_409,Chlorophyll a,2003,35.012,8
ATKK30500762,Ammonium,2003,0.005,1
ATFW61300337,Nitrite,2003,0.040134,9
DESM_NW070610,Secchi depth,2003,2.8,5
PT522A117,Nitrate,2003,85.0,1
FISW_817,Total organic carbon (TOC),2003,13.95,4
FRDR06123700,Ammonium,2003,0.038865,4
ATFW61300327,Phosphate,2003,0.024733,9
HU101179527,Phosphate,2003,0.532045,22
FRBSS001FFUL,Nitrite,2003,0.02,1
SE712246-170866,Total phosphorus,2003,0.011,4
FRBSS000HNGD,Ammonium,2003,0.03,1
FRBSS002MUWR,Ammonium,2003,0.05,4
BG3G0000AQHMP004,Nitrate,2003,8.6665,4
FISW_219,Total phosphorus,2003,0.054,4
PL01S1501_1771,BOD5,2003,66.5,11
HU102087074,BOD5,2003,3.29737,76
FISW_453,Ammonium,2003,0.005996,2
ATKK61245032,Nitrate,2003,1.985,1
DEGM_DENW_026500139,Nitrite,2003,0.0656,2
FRBSS000XCNT,Ammonium,2003,0.02,2
EESJA6896000,Total phosphorus,2003,0.17,6
FRER06215700,BOD5,2003,1.36667,3
SE728744-162653,Total phosphorus,2003,0.005,4
PT521A222,Ammonium,2003,0.04,1
CZPMO_3636,Total organic carbon (TOC),2003,3.74,5
ES040ESPF000400405,BOD5,2003,1.22,4
IT09S1282,Total phosphorus,2003,0.0443,4
FISW_435,Chlorophyll a,2003,2.1,1
DEGM_BB_36475124,Nitrate,2003,0.05,2
ATPG30600182,Ammonium,2003,0.01,1
IT09S1202,Nitrate,2003,0.687029,5
FRDR06106600,Phosphate,2003,0.048947,10
ATFW30900037,Total organic carbon (TOC),2003,2.06667,12
HU101178368,Chlorophyll a,2003,34.68,10
SIP38120,Phosphate,2003,0.005,2
ATPG20803052,Ammonium,2003,0.007729,1
ES020ESPF004300088,Nitrate,2003,0.196861,12
SE675032-135400,Ammonium,2003,0.009994,16
FISW_236,Ammonium,2003,0.013991,4
ATFW40710047,Total phosphorus,2003,0.027221,12
FRBSS001MNDK,Nitrate,2003,50.7,10
SIP38120,Nitrate,2003,10.85,2
FRDR06065700,Nitrate,2003,0.327433,10
CZVB0295,Nitrate,2003,5.22,2
ATPG32300082,Ammonium,2003,0.005,1
FISW_10,Phosphate,2003,0.0055,22
FRBSS001DZVR,Nitrate,2003,2.5,2
FRHR03163000,Ammonium,2003,0.418444,12
RO12790,BOD5,2003,3.2,12
FRFR05103000,Phosphate,2003,0.031544,6
IEMRRS24D020400,BOD5,2003,1.432,10
ATPG70331082,Ammonium,2003,0.01,1
ES030ESPFTA48604005,Nitrite,2003,0.015403,6
ATPG54100612,Ammonium,2003,0.005,1
SKIDK037,Total phosphorus,2003,0.275,12
LTR106,Nitrate,2003,0.390849,12
DEGM_HE_10375,Ammonium,2003,0.18,1
FRBSS001SCTA,Nitrite,2003,0.02,4
DESM_BB_SP_0210,Total organic carbon (TOC),2003,7.0,25
FISW_1048,Total phosphorus,2003,0.004,2
RO21120,Nitrate,2003,0.850035,12
LVL1070100,Phosphate,2003,0.07205,12
FISW_236,Chlorophyll a,2003,3.5,1
EESJA2030000,Nitrite,2003,0.003,1
BG1RL00931MS080,BOD5,2003,6.563,9
FRBSS000YNPL,Nitrate,2003,34.325,4
FRCR02041950,Total phosphorus,2003,0.208333,12
FRHR03149487,Phosphate,2003,0.068798,12
BG4ST00661MS530,Phosphate,2003,0.219072,12
BEVL_VMM_91000,Chlorophyll a,2003,0.683333,6
ATPG92200562,Nitrite,2003,0.001,1
CZPP0293,Ammonium,2003,0.05,2
IT11I0283TR,Nitrite,2003,0.01064,6
ATFW61400267,BOD5,2003,1.54444,9
LTR105,Total organic carbon (TOC),2003,13.7583,12
HR25071,Phosphate,2003,0.1012,26
SKIDK041,Total phosphorus,2003,0.042083,12
RO110100,Nitrite,2003,0.057,12
PL02S1401_1383,Total phosphorus,2003,0.13,12
CHNTQ23,Nitrate,2003,1.8,3
IT06UD011,Ammonium,2003,0.117927,5
SE686849-145214,Total phosphorus,2003,0.009,4
FRFR05103000,Ammonium,2003,0.059593,6
CZPB0094,Ammonium,2003,0.05,2
DESM_DETH_2198,Nitrite,2003,0.04,13
CHNTG51,Nitrate,2003,22.129333,12
NO112-38536,Total organic carbon (TOC),2003,2.3,1
SKS601691,Nitrate,2003,0.5,4
CZVP7215,Nitrate,2003,1.005,2
FRDR06152700,Ammonium,2003,0.055521,7
NO024-38530,Total organic carbon (TOC),2003,3.9,1
FISW_626,Chlorophyll a,2003,4.8,3
RSRW00028,Phosphate,2003,0.108364,11
DESM_BWU41,Nitrate,2003,1.799275,25
FISW_582,Secchi depth,2003,6.25,2
HU102087742,Ammonium,2003,0.596447,22
ATPG54106952,Nitrate,2003,14.725,1
FRFR05233000,BOD5,2003,1.66667,12
LV230LIVD10_9657,Nitrate,2003,0.0222,1
FISW_777,Total organic carbon (TOC),2003,7.3417,12
