monitoringSiteIdentifier,eeaIndicator,phenomenonTimeReferenceYear,resultMeanValue,resultNumberOfSamples
ITG20_32PT014,Nitrite,2012,0.06,2
IT05217,Phosphate,2012,0.0249,8
FRBSS000WQUR,Nitrite,2012,0.03,5
FRBSS001NLEZ,Nitrate,2012,62.65,6
BG1OS00715MS050,Phosphate,2012,0.199,4
FRHR03254370,Phosphate,2012,0.049244,11
ES100ESPF140003000,Ammonium,2012,0.97001,12
IT05444,Nitrate,2012,4.970207,4
FRGR04123800,Total phosphorus,2012,0.09025,12
CZPP0049,Nitrate,2012,12.1,2
IT05479,Nitrite,2012,0.137401,4
SKS000321,Nitrite,2012,0.01,2
FRFR05090000,Nitrate,2012,2.006933,12
FRHR03175000,Nitrate,2012,4.80372,11
IT0596,Nitrite,2012,0.0475,4
FRBSS001CQJZ,Nitrate,2012,33.36,15
DEGM_DENI_100000670,Nitrite,2012,0.0657,2
ES020ESPF004300037,Total phosphorus,2012,0.05125,4
IT13R1304MA16,Total phosphorus,2012,0.08,4
FRBSS000XWRQ,Nitrate,2012,34.7,8
FRBSS000TEDG,Ammonium,2012,0.05,4
BERW_04313,BOD5,2012,2.0,13
IT08BO61-00,Nitrite,2012,0.03,2
PLGW600079_002,Ammonium,2012,0.21,1
PLGW600080_002,Nitrate,2012,0.15,1
IT08RA67-01,Ammonium,2012,8.225,2
PL02S1301_1204,BOD5,2012,1.40417,12
CZVP7026,Nitrite,2012,0.00575,2
FRDR06175600,Ammonium,2012,0.019432,6
FRAR01104000,Dissolved organic carbon (DOC),2012,3.758333,12
FRGR04128490,BOD5,2012,2.50833,12
FRBSS001PWAR,Ammonium,2012,0.05,4
FRBSS002EQQM,Nitrate,2012,1.65,8
FRCR02081000,Total phosphorus,2012,0.2125,12
BERWM023_5917005,Total organic carbon (TOC),2012,0.55,2
ATSE20201000,Ammonium,2012,0.006483,4
FRHR03023000,BOD5,2012,1.15909,11
CHRW-3006,Nitrite,2012,0.013549,12
IT05112,Nitrate,2012,3.575149,4
PLGW2000135_004,Nitrate,2012,0.69,1
FRGR04196449,Ammonium,2012,0.045407,12
FRDR06143650,Dissolved organic carbon (DOC),2012,0.483333,6
FRFR05218700,Total phosphorus,2012,0.005417,12
IT08FE48-00,Ammonium,2012,13.4355,2
CZVB9803,Ammonium,2012,0.05,2
FRBSS002MQKV,Nitrate,2012,33.5,4
ES091R0461,Nitrate,2012,1.68114,6
RO125312354050,Nitrite,2012,0.019,2
NL13_RO017,Chlorophyll a,2012,46.9,6
SE615375-137087,Nitrate,2012,0.218,4
SE662709-160136,Ammonium,2012,0.008994,5
PLGW2000153_002,Nitrite,2012,0.01,1
SKP002357,Nitrite,2012,0.01,3
ES100ESPF110021000,Total organic carbon (TOC),2012,2.68,10
IT13R1301VB2TER,Nitrate,2012,9.800408,4
ES010ESPFMS111FQ,Nitrate,2012,3.13046,7
FRBSS001PJNW,Ammonium,2012,0.05,9
RO035225545952,Nitrate,2012,0.425,2
FRBSS000JBHY,Nitrite,2012,0.01,3
IT05193,Total phosphorus,2012,0.268,4
IEMRRS36A021400,Ammonium,2012,0.035449,17
PLGW200015_003,Nitrite,2012,0.02,1
ES060ESPFMA101,Phosphate,2012,1.00777,3
IEMRRS01M010100,Phosphate,2012,0.007913,23
ITG20_17PZ024,Ammonium,2012,0.15,2
PLGW6000142_006,Ammonium,2012,0.12,1
ITG20_11PT014,Nitrate,2012,64.8,2
FRGR04029625,Nitrate,2012,1.396298,12
FRFR05148000,Nitrate,2012,1.005442,12
IT0808000800,Total phosphorus,2012,0.15,12
FRAR01140500,BOD5,2012,2.26667,12
FRBSS002CQYD,Nitrate,2012,1.0,7
ITG20_P34,Nitrate,2012,55.566667,3
RO125196654571,Ammonium,2012,0.041,2
SKS726593,Nitrite,2012,0.01,4
IT02VRR015,Total phosphorus,2012,0.0112,3
FRDR06066000,Nitrate,2012,0.790356,6
LVV0270200,Total phosphorus,2012,0.046333,3
CZVO0054,Nitrite,2012,0.005,1
FRDR06150500,Dissolved organic carbon (DOC),2012,0.483333,6
NL05_02_302,Total phosphorus,2012,0.031667,6
DEGM_DENI_9700294,Nitrite,2012,0.0328,2
IESH_G_0225_2600_0007,Total phosphorus,2012,0.028,4
PLGW60007_006,Total organic carbon (TOC),2012,1.0,1
FRHR03013660,Ammonium,2012,0.077023,11
IT0100213100003,Nitrate,2012,1.0,2
CZVP7225,Ammonium,2012,0.32,2
IT0801120100,Phosphate,2012,0.005455,11
FRDR06143950,Nitrate,2012,0.33496,6
IT0100201110001,Nitrite,2012,0.01,2
PL01S1101_1521,BOD5,2012,3.25,12
DESM_BWU44,Nitrate,2012,3.957855,26
RO035269245909,Nitrite,2012,0.36,1
IT05498,Total phosphorus,2012,0.015,2
LVL1210100,Nitrite,2012,0.018667,3
BERW_04800,BOD5,2012,2.0,11
DESM_DEST_2110020_A,Ammonium,2012,0.043609,11
FRBSS001SVSS,Ammonium,2012,0.0925,2
EL0415R000200009H150,Phosphate,2012,0.282814,2
DEGM_35396735,Nitrate,2012,0.44,1
IT08RA67-01,Nitrite,2012,0.03,2
HR10017,Total organic carbon (TOC),2012,3.158,10
FISW_757,Phosphate,2012,0.0015,4
PL01S1301_1677,Total phosphorus,2012,0.1375,12
IT08MO68-01,Ammonium,2012,0.02,2
BG2G000000QMP008,Ammonium,2012,0.4385,4
ES100ESPF060001000,Total organic carbon (TOC),2012,2.4,4
LVE1870100,Total phosphorus,2012,0.025,3
LTR192,Nitrate,2012,2.4011,12
PLGW600079_004,Total organic carbon (TOC),2012,1.0,1
DEGM_DEBY_1131593100020,Nitrite,2012,0.02,2
SKIDK233,Nitrite,2012,0.027675,12
IT0100406700002,Ammonium,2012,0.04,2
FRFR05114000,Nitrate,2012,4.234046,12
PT365T470,Ammonium,2012,0.13,1
BEVL_VMM_253000,Phosphate,2012,0.0198,12
FRBSS001VEAV,Nitrate,2012,2.2,1
FRCR02005700,Dissolved organic carbon (DOC),2012,1.65,12
RO144884055760,Ammonium,2012,0.086,1
SE700773-157350,Total phosphorus,2012,0.007,12
PLGW2000148_002,Nitrite,2012,0.01,1
FRBSS000MMXR,Nitrate,2012,0.5125,8
ES070ESPFETL1,Chlorophyll a,2012,1.205,40
FRFR05232350,Nitrate,2012,6.623935,6
PLGW600061_007,Total organic carbon (TOC),2012,1.4,1
CZVP0901,Ammonium,2012,0.05,2
ATPG30600022,Nitrite,2012,0.005,1
RSRW00003,Total organic carbon (TOC),2012,3.89091,11
PL01S1102_0647,Phosphate,2012,0.004725,4
EESJA2366000,Ammonium,2012,0.01,4
FRFR05011600,Phosphate,2012,0.047316,6
NL36_OWM_016M,Phosphate,2012,0.064583,12
BG1RL00001MS020,Phosphate,2012,0.154,11
NL05_10_002,Secchi depth,2012,0.6875,12
ES080ESPFES080-JU038,Total organic carbon (TOC),2012,10.0,1
IEMRRS12C030200,BOD5,2012,0.62,5
FRDR06018200,BOD5,2012,0.7,6
RSGW00013,Total organic carbon (TOC),2012,3.3,1
PLGW200044_002,Ammonium,2012,0.64,1
IT05496,Ammonium,2012,0.314804,2
BEVL_VMM_221000,Ammonium,2012,0.762226,11
FISW_719,Nitrate,2012,0.0052,3
IT05195,Nitrate,2012,2.775115,4
IT0100205910001,Nitrite,2012,0.01,2
PLGW200064_002,Total organic carbon (TOC),2012,1.0,1
FRBSS001TMNT,Nitrate,2012,4.691667,12
CZVP1936,Nitrite,2012,0.005,2
IT0801221260,Ammonium,2012,0.451386,12
ATSE60301000,Phosphate,2012,0.003107,4
FRBSS001KSGE,Ammonium,2012,0.05,4
IT01001197,Nitrate,2012,2.263734,11
LVD4060100,Ammonium,2012,0.069956,4
CZPOD_1144,Ammonium,2012,0.195003,24
FRBSS000HSWW,Nitrate,2012,41.04,10
CYR9-2-3-85,Nitrate,2012,1.151628,9
FRGR04016840,Ammonium,2012,0.036391,11
CZPP0744,Nitrite,2012,0.005,2
FRGR04127000,BOD5,2012,3.08333,12
ES060ESPFMA041,Total organic carbon (TOC),2012,6.175,2
DEGM_DERP_2714215300,Nitrite,2012,0.035,2
ATPG32100342,Ammonium,2012,0.016,1
ITG20_17PZ037,Nitrate,2012,65.0,2
NL36_OWM_017M,Nitrate,2012,0.086188,13
DEGM_39320023,Ammonium,2012,0.46,1
NL15_OW062-008,Chlorophyll a,2012,6.0,2
ITG20_37PM003,Nitrate,2012,20.0,2
BEVL_VMM_768000,Nitrate,2012,5.000208,12
FRHR03144945,BOD5,2012,0.831818,11
FRHR03076000,Ammonium,2012,0.137087,11
RSGW00045,Nitrate,2012,0.5,1
CZPP0056,Ammonium,2012,0.05,2
FRBSS000XMVZ,Nitrite,2012,0.02,3
PL01S1601_1874,BOD5,2012,2.11667,6
EL0129R000217051A150,Phosphate,2012,0.90415,2
FRHR03024245,Ammonium,2012,0.026145,11
FRFR05120000,Total phosphorus,2012,0.066667,12
DEGM_DETH_5437000083,Nitrate,2012,2.21,1
CZPOH_1037,Total organic carbon (TOC),2012,4.75,24
FRBSS001WCXD,Ammonium,2012,0.01,4
IESE_G_0153_1600_0010,Total phosphorus,2012,0.007,3
SKP229199,Nitrate,2012,1.96,1
IT05606,Nitrite,2012,0.0085,4
PLGW200067_012,Ammonium,2012,0.05,1
LVL1430100,Total phosphorus,2012,0.066333,3
BG1YN00079MS200,BOD5,2012,1.775,4
NO021-41609,Total organic carbon (TOC),2012,2.5,1
ATPG90300012,Nitrate,2012,18.69,1
RO125202254964,Nitrite,2012,0.02625,2
RO100100,Total phosphorus,2012,0.02925,4
CHRW-2149,Phosphate,2012,0.0375,12
FRFR05233000,Phosphate,2012,0.018472,12
SE711900-175034,Ammonium,2012,0.022986,12
FRBSS001RQXX,Nitrate,2012,0.5,1
ATPG10003042,Nitrate,2012,18.93,1
ATPG41808012,Nitrate,2012,12.0,1
CZPP0580,Ammonium,2012,0.05,2
ES100ESPF100065000,Phosphate,2012,0.074996,9
DEGM_BB_38413470,Nitrate,2012,32.5,2
HR40420,Nitrate,2012,0.196308,6
ITG-0066-CF001800-ST01,Ammonium,2012,0.014991,3
IT0109601500001,Nitrite,2012,0.01,2
PLGW200087_002,Nitrate,2012,100.0,1
ITG20_23SO002,Nitrate,2012,38.4,2
FRGR04009350,BOD5,2012,1.03333,12
PL07S0801_0071,Total phosphorus,2012,0.0495,12
IEMRRS26S021600,Nitrate,2012,0.283595,12
ATPG32300092,Nitrite,2012,0.77,1
LTGWM367_13235,Nitrate,2012,0.05,1
FRBSS001NUKX,Ammonium,2012,0.05,5
DESM_SH_129128,Dissolved organic carbon (DOC),2012,5.7,1
PL01S1501_1771,Total phosphorus,2012,0.39175,8
PLGW6000142_003,Ammonium,2012,1.59,1
LTGWM125_16,Ammonium,2012,1.76,1
FRGR04033090,Ammonium,2012,0.170681,12
PLGW200047_003,Nitrite,2012,3.77,1
FRDR06710039,Ammonium,2012,0.019432,6
BEBR_IBGE_ZEN025,Phosphate,2012,0.2432,12
DEGM_DEBW_600-220-3,Nitrite,2012,0.01,4
SIV2199,BOD5,2012,0.930769,26
SE708619-162132,Secchi depth,2012,1.89,5
ES100ESPF110022000,Phosphate,2012,0.146254,1
IT01014025,Nitrate,2012,1.277833,9
CZPLA_8,Ammonium,2012,0.057503,24
ES020ESPF004300033,Ammonium,2012,0.758935,4
ES040ESPF000400091,Phosphate,2012,0.016307,2
PLGW2000101_010,Ammonium,2012,0.05,1
IT08FC19-01,Nitrate,2012,1.25,2
IT0801201700,BOD5,2012,11.5,4
ITAMS63SD0611,Ammonium,2012,0.024984,4
EL0902L000000005N500,Nitrate,2012,0.180007,1
FRGR04146500,Dissolved organic carbon (DOC),2012,7.798333,12
FRDR06710030,Total phosphorus,2012,0.02,6
EL0626R000200002N600,Nitrite,2012,0.097585,1
FISW_486,Ammonium,2012,0.001999,1
NL13_ROP30614,Ammonium,2012,1.12637,12
RO125209154574,Nitrite,2012,0.019,2
IT08PC43-00,Nitrite,2012,0.03,2
ATPG91100132,Ammonium,2012,0.082,1
FRBSS000FNPN,Ammonium,2012,0.033333,3
PLGW2000116_005,Nitrate,2012,2.42,1
IT01043010,Ammonium,2012,0.21098,9
ATPG30800772,Ammonium,2012,0.01,1
ITAMS51SG0010,Nitrate,2012,0.576724,12
BG1G000K1HBMP307,Nitrite,2012,0.03125,4
IT0819000030,Ammonium,2012,0.029981,4
LTR612,Total phosphorus,2012,0.071917,12
DESM_DENI_59872220,Nitrate,2012,2.900121,12
FRBSS001SEGN,Nitrate,2012,1.3,4
PLGW2000102_001,Nitrite,2012,0.01,1
ES100ESPF060001000,Nitrite,2012,0.100473,4
FRBSS001EBJH,Ammonium,2012,0.14,2
FRFLS4265013,Phosphate,2012,0.001632,3
ITAMS22G20380,Nitrite,2012,0.01,2
PLGW2000112_005,Total organic carbon (TOC),2012,1.0,1
FRDR06830079,Ammonium,2012,0.123719,6
NL36_OWM_016M,Ammonium,2012,0.554779,12
BG3G0000AQHMP033,Nitrate,2012,23.5,4
SKS725493,Ammonium,2012,0.06,2
FRBSS002PLTL,Nitrate,2012,0.5,2
IT0806002700,Phosphate,2012,1.105,4
FRGR04211000,Total phosphorus,2012,0.181833,12
PLGW200049_010,Total organic carbon (TOC),2012,4.0,1
DESM_DEMV_140010,Secchi depth,2012,0.2,2
IT12CA005_S006,Nitrate,2012,1.465,2
FRFR05192315,Total phosphorus,2012,0.012667,6
FRHR03129020,Total phosphorus,2012,0.088182,11
DESM_DENI_93912880,Phosphate,2012,0.069167,12
FRDR06115090,Total phosphorus,2012,0.011667,6
DESM_BWU03,BOD5,2012,1.53846,13
FRDR06166990,Ammonium,2012,0.019432,6
PLGW2000101_004,Nitrite,2012,0.03,1
ATPG70332042,Nitrate,2012,11.51,1
PL02S0101_0471,BOD5,2012,10.1092,12
FRDR06710029,Phosphate,2012,0.006798,6
NL05_20_038,Secchi depth,2012,0.4,21
FRFR05183900,Nitrate,2012,0.378242,12
IT08MO69-00,Nitrate,2012,20.5,2
FRBSS000ZWUM,Nitrate,2012,1.0,4
DEGM_DEBY_4110603000004,Phosphate,2012,0.06,1
CZVP8228,Nitrate,2012,55.2,2
SIV8600,Total organic carbon (TOC),2012,1.725,4
PL01S0201_0858,BOD5,2012,2.9675,12
IT0100402910001,Nitrate,2012,18.55,2
FRB1R02115950,Total phosphorus,2012,0.034167,12
DESM_DENI_48822869,Total organic carbon (TOC),2012,2.56364,11
IT0100201700001,Nitrate,2012,1.0,2
RO40100,Chlorophyll a,2012,1.628,2
FRBSS002JXTW,Nitrate,2012,5.015,2
NL93_GENMDN,Chlorophyll a,2012,4.058462,13
CZVP8219,Nitrate,2012,15.3,2
FRHLF31-4443,Ammonium,2012,0.03248,4
EESJA2726000,Nitrite,2012,0.011,1
PL01S0602_0350,Chlorophyll a,2012,48.65,8
FRALE1745013,Dissolved organic carbon (DOC),2012,6.4375,4
PLGW60003_001,Nitrite,2012,0.03,1
DESM_DESN_OBF17700,Nitrate,2012,2.194531,18
FRBSS001DSKJ,Nitrite,2012,0.02,4
FRGR04064000,Total phosphorus,2012,0.0875,12
ITBMS32SG0023,Phosphate,2012,0.02,12
FRDR06115080,Ammonium,2012,0.019432,5
IT0805001400,Nitrate,2012,2.750114,4
FRGR04043200,Ammonium,2012,0.037098,11
PLGW200049_009,Nitrate,2012,0.07,1
FRBSS002LKPH,Nitrate,2012,5.636,5
FRER06218000,Dissolved organic carbon (DOC),2012,2.116667,6
NL13_ROP13409,Ammonium,2012,0.190099,18
ATPG31800032,Ammonium,2012,0.01,1
ITAMS74SD0710,BOD5,2012,1.0,4
DESM_DEBY_11801,Total organic carbon (TOC),2012,5.83704,27
SKS602292,Nitrite,2012,0.02,1
CZVB9602,Ammonium,2012,5.15,2
BG3G00000PGMP061,Ammonium,2012,0.36775,4
BG3G000000NMP057,Nitrate,2012,22.75,4
ATPG41021022,Nitrate,2012,9.43,1
PL02S0601_0926,BOD5,2012,2.93333,9
FRBSS001UDUZ,Nitrate,2012,17.5,2
FRBSS001MDPT,Ammonium,2012,0.05,1
ATPG30801102,Ammonium,2012,0.015,1
ES100ESPF224002000,Nitrite,2012,0.108084,4
PLGW2000135_004,Total organic carbon (TOC),2012,1.0,1
NL05_10_023,Secchi depth,2012,0.6,12
ES070ESPFLPEN,Total phosphorus,2012,0.209143,14
LTR265,Total phosphorus,2012,0.07525,12
FISW_144,Chlorophyll a,2012,15.5,2
ATPG60106042,Ammonium,2012,0.01,1
IT0100113010002,Nitrate,2012,14.8,2
FRDR06109100,Phosphate,2012,0.010877,6
FRBSS001UUSF,Ammonium,2012,0.05,1
IT05GW117,Ammonium,2012,0.04,2
PL01S0201_0810,Total organic carbon (TOC),2012,5.195,6
ES080ESPFES080-JU070,Phosphate,2012,0.063597,2
FRBSS001QVKQ,Nitrite,2012,0.01,2
ITG-0003-CF000102-ST01,Total phosphorus,2012,0.5268,5
ES020ESPF004300042,Ammonium,2012,0.694061,5
FRDR06137000,Nitrate,2012,2.269444,6
DESM_DESN_OBF32300,BOD5,2012,2.4,12
ITG-0227-CF003000-ST01,Phosphate,2012,0.025,1
LVE0450100,Secchi depth,2012,1.13333,3
PLGW200013_013,Total organic carbon (TOC),2012,1.0,1
ITAMS13SG0007,BOD5,2012,1.3167,12
FRBSS000ZYWS,Nitrate,2012,70.375,8
SE698918-158665,Secchi depth,2012,1.98,3
CYR9-2-3-85,BOD5,2012,1.78889,9
IT0552,BOD5,2012,0.875,4
PLGW200065_006,Nitrate,2012,0.07,1
ATPG60113552,Nitrite,2012,0.01,1
ITG20_23SO007,Nitrite,2012,0.06,2
FRBSS000ZZAK,Nitrite,2012,0.02,4
CZPLA_343,Nitrate,2012,3.474988,12
PLGW200055_011,Ammonium,2012,0.29,1
IT0100124300001,Ammonium,2012,0.04,2
FRFR05192100,Nitrate,2012,0.807292,6
NO084-38551,Phosphate,2012,0.0033,4
CY1997-033,Ammonium,2012,0.019,2
PLGW600082_001,Total organic carbon (TOC),2012,1.0,1
IT08PR72-00,Nitrate,2012,35.35,2
FRCLA9077313,Dissolved organic carbon (DOC),2012,11.75,4
RSRW00009,Chlorophyll a,2012,6.06667,3
FRHR03006590,Nitrate,2012,3.633581,11
IT0100306900005,Ammonium,2012,0.04,2
FRGR04078100,Dissolved organic carbon (DOC),2012,4.45,12
CZVB0360,Nitrite,2012,0.005,2
ATPG10002982,Nitrite,2012,0.014,1
PT28L02,Ammonium,2012,0.031037,6
ATPG41217012,Nitrate,2012,9.25,1
CZVP0820,Ammonium,2012,0.05,2
PLGW200050_009,Nitrite,2012,0.02,1
RO035176345618,Ammonium,2012,0.0405,2
FRFR05097750,BOD5,2012,1.16667,6
ATSE20401000,Nitrate,2012,0.362977,4
CZVB0014,Nitrite,2012,0.006,2
FRHR03029530,Ammonium,2012,0.014769,11
ES100ESPF200029000,Nitrate,2012,0.777128,5
FRBSS001HVVG,Nitrate,2012,35.55,8
FRCR02060750,BOD5,2012,1.35,13
PLGW200084_001,Nitrite,2012,0.01,1
FRDR06474920,Total phosphorus,2012,0.121667,6
BERWM041_4153001,Total organic carbon (TOC),2012,0.3,1
FRDR06163900,Dissolved organic carbon (DOC),2012,2.18,5
FRB1R02115685,BOD5,2012,1.01667,12
FRCR02061500,Ammonium,2012,0.027803,13
ITG-0074-CF000103-ST01,Ammonium,2012,0.014991,2
FRBSS002MQKU,Nitrite,2012,0.02,2
FRBSS001QACB,Nitrite,2012,0.02,2
ES100ESPF080006000,Nitrite,2012,0.012178,1
PT18E01,Total phosphorus,2012,1.110125,16
ES010ESPFMS010FQ,Nitrate,2012,0.990236,12
FRBSS002LQJE,Nitrite,2012,0.01,1
FRHR03212090,Phosphate,2012,0.051143,11
IT08PC97-00,Nitrate,2012,2.5,2
PLGW600062_002,Ammonium,2012,0.31,1
PL02S1301_1153,BOD5,2012,5.84167,12
FRAR01029000,Phosphate,2012,0.224342,12
PL02S1301_1130,Total phosphorus,2012,0.175583,12
CZVP1614,Nitrate,2012,46.05,2
FRBSS002LKWB,Nitrate,2012,8.5,4
FRBSS001QULM,Nitrite,2012,0.01,4
ESCHC2072,Nitrate,2012,0.873139,8
RSRW00012,Total organic carbon (TOC),2012,3.85455,11
BG1YN00621MS170,Phosphate,2012,0.065,4
IT08FE15-00,Nitrite,2012,0.03,2
FRDR06117450,Dissolved organic carbon (DOC),2012,1.583333,6
ES020ESPF004300020,Nitrate,2012,0.144582,1
IT0801160200,Phosphate,2012,0.356667,3
PLGW600099_004,Total organic carbon (TOC),2012,1.0,1
FRGR04003355,Nitrate,2012,0.986063,12
ATSE20601000,Total organic carbon (TOC),2012,2.91338,3
BG2KA04741MS021,Phosphate,2012,0.038,4
DEGM_DEBY_4120602400057,Ammonium,2012,0.02,2
CZVB9806,Ammonium,2012,2.005,2
ITG20_17PT017,Nitrate,2012,26.5,2
PLGW200073_002,Nitrate,2012,1.67,1
LVE1770100,Total phosphorus,2012,0.050667,3
FRGR04030000,Dissolved organic carbon (DOC),2012,3.075,12
DESM_BWU51,Nitrite,2012,0.018808,26
PL08S0302_0025,Ammonium,2012,0.089944,4
PT26G04,BOD5,2012,3.0,11
PT426T291,Ammonium,2012,0.13,1
LVG3060100,Total phosphorus,2012,0.091333,3
IEMRRS32B010200,Ammonium,2012,0.029981,12
FRBSS000ANMZ,Nitrate,2012,13.666667,3
ES020ESPF004300193,Nitrate,2012,0.225909,3
IT0802000300,Ammonium,2012,0.07995,4
ATPG80401152,Nitrite,2012,0.003,1
CZPMO_1169,Nitrate,2012,3.757486,24
DESM_DESL189,Dissolved organic carbon (DOC),2012,4.76154,13
DESM_DENI_59942126,Nitrate,2012,1.466731,12
CZVP7013,Ammonium,2012,0.645,2
FRFR05109000,Ammonium,2012,0.054734,12
ES100ESPF050003000,Total organic carbon (TOC),2012,3.56667,12
PL01S0801_1343,BOD5,2012,2.325,12
CHRW-1010,Ammonium,2012,0.096084,12
ITG20_17PT066,Nitrate,2012,35.1,2
IT13R1310RL3,BOD5,2012,4.33333,4
ITG20_17PZ020,Nitrite,2012,0.06,2
FRFR05192100,Phosphate,2012,0.010877,6
FRBSS001CLTV,Nitrate,2012,30.957143,14
FISW_594,Phosphate,2012,0.01,1
IT0100310800002,Ammonium,2012,0.04,2
ITI027TG1,BOD5,2012,1.0,1
FRALE1745013,Total phosphorus,2012,0.17,4
IT05105,BOD5,2012,1.25,4
FRDR06142687,Phosphate,2012,0.030456,6
ATFW30900217,Phosphate,2012,0.0291,10
FRBSS001JKNG,Nitrate,2012,18.5,8
PL01S1101_1567,BOD5,2012,1.98333,6
IT0801000200,Nitrate,2012,1.754623,11
SIP58120,Nitrite,2012,0.004,2
FRFR05151150,BOD5,2012,0.6625,12
DEGM_DESN_52406001,Nitrate,2012,43.0,1
PLGW700020_008,Ammonium,2012,1.14,1
FRFR05047600,Ammonium,2012,0.034978,6
FRDR06142450,Nitrate,2012,0.214525,6
BG3MA00811MS1070,Total phosphorus,2012,0.072,4
DEGM_DERP_2626100000,Phosphate,2012,0.01,2
RO144912055980,Nitrate,2012,29.128,1
PL02S0101_0500,Total organic carbon (TOC),2012,20.425,12
FRBSS002JJWW,Ammonium,2012,0.05,4
ES020ESPF004300221,Ammonium,2012,0.033342,6
IT11R110301AL,Total phosphorus,2012,0.09,6
IT02DBL150,Phosphate,2012,0.0405,12
PLGW200090_003,Nitrite,2012,0.01,1
PLGW200065_007,Total organic carbon (TOC),2012,1.0,1
NL13_ROP16911,Ammonium,2012,0.442272,12
ES100ESPF200008000,Total organic carbon (TOC),2012,1.0,1
FRFR05202000,Total phosphorus,2012,0.010833,6
BEVL_VMM_72000,Phosphate,2012,0.2112,12
IEMRRS25T030400,Nitrite,2012,0.023542,24
IT13N010IM11,Nitrate,2012,0.800033,4
EL0902L000000012H500,Nitrate,2012,0.280012,1
FRGR04042100,Nitrate,2012,2.275095,12
FRFR05151150,Total phosphorus,2012,0.01,12
ATFW61300337,BOD5,2012,1.9125,8
FRGR04092000,BOD5,2012,0.995833,12
FRBSS001RHWB,Nitrate,2012,6.961538,13
DEGM_DEBY_4120662900011,Ammonium,2012,0.03,2
CZVP7218,Nitrite,2012,0.005,2
DEGM_DETH_4929210697,Ammonium,2012,0.152,1
ES080ESPFES080-JU038,BOD5,2012,2.0,1
FISW_743,Phosphate,2012,0.004,12
FRHR03112480,BOD5,2012,1.39545,22
DESM_DEBE_430,Ammonium,2012,0.22486,12
IT08FC58-00,Nitrite,2012,0.03,2
ITAMS12SD0112,Ammonium,2012,0.012492,4
PLGW600060_003,Ammonium,2012,0.05,1
ATFW71500967,Total organic carbon (TOC),2012,2.73083,12
IT05GW15,Ammonium,2012,3.635,2
FRDR06200700,Dissolved organic carbon (DOC),2012,2.35,4
FRFR05117000,Total phosphorus,2012,0.05625,12
CZVO0074,Ammonium,2012,0.74,2
IEWE_G_0019_2200_0001,Total phosphorus,2012,0.016,4
FRBSS002GNBR,Nitrite,2012,0.02,2
PL02S0101_0571,BOD5,2012,2.04167,12
FRCR02096750,Ammonium,2012,0.04016,12
FRBSS001NNJD,Ammonium,2012,0.05,2
