monitoringSiteIdentifier,eeaIndicator,phenomenonTimeReferenceYear,resultMeanValue,resultNumberOfSamples
CZPP0049,Nitrate,2010,15.55,2
IT05479,Nitrite,2010,0.098301,30
SKS000321,Nitrite,2010,0.005,2
FRFR05090000,Nitrate,2010,2.328917,6
FRHR03175000,Nitrate,2010,5.76771,12
IT0596,Nitrite,2010,0.0525,4
FRBSS001CQJZ,Nitrate,2010,34.15,20
DEGM_DENI_100000670,Nitrite,2010,0.07,2
ES020ESPF004300037,Total phosphorus,2010,0.0083,3
ES050ESPF30203,Phosphate,2010,0.0633,3
FRBSS000XWRQ,Nitrate,2010,35.5,4
FRBSS000TEDG,Ammonium,2010,0.05,4
PLGW600079_002,Ammonium,2010,0.15,1
ES020ESPF004300162,Phosphate,2010,0.0946,2
CZVP7026,Nitrite,2010,0.005,2
FRDR06175600,Ammonium,2010,0.023967,6
FRAR01104000,Dissolved organic carbon (DOC),2010,3.789,10
FRGR04128490,BOD5,2010,1.50833,12
IT16PN001094,Ammonium,2010,0.03,1
FRBSS001PWAR,Ammonium,2010,0.05,4
FRBSS002EQQM,Nitrate,2010,1.75,4
ITF15AL5,Ammonium,2010,0.009994,7
ES030ESPFTA68408001,Ammonium,2010,0.137315,4
FRCR02081000,Total phosphorus,2010,0.361667,12
BERWM023_5917005,Total organic carbon (TOC),2010,0.7,2
ATSE20201000,Ammonium,2010,0.014862,3
FRHR03023000,BOD5,2010,1.4,12
ESCHC2395,Nitrite,2010,0.0013,3
IT05112,Nitrate,2010,3.825159,4
PT07H04,Total phosphorus,2010,0.025,10
FRGR04196449,Ammonium,2010,0.036598,12
ES080ESPFES080-JU025,Total phosphorus,2010,0.0268,4
FRDR06143650,Dissolved organic carbon (DOC),2010,0.36,5
FRFR05218700,Total phosphorus,2010,0.01,6
CZVB9803,Ammonium,2010,0.0535,2
FRBSS002MQKV,Nitrate,2010,31.9,2
ES091R0461,Nitrate,2010,1.524863,2
IT05363,Secchi depth,2010,5.2667,3
SE615375-137087,Nitrate,2010,0.457,4
SE662709-160136,Ammonium,2010,0.013991,6
SKP002357,Nitrite,2010,0.005,4
ES100ESPF110021000,Total organic carbon (TOC),2010,3.3,8
ES010ESPFMS111FQ,Nitrate,2010,3.727455,2
FRBSS001PJNW,Ammonium,2010,0.03,2
RSLW00067,Phosphate,2010,0.00533,3
FRBSS000JBHY,Nitrite,2010,0.02,4
ES040ESPF000400426,Phosphate,2010,0.0027,1
IT05193,Total phosphorus,2010,0.075,4
ES100ESPF200024010,Ammonium,2010,0.025884,10
IEMRRS36A021400,Ammonium,2010,0.063648,16
IT11I0286TR,Total phosphorus,2010,0.15,13
ES060ESPFMA101,Phosphate,2010,0.0113,2
IEMRRS01M010100,Phosphate,2010,0.010833,12
ES050ESPF20611,Phosphate,2010,0.0447,2
FRGR04029625,Nitrate,2010,1.599527,12
FRAR01140500,BOD5,2010,2.585,10
FRFR05148000,Nitrate,2010,0.731643,6
FRBSS002CQYD,Nitrate,2010,1.0,5
SKS726593,Nitrite,2010,0.005,4
IT02VRR015,Total phosphorus,2010,0.007567,3
FRDR06066000,Nitrate,2010,0.771537,6
LVV0270200,Total phosphorus,2010,0.056,4
PL02S0502_2182,Chlorophyll a,2010,18.4,4
CZVO0054,Nitrite,2010,0.005,2
FRDR06150500,Dissolved organic carbon (DOC),2010,0.533333,6
IT12F415,Phosphate,2010,0.235833,12
DEGM_DENI_9700294,Nitrite,2010,0.07,2
IESH_G_0225_2600_0007,Total phosphorus,2010,0.021,3
FRHR03013660,Ammonium,2010,0.109145,12
IT0100213100003,Nitrate,2010,1.0,2
CZVP7225,Ammonium,2010,0.33,2
FRDR06143950,Nitrate,2010,0.327433,6
IT0100201110001,Nitrite,2010,0.01,2
PL01S1101_1521,BOD5,2010,3.575,8
DESM_BWU44,Nitrate,2010,4.311719,26
FRFR05225300,Total phosphorus,2010,0.021,6
IT05498,Total phosphorus,2010,0.1,2
BERW_04800,BOD5,2010,2.0,13
DESM_DEST_2110020_A,Ammonium,2010,0.061111,12
FRBSS001SVSS,Ammonium,2010,0.05,2
DEGM_35396735,Nitrate,2010,0.44,1
HR10017,Total organic carbon (TOC),2010,2.864,12
BG2G000000QMP008,Ammonium,2010,0.105225,4
IT06PN045,Nitrate,2010,8.607028,3
ES100ESPF060001000,Total organic carbon (TOC),2010,3.1429,7
LTR192,Nitrate,2010,2.629529,12
DEGM_DEBY_1131593100020,Nitrite,2010,0.02,1
SKIDK233,Nitrite,2010,0.042367,12
IT0100406700002,Ammonium,2010,0.04,2
FRFR05114000,Nitrate,2010,3.199053,6
PT365T470,Ammonium,2010,0.05,1
BEVL_VMM_253000,Phosphate,2010,0.0348,23
FRBSS001VEAV,Nitrate,2010,2.1,1
FRCR02005700,Dissolved organic carbon (DOC),2010,1.816667,12
RSLW00031,Phosphate,2010,0.07567,3
IT06UD068,Nitrite,2010,0.01595,3
IT06PN082,Nitrite,2010,0.015,1
SE700773-157350,Total phosphorus,2010,0.007,12
FRBSS000MMXR,Nitrate,2010,1.90625,8
ES070ESPFETL1,Chlorophyll a,2010,2.04,2
FRFR05232350,Nitrate,2010,6.48092,6
CZVP0901,Ammonium,2010,0.05,2
ES030ESPFTA68208002,BOD5,2010,0.3333,4
RSRW00003,Total organic carbon (TOC),2010,3.15,2
PL08S0301_0139,Nitrate,2010,1.745073,4
DESM_BB_NE_0040,Total organic carbon (TOC),2010,7.3,10
FRFR05011600,Phosphate,2010,0.047316,8
BG1RL00001MS020,Phosphate,2010,0.3864,11
IEMRRS12C030200,BOD5,2010,0.6,2
FRDR06018200,BOD5,2010,1.13333,6
IT06PN080,Nitrate,2010,3.990166,1
RSGW00013,Total organic carbon (TOC),2010,7.62,1
PLGW200044_002,Ammonium,2010,0.64,1
IT05496,Ammonium,2010,0.012492,2
BEVL_VMM_221000,Ammonium,2010,0.973395,10
IT05195,Nitrate,2010,7.125296,4
FISW_719,Nitrate,2010,0.1718,4
IT0100205910001,Nitrite,2010,0.01,2
FRBSS001TMNT,Nitrate,2010,5.35,4
CZVP1936,Nitrite,2010,0.005,2
ATSE60301000,Phosphate,2010,0.00228,4
FRBSS001KSGE,Ammonium,2010,0.15,3
IT01001197,Nitrate,2010,3.36014,5
LVD4060100,Ammonium,2010,0.066958,6
CZPOD_1144,Ammonium,2010,0.184163,24
FRBSS000HSWW,Nitrate,2010,37.483333,6
CYR9-2-3-85,Nitrate,2010,2.030294,7
FRGR04016840,Ammonium,2010,0.064127,12
CZPP0744,Nitrite,2010,0.005,2
FRGR04127000,BOD5,2010,2.125,12
ES060ESPFMA041,Total organic carbon (TOC),2010,3.0667,3
DEGM_DERP_2714215300,Nitrite,2010,0.0125,2
ATPG32100342,Ammonium,2010,0.1795,1
ES050ESPF41413,Total phosphorus,2010,0.38,1
NL15_OW062-008,Chlorophyll a,2010,11.2,5
ES030ESPFTA56301003,Phosphate,2010,0.0097,4
BEVL_VMM_768000,Nitrate,2010,4.708496,12
FRHR03144945,BOD5,2010,1.37273,11
FRHR03076000,Ammonium,2010,0.157402,12
RSGW00045,Nitrate,2010,3.97,1
IT09S1233,BOD5,2010,5.0,1
CZPP0056,Ammonium,2010,0.05,2
FRBSS000XMVZ,Nitrite,2010,0.01,4
ES063ESPFAA0000709,Nitrite,2010,0.0486,4
FRHR03024245,Ammonium,2010,0.029796,12
FRFR05120000,Total phosphorus,2010,0.048333,6
DEGM_DETH_5437000083,Nitrate,2010,0.443,1
CZPOH_1037,Total organic carbon (TOC),2010,4.05833,24
ES050ESPF10502,Nitrate,2010,2.981424,3
ES050ESPF40202,Nitrate,2010,3.148031,2
FRBSS001WCXD,Ammonium,2010,0.03,4
IESE_G_0153_1600_0010,Total phosphorus,2010,0.007,3
SKP229199,Nitrate,2010,1.16,1
RSLW00026,Secchi depth,2010,2.1,1
IT05606,Nitrite,2010,0.01,3
BG1YN00079MS200,BOD5,2010,2.0,1
NO021-41609,Total organic carbon (TOC),2010,3.3,1
ATPG90300012,Nitrate,2010,20.65,1
RO100100,Total phosphorus,2010,0.0157,5
FRFR05233000,Phosphate,2010,0.02641,6
SE711900-175034,Ammonium,2010,0.024984,12
FRBSS001RQXX,Nitrate,2010,0.5,2
ATPG10003042,Nitrate,2010,11.125,1
ES030ESPFTA48405006,Ammonium,2010,0.017189,12
ATPG41808012,Nitrate,2010,13.5,1
FISW_37,Chlorophyll a,2010,0.5,1
CZPP0580,Ammonium,2010,0.05,2
ES100ESPF100065000,Phosphate,2010,0.0097,9
DEGM_BB_38413470,Nitrate,2010,20.5,2
ES070ESPFMUN2,Total phosphorus,2010,0.03,2
FRGR04009350,BOD5,2010,0.9625,12
IEMRRS26S021600,Nitrate,2010,0.303922,11
ATPG32300092,Nitrite,2010,0.01,1
FRBSS001NUKX,Ammonium,2010,0.03,2
IT03PO020066NU0004,Nitrate,2010,2.2,2
ITBMS34LN1014,Total phosphorus,2010,0.018588,120
ES030ESPFTA60502004,Phosphate,2010,0.0196,6
IT06UD007,Nitrite,2010,0.003933,3
FRGR04033090,Ammonium,2010,0.17813,12
PLGW200047_003,Nitrite,2010,0.15,1
FRDR06710039,Ammonium,2010,0.019432,6
BEBR_IBGE_ZEN025,Phosphate,2010,0.3727,11
DEGM_DEBW_600-220-3,Nitrite,2010,0.01,3
SIV2199,BOD5,2010,0.946154,26
SE708619-162132,Secchi depth,2010,2.4,6
ES100ESPF110022000,Phosphate,2010,0.4251,4
IT01014025,Nitrate,2010,1.558365,12
CZPLA_8,Ammonium,2010,0.08667,24
ES030ESPFTA46104001,Phosphate,2010,0.0033,4
ES020ESPF004300033,Ammonium,2010,3.243083,9
ES040ESPF000400091,Phosphate,2010,0.0027,2
CYD9-2-5-20,Total phosphorus,2010,0.218,5
FRGR04146500,Dissolved organic carbon (DOC),2010,6.778333,12
FRDR06710030,Total phosphorus,2010,0.02,6
ES064ESPFAA0000781,Total phosphorus,2010,0.1937,3
ESCHC2382,Ammonium,2010,0.005197,3
FISW_486,Ammonium,2010,0.003998,2
NL13_ROP30614,Ammonium,2010,1.380482,12
ES080ESPFES080-JU111,BOD5,2010,2.25,4
FRBSS000FNPN,Ammonium,2010,0.046,4
BERWM021_5464012,Phosphate,2010,0.1825,2
IT01043010,Ammonium,2010,0.178189,12
ATPG30800772,Ammonium,2010,0.011667,1
ES030ESPFTA53405001,Ammonium,2010,0.297615,4
ITAMS51SG0010,Nitrate,2010,0.708329,12
BG1G000K1HBMP307,Nitrite,2010,0.007,2
LTR612,Total phosphorus,2010,0.096667,12
ITBMS34LN0900,Total phosphorus,2010,0.01594,45
DESM_DENI_59872220,Nitrate,2010,3.570148,11
FRBSS001SEGN,Nitrate,2010,3.2,2
PL02S0101_0526,Nitrate,2010,1.746743,12
ES100ESPF060001000,Nitrite,2010,0.0661,7
FRBSS001EBJH,Ammonium,2010,0.0875,2
FRFLS4265013,Phosphate,2010,0.002611,4
ITAMS22G20380,Nitrite,2010,0.01,2
DESM_DEST_410610_A,Dissolved organic carbon (DOC),2010,8.45833,12
FRDR06830079,Ammonium,2010,0.019432,6
BG3G0000AQHMP033,Nitrate,2010,19.7,4
SKS725493,Ammonium,2010,0.02125,2
ES063ESPFAA0000708,Nitrate,2010,7.270902,2
FRBSS002PLTL,Nitrate,2010,0.5,1
FRGR04211000,Total phosphorus,2010,0.161833,12
ES050ESPF10705,Nitrate,2010,4.075269,3
DESM_DEMV_140010,Secchi depth,2010,0.641667,6
IT12CA005_S006,Nitrate,2010,1.445,2
FRFR05192315,Total phosphorus,2010,0.02,6
FRHR03129020,Total phosphorus,2010,0.064091,11
DESM_DENI_93912880,Phosphate,2010,0.105455,11
DEGM_DEMV_23510001,Nitrate,2010,0.66405,2
FRDR06115090,Total phosphorus,2010,0.02,6
DESM_BWU03,BOD5,2010,1.45385,13
FRDR06166990,Ammonium,2010,0.019432,6
ATPG70332042,Nitrate,2010,9.4775,1
IT03POADPULA1LO1,Nitrate,2010,0.100004,2
FRDR06710029,Phosphate,2010,0.004786,6
IT16PS000109,Ammonium,2010,0.11,1
ES030ESPFTA64812003,Nitrate,2010,0.527122,4
FRFR05183900,Nitrate,2010,0.342487,6
FRBSS000ZWUM,Nitrate,2010,0.7,4
DEGM_DEBY_4110603000004,Phosphate,2010,0.07,1
CZVP8228,Nitrate,2010,43.3,2
SIV8600,Total organic carbon (TOC),2010,1.975,4
IT0100402910001,Nitrate,2010,12.95,2
FRB1R02115950,Total phosphorus,2010,0.048333,12
DESM_DENI_48822869,Total organic carbon (TOC),2010,2.75833,12
ITF15SR3,Total phosphorus,2010,0.285875,8
IT0100201700001,Nitrate,2010,2.25,2
RO40100,Chlorophyll a,2010,1.63,2
ES030ESPFTA67514004,BOD5,2010,2.5238,7
FRBSS002JXTW,Nitrate,2010,4.2,2
NL93_GENMDN,Chlorophyll a,2010,11.0,12
CZVP8219,Nitrate,2010,38.35,2
ES030ESPFTA55707011,Nitrite,2010,0.0051,4
PL01S0602_0350,Chlorophyll a,2010,26.6,7
FRALE1745013,Dissolved organic carbon (DOC),2010,6.31,6
FISW_238,Total organic carbon (TOC),2010,15.0,2
DESM_DESN_OBF17700,Nitrate,2010,2.752284,23
FRBSS001DSKJ,Nitrite,2010,0.02,4
FRGR04064000,Total phosphorus,2010,0.074667,12
ITBMS32SG0023,Phosphate,2010,0.0167,12
ES050ESPF41514,Nitrite,2010,0.0779,1
FRDR06115080,Ammonium,2010,0.019432,6
FRGR04043200,Ammonium,2010,0.046314,12
FRBSS002LKPH,Nitrate,2010,5.716667,3
FRER06218000,Dissolved organic carbon (DOC),2010,1.666667,6
NL13_ROP13409,Ammonium,2010,0.174934,11
ATPG31800032,Ammonium,2010,0.00825,1
IT12F4_22,Phosphate,2010,0.265833,12
DESM_DEBY_11801,Total organic carbon (TOC),2010,4.692,25
IT01209510,Nitrite,2010,0.0036,6
SKS602292,Nitrite,2010,0.005,2
DESM_DEBY_12771,Dissolved organic carbon (DOC),2010,1.38333,12
CZVB9602,Ammonium,2010,4.7,2
BG3G00000PGMP061,Ammonium,2010,0.08,4
BG3G000000NMP057,Nitrate,2010,22.6,4
FRBSS001UDUZ,Nitrate,2010,19.0,1
ATPG41021022,Nitrate,2010,11.45,1
FRBSS001MDPT,Ammonium,2010,0.05,2
ATPG30801102,Ammonium,2010,0.0135,1
ES100ESPF224002000,Nitrite,2010,0.0507,7
ES070ESPFLPEN,Total phosphorus,2010,0.2,1
LTR265,Total phosphorus,2010,0.083667,12
FISW_144,Chlorophyll a,2010,6.3,3
ATPG60106042,Ammonium,2010,0.01,1
IT0100113010002,Nitrate,2010,8.75,2
DESM_NW101904,Ammonium,2010,0.049969,8
FRDR06109100,Phosphate,2010,0.005765,6
FRBSS001UUSF,Ammonium,2010,0.05,3
ES030ESPFTA48505007,Total phosphorus,2010,0.0126,4
IT05GW117,Ammonium,2010,0.065,2
IT16PN001003,Phosphate,2010,0.05,1
FRBSS001QVKQ,Nitrite,2010,0.05,2
ES020ESPF004300042,Ammonium,2010,0.799303,5
IT21S29,Nitrate,2010,0.350182,6
IT03PO0180880U0003,Ammonium,2010,0.0675,2
FRDR06137000,Nitrate,2010,2.510324,6
DESM_DESN_OBF32300,BOD5,2010,1.93809,21
ITAMS13SG0007,BOD5,2010,2.1091,11
FRBSS000ZYWS,Nitrate,2010,68.48,10
SE698918-158665,Secchi depth,2010,2.0,3
CYR9-2-3-85,BOD5,2010,0.714286,7
ES020ESPF004300022,Total phosphorus,2010,0.0694,3
IT0552,BOD5,2010,1.375,4
DEGM_DENW_064080109,Ammonium,2010,0.129,1
FRBSS000ZZAK,Nitrite,2010,0.02,4
CZPLA_343,Nitrate,2010,4.724983,24
IT0100124300001,Ammonium,2010,0.04,2
FRFR05192100,Nitrate,2010,0.974772,6
NO084-38551,Phosphate,2010,0.003333,4
CY1997-033,Ammonium,2010,0.038,2
RSRW00009,Chlorophyll a,2010,4.875,8
FRHR03006590,Nitrate,2010,3.870861,12
IT0100306900005,Ammonium,2010,0.04,2
IT12F4_18,Phosphate,2010,0.571667,12
ES030ESPFTA48505005,Total phosphorus,2010,0.0141,4
IT06UD069,Ammonium,2010,0.031231,4
FRGR04078100,Dissolved organic carbon (DOC),2010,4.413333,12
CZVB0360,Nitrite,2010,0.005,2
ES030ESPFTA50805005,Nitrite,2010,0.0306,2
ATPG10002982,Nitrite,2010,0.01,1
PT28L02,Ammonium,2010,0.031037,8
ATPG41217012,Nitrate,2010,10.75,1
CZVP0820,Ammonium,2010,0.05,2
ES030ESPFTA59612001,Nitrate,2010,0.318113,4
FRFR05097750,BOD5,2010,1.01667,6
ES030ESPFTA53405006,Total phosphorus,2010,0.925,4
ATSE20401000,Nitrate,2010,0.428899,4
CZVB0014,Nitrite,2010,0.01125,2
FRHR03029530,Ammonium,2010,0.029472,12
FRCR02060750,BOD5,2010,1.9,18
FRDR06474920,Total phosphorus,2010,0.108333,6
BERWM041_4153001,Total organic carbon (TOC),2010,3.7,3
FRDR06163900,Dissolved organic carbon (DOC),2010,1.566667,6
FRB1R02115685,BOD5,2010,1.55,12
FRCR02061500,Ammonium,2010,0.037669,13
FRBSS002MQKU,Nitrite,2010,0.02,1
FRBSS001QACB,Nitrite,2010,0.02,1
ES100ESPF080006000,Nitrite,2010,0.0713,10
ES010ESPFMS010FQ,Nitrate,2010,0.979641,11
FRHR03212090,Phosphate,2010,0.075053,12
FRAR01029000,Phosphate,2010,0.248653,10
IT21S143,Ammonium,2010,0.167753,7
CZVP1614,Nitrate,2010,33.4,2
FRBSS002LKWB,Nitrate,2010,16.0,1
FRBSS001QULM,Nitrite,2010,0.05,4
ESCHC2072,Nitrate,2010,1.121447,7
IT09S1566,Phosphate,2010,0.07,2
RSRW00012,Total organic carbon (TOC),2010,4.6,6
BG1YN00621MS170,Phosphate,2010,0.0599,5
ESCHC2607,Nitrate,2010,0.23621,3
FRDR06117450,Dissolved organic carbon (DOC),2010,1.783333,6
ES020ESPF004300020,Nitrate,2010,0.48872,3
FRGR04003355,Nitrate,2010,1.061334,12
IT03PO0180500U0002,Ammonium,2010,0.05,2
ATSE20601000,Total organic carbon (TOC),2010,2.82221,4
BG2KA04741MS021,Phosphate,2010,0.0377,3
DEGM_DEBY_4120602400057,Ammonium,2010,0.02,1
CZVB9806,Ammonium,2010,0.0695,2
ES050ESPF41202,Nitrate,2010,0.168307,2
ESCHC2051,Phosphate,2010,0.0104,9
FRGR04030000,Dissolved organic carbon (DOC),2010,3.041667,12
DESM_BWU51,Nitrite,2010,0.01984,25
EESJA8471000,Chlorophyll a,2010,12.52545,7
PT26G04,BOD5,2010,3.0,14
PT426T291,Ammonium,2010,0.05,1
IEMRRS32B010200,Ammonium,2010,0.019155,12
FRBSS000ANMZ,Nitrate,2010,11.566667,3
ES020ESPF004300193,Nitrate,2010,0.037602,3
ES030ESPFTA55310002,Nitrite,2010,0.0023,4
ATPG80401152,Nitrite,2010,0.002,1
CZPMO_1169,Nitrate,2010,5.411648,24
DESM_DESL189,Dissolved organic carbon (DOC),2010,4.78462,13
RSLW00011,Phosphate,2010,0.00983,3
DESM_DENI_59942126,Nitrate,2010,1.635898,12
CZVP7013,Ammonium,2010,1.5,2
ES030ESPFTA60009005,Nitrite,2010,0.0086,4
FRFR05109000,Ammonium,2010,0.032387,6
ES100ESPF050003000,Total organic carbon (TOC),2010,2.93,20
RSLW00051,Secchi depth,2010,2.85,1
FRFR05192100,Phosphate,2010,0.039158,6
FRBSS001CLTV,Nitrate,2010,31.336842,19
FISW_594,Phosphate,2010,0.0117,2
IT0100310800002,Ammonium,2010,0.04,2
IT06UD113,Phosphate,2010,0.015,1
FRALE1745013,Total phosphorus,2010,0.2732,6
PL02S0402_2100,Nitrate,2010,0.040002,4
IT05105,BOD5,2010,1.0,4
FRDR06142687,Phosphate,2010,0.051939,6
ATFW30900217,Phosphate,2010,0.03125,12
FRBSS001JKNG,Nitrate,2010,15.433333,6
SIP58120,Nitrite,2010,0.004,2
FRFR05151150,BOD5,2010,0.891667,6
DEGM_DESN_52406001,Nitrate,2010,47.0,1
FRFR05047600,Ammonium,2010,0.021376,6
FRDR06142450,Nitrate,2010,0.169362,6
DEGM_DERP_2626100000,Phosphate,2010,0.01,2
FRBSS002JJWW,Ammonium,2010,0.05,3
RSLW00032,Total organic carbon (TOC),2010,3.9,3
IT06UD177,Phosphate,2010,0.0075,1
ES020ESPF004300221,Ammonium,2010,0.037077,12
IT02DBL150,Phosphate,2010,0.035008,12
NL13_ROP16911,Ammonium,2010,0.814064,12
RSLW00019,Chlorophyll a,2010,13.4333,3
ES100ESPF200008000,Total organic carbon (TOC),2010,1.4238,7
FRFR05202000,Total phosphorus,2010,0.021667,6
BEVL_VMM_72000,Phosphate,2010,0.1325,12
IEMRRS25T030400,Nitrite,2010,0.093319,22
LTR11,Dissolved organic carbon (DOC),2010,9.12,4
FRGR04042100,Nitrate,2010,3.321378,12
FRFR05151150,Total phosphorus,2010,0.005833,6
SKS000531,Nitrite,2010,0.03,2
ESCHC05_3141,Ammonium,2010,0.087546,3
ATFW61300337,BOD5,2010,1.825,12
FRGR04092000,BOD5,2010,1.28333,12
FRBSS001RHWB,Nitrate,2010,8.607692,13
DEGM_DEBY_4120662900011,Ammonium,2010,0.03,1
ESCHC2051,Ammonium,2010,0.027883,13
CZVP7218,Nitrite,2010,0.005,2
DEGM_DETH_4929210697,Ammonium,2010,0.112,1
FISW_743,Phosphate,2010,0.0044,13
FRHR03112480,BOD5,2010,1.65435,23
DESM_DEBE_430,Ammonium,2010,0.17739,12
IT03POAD2LN1LO2,Ammonium,2010,0.015823,6
PLGW600060_003,Ammonium,2010,0.05,1
ATFW71500967,Total organic carbon (TOC),2010,1.01158,12
IT05GW15,Ammonium,2010,3.75,2
FRDR06200700,Dissolved organic carbon (DOC),2010,1.8,6
FRFR05117000,Total phosphorus,2010,0.0625,6
CZVO0074,Ammonium,2010,0.255,2
IT06UD036,Nitrite,2010,0.00245,2
IEWE_G_0019_2200_0001,Total phosphorus,2010,0.013,3
ES030ESPFTA64812005,Chlorophyll a,2010,15.7,1
FRCR02096750,Ammonium,2010,0.031416,12
IT11I0283TR,BOD5,2010,1.18,12
ES050ESPF40706,Ammonium,2010,0.06436,1
ES100ESPF110016000,Nitrate,2010,5.467027,7
NO016-40829,Phosphate,2010,0.003333,1
BEVL_VMM_680000,Nitrate,2010,3.533447,12
FRCR02051600,BOD5,2010,2.11667,12
IT03PO0180270U0001,Ammonium,2010,0.05,2
ES040ESPF000400699,Nitrate,2010,1.182249,12
BG1OG00733MS150,Ammonium,2010,0.045971,3
CZPOH_1037,Nitrate,2010,3.524987,24
FRFR05068760,Phosphate,2010,0.012509,6
ES030ESPFTA70414002,BOD5,2010,5.0,4
IT05GW227,Nitrite,2010,0.02,2
FRFR05064000,BOD5,2010,2.96667,6
FRHR03153950,Ammonium,2010,0.048581,12
PL01S0302_0220,Total phosphorus,2010,0.0225,4
FRFR05000150,Nitrate,2010,0.455395,6
CZPMO_3639,BOD5,2010,1.45,24
DEGM_DEBY_4120663000021,Nitrate,2010,48.0,1
FRFR05202000,Nitrate,2010,0.722234,6
ATPG60624372,Nitrate,2010,32.4,1
IT05113,Ammonium,2010,0.182387,4
EESJA3670000,Chlorophyll a,2010,16.5987,1
FRDR06147140,BOD5,2010,2.3,6
IEMRRS13O010100,Phosphate,2010,0.033,5
FRHR03095000,BOD5,2010,1.14167,12
IT09S1577,Nitrate,2010,0.100004,1
CZPB0187,Ammonium,2010,0.1025,2
FRBSS002KBBN,Nitrate,2010,22.66,10
SE704955-159090,Total organic carbon (TOC),2010,9.9,4
DEGM_DEBE_5051,Total organic carbon (TOC),2010,8.3,1
IT02DBL100,Phosphate,2010,0.02175,12
FRBSS002MZWQ,Nitrate,2010,1.0,2
IT01040010,BOD5,2010,1.4545,11
CHNTG15,Nitrite,2010,0.01,1
LTGWM13_35995,Ammonium,2010,0.01,1
FISW_777,Ammonium,2010,0.008994,12
CZVP7616,Ammonium,2010,0.05,2
BEVL_VMM_916000,BOD5,2010,2.2545,11
DESM_DESL1620,Dissolved organic carbon (DOC),2010,4.63846,13
FRBSS001FFRA,Nitrite,2010,0.02,4
FRDR06046000,BOD5,2010,1.63333,6
SKS002993,Nitrite,2010,0.01125,2
IT05GW80,Nitrate,2010,1.0,1
CZVP2017,Ammonium,2010,0.05,2
CZVP7724,Nitrite,2010,0.0295,2
FRHR03047445,Ammonium,2010,0.019109,12
EESJA7299000,BOD5,2010,1.2,4
FRBSS000FAKU,Ammonium,2010,0.03,5
FRBSS002KKUD,Ammonium,2010,0.05,1
FRAR01041000,Nitrate,2010,2.942382,10
FRFR05221600,Total phosphorus,2010,0.098,6
SE623006-149119,Nitrate,2010,0.236,12
CZPP0115,Ammonium,2010,0.05,2
EESJA3989000,Nitrite,2010,0.012917,12
SKP001204,Ammonium,2010,0.050625,4
ITBMS33LN0800,Ammonium,2010,0.038636,60
