monitoringSiteIdentifier,eeaIndicator,phenomenonTimeReferenceYear,resultMeanValue,resultNumberOfSamples
CZVP7616,Ammonium,2000,0.1815,2
LTR1,Chlorophyll a,2000,96.83,1
ESUR02A,Nitrite,2000,0.0456,2
CZVP7724,Nitrite,2000,0.071,2
EESJA7299000,BOD5,2000,1.221292,12
FRBSS000FAKU,Ammonium,2000,0.03,6
SE623006-149119,Nitrate,2000,0.199333,12
FISW_832,Total phosphorus,2000,0.1189,9
NO246-41610,Dissolved organic carbon (DOC),2000,2.0,1
FISW_750,Nitrate,2000,3.966,25
FRBSS000WJFS,Nitrate,2000,43.166667,3
ES080ESPFES080-JU115,Nitrate,2000,3.636071,12
BERW_03190,Ammonium,2000,0.019988,13
NO021-41609,Dissolved organic carbon (DOC),2000,2.3,1
SE632515-146675,Total organic carbon (TOC),2000,3.15,4
LVV0060100,Nitrate,2000,0.810034,13
FRCR02041950,Nitrite,2000,0.0249,11
NO012-40960,Dissolved organic carbon (DOC),2000,6.2,1
ATFW53210017,Ammonium,2000,0.03198,12
SIP66400,Phosphate,2000,0.02,2
PL01S0302_0232,Secchi depth,2000,4.9,7
NO194-41067,Total organic carbon (TOC),2000,0.98,1
FRFR05175100,Nitrate,2000,2.17489,7
PL02S1301_1134,Nitrite,2000,0.267901,24
SE617797-135339,Phosphate,2000,0.00325,4
DESM_DEBY_13243,Phosphate,2000,0.018,26
ITAMS22SG0021,Ammonium,2000,0.069956,7
ES030ESPFTA56301004,Phosphate,2000,0.060853,3
ATPG32101112,Nitrate,2000,89.875,1
BERWE030_4584004,Nitrate,2000,42.2,1
FRCR02004000,Total phosphorus,2000,0.4191,24
DESM_NW003001,Total phosphorus,2000,0.108,13
PT354T38,Ammonium,2000,0.0125,2
ES080ESPF08112,Nitrate,2000,1.376777,12
CYD9-6-9-10,Nitrite,2000,0.100001,1
PL01S0301_0923,Phosphate,2000,0.1135,27
ES050ESPF10615,Nitrate,2000,0.577382,4
ATPG61205102,Nitrite,2000,0.01,1
SE662506-158465,Nitrate,2000,0.77925,12
FISW_1045,Phosphate,2000,0.006,2
BERW_11221,Phosphate,2000,0.0417,12
ATPG10003112,Nitrate,2000,116.25,1
SE666699-136103,Phosphate,2000,0.002,4
ATPG30400042,Ammonium,2000,0.01,1
FISW_475,Chlorophyll a,2000,2.228,14
FISW_601,Total phosphorus,2000,0.041,4
ES080ESPFES080-JU081,Nitrate,2000,2.668111,4
IT09S1263,Total phosphorus,2000,0.009167,12
PL02S1201_1016,Phosphate,2000,0.0655,12
DESM_DESN_OBF49500,Nitrate,2000,5.100212,13
FRGR04030000,Chlorophyll a,2000,6.8068,5
CZVP8435,Nitrate,2000,1.0,2
ATPG32101162,Ammonium,2000,0.01,1
FISW_1023,Phosphate,2000,0.0186,25
AT312777,Ammonium,2000,0.001,1
CZPLA_1,BOD5,2000,1.92,12
FRBSS000RBXN,Nitrate,2000,43.15,2
FISW_583,Total organic carbon (TOC),2000,9.3,1
CZPOH_1008,Chlorophyll a,2000,7.87,12
FRFR05018000,Ammonium,2000,0.039475,7
ES091R0555,Phosphate,2000,0.08476,2
FRDR06017050,Total phosphorus,2000,0.102,4
FRBSS002FACM,Nitrate,2000,5.5,2
SE634395-132849,Ammonium,2000,0.093025,12
CZVB0117,Nitrate,2000,2.86,2
ES020ESPF004300009,Total organic carbon (TOC),2000,1.29091,11
BG3MA00055MS0670,Nitrite,2000,0.01,12
ESCHC2012,Phosphate,2000,0.13692,1
ATPG54100552,Nitrate,2000,6.96042,1
ATPG20801132,Nitrite,2000,0.00328,1
ATPG10003002,Ammonium,2000,0.01,1
PL02S0501_0817,Ammonium,2000,0.776217,12
ATPG53100222,Ammonium,2000,0.005488,1
FRBSS002LJKZ,Nitrate,2000,3.05,2
FRDR06059500,Nitrite,2000,0.0237,10
DESM_NW628700,Phosphate,2000,0.05,11
FISW_239,Nitrate,2000,0.637,4
FISW_491,Secchi depth,2000,4.05,2
PL01S0801_1356,Nitrate,2000,2.116788,12
FRDR06133350,BOD5,2000,3.1195,3
CZPOH_1001,Nitrate,2000,2.4001,12
ES020ESPF004300030,Nitrite,2000,0.195343,14
FRCR02060750,Total phosphorus,2000,0.1648,23
BERW_03880,Nitrate,2000,3.773957,13
FISW_131,Chlorophyll a,2000,2.4,1
DESM_DEMV_250011,Chlorophyll a,2000,3.775,4
RSRW00009,Phosphate,2000,0.136,5
FRBSS001ZNHK,Nitrate,2000,0.25,1
ATPG80414152,Ammonium,2000,0.006875,1
FRFR05220000,Phosphate,2000,0.0828,5
FRDR06160500,Ammonium,2000,0.025484,2
LTR133,Phosphate,2000,0.0326,12
ATPG70331052,Nitrite,2000,0.01,1
SKIDK205,Nitrate,2000,1.19595,12
SE732407-183604,Total organic carbon (TOC),2000,5.31667,12
FRBSS000ZSMK,Nitrate,2000,40.0,1
CZPVL_5031,Nitrite,2000,0.03,12
SE665649-161397,Phosphate,2000,0.012917,12
NL89_STEENBGN,Nitrite,2000,0.039375,16
FRBSS002ESPJ,Nitrate,2000,4.9,2
ES091R0433,Phosphate,2000,0.1793,3
SKIDK211,BOD5,2000,2.45,12
SE652707-159032,Phosphate,2000,0.00175,4
ES080ESPFES080-JU135,Nitrate,2000,1.064124,12
ATFW30900057,Total organic carbon (TOC),2000,3.69,12
FRBSS002ATCT,Nitrate,2000,47.666667,3
NL60_OGELE900,BOD5,2000,1.96667,12
LVE0310100,BOD5,2000,2.899997,3
SKIDK052,Phosphate,2000,0.1136,12
ES010ESPFMS113FQ,Nitrate,2000,5.510109,5
HU101179479,Chlorophyll a,2000,11.3806,31
IT0590,BOD5,2000,1.94545,11
SKIDK204,Total phosphorus,2000,0.0681,12
PL01S0801_1360,BOD5,2000,8.7833,12
HU101178520,Total phosphorus,2000,0.13,25
FRBSS000KMWF,Ammonium,2000,0.026,5
FRBSS001HUVY,Nitrate,2000,54.5,2
ATPG54100402,Ammonium,2000,0.005,1
BERW_03260,Nitrate,2000,2.823217,13
ATPG31900552,Nitrite,2000,0.01,1
CZPMO_1175,Phosphate,2000,0.5,12
ATPG54101152,Ammonium,2000,0.1457,1
ES050ESPF51204,Ammonium,2000,0.772305,4
ATPG54101152,Nitrite,2000,0.018438,1
CZPB0393,Nitrate,2000,11.6,2
ATFW31000037,Phosphate,2000,0.038,12
FISW_88,Total organic carbon (TOC),2000,20.8313,16
ATFW80214057,Nitrate,2000,1.245052,12
SE662506-158465,Total phosphorus,2000,0.126083,12
PL02S1401_1374,Phosphate,2000,0.174,24
ATPG30600092,Nitrate,2000,6.9,1
FRBSS000MBBY,Ammonium,2000,0.033333,6
FISW_200,Chlorophyll a,2000,9.54,5
FRFR05135100,Nitrate,2000,1.107746,8
FRFR05125000,BOD5,2000,2.4016,6
ES020ESPF004300100,BOD5,2000,0.0,2
HU101178357,Ammonium,2000,0.098339,51
FISW_493,Chlorophyll a,2000,2.55,2
BG2KA00819MS025,Ammonium,2000,0.783513,12
ATPG70322052,Ammonium,2000,0.01,1
IT05106,Nitrate,2000,2.045335,8
ES010ESPFMS035FQ,Nitrate,2000,1.357056,1
AT328401,Ammonium,2000,55.9,1
SE640881-140842,Ammonium,2000,0.269832,12
HU101179309,BOD5,2000,3.6884,26
SE672915-157210,Phosphate,2000,0.003933,15
SKIDK045,Phosphate,2000,0.0314,8
FRFR05128000,BOD5,2000,2.1698,7
ATPG32300112,Nitrite,2000,0.005,1
FRBSS000WXFL,Nitrate,2000,26.2,4
FISW_452,Nitrate,2000,0.226,2
SIV1010,Ammonium,2000,0.228895,6
FRBSS000SCJW,Nitrate,2000,0.1,6
BERW_00400,Nitrite,2000,0.291602,13
DESM_DEBY_17984,Total phosphorus,2000,0.239,26
FRBSS000HPES,Ammonium,2000,0.033333,6
FISW_699,Chlorophyll a,2000,50.0,3
ATFW61400087,BOD5,2000,1.364,11
HU101178313,Total phosphorus,2000,0.2608,25
FISW_517,Secchi depth,2000,3.8,4
BEVL_VMM_770000,BOD5,2000,0.833333,12
DK78-796-16,Ammonium,2000,0.030875,4
FISW_474,Total phosphorus,2000,0.005,3
FISW_94,Total phosphorus,2000,0.0907,15
CZPP0300,Nitrate,2000,28.385,2
FRBSS000YRXJ,Nitrate,2000,0.775,2
ATPG32300372,Nitrate,2000,11.45,1
ATPG30700502,Nitrate,2000,15.55,1
DEGM_45360007,Nitrate,2000,25.8,2
SE622803-144609,Total phosphorus,2000,0.017,4
SIV7190,BOD5,2000,1.0,6
FISW_1543,Total phosphorus,2000,0.011,2
NO001-40962,Total organic carbon (TOC),2000,8.9,1
ATPG60107442,Nitrite,2000,0.0095,1
SE660945-156129,Ammonium,2000,0.109182,12
ES040ESPF000400708,Nitrate,2000,4.371402,12
ES030ESPFTA58501001,Phosphate,2000,0.09617,2
CZPLA_8,Chlorophyll a,2000,5.59,12
NO244-41064,Total organic carbon (TOC),2000,0.71,1
DEGM_HE_7750,Ammonium,2000,0.09,1
DESM_NW731808,Nitrate,2000,4.543189,13
ES050ESPF10209,Nitrate,2000,9.50094,2
DESM_DEMV_0108170014,Ammonium,2000,0.249845,24
FRDR06194000,Nitrite,2000,0.143701,7
ATPG10003002,Nitrite,2000,0.007125,1
FISW_685,Phosphate,2000,0.001,2
EESJA5316000,Nitrate,2000,23.025,4
FRBSS000BPNZ,Ammonium,2000,0.05,2
PL02S1201_1091,Phosphate,2000,0.0887,23
EESJA4328000,Total phosphorus,2000,0.0504,10
FISW_409,Chlorophyll a,2000,32.571,7
ATKK30500762,Ammonium,2000,0.005,1
DESM_NW070610,Secchi depth,2000,3.125,4
FRDR06180500,Nitrite,2000,0.098201,2
FISW_817,Total organic carbon (TOC),2000,13.35,4
ATFW61300327,Phosphate,2000,0.028,11
HU101179527,Phosphate,2000,0.6518,25
SE712246-170866,Total phosphorus,2000,0.0115,4
FRBSS000HNGD,Ammonium,2000,0.021667,6
FISW_219,Total phosphorus,2000,0.067,3
PL01S1501_1771,BOD5,2000,55.5083,12
HU102087074,BOD5,2000,3.55,26
FISW_453,Ammonium,2000,0.004997,2
ATKK61245032,Nitrate,2000,1.7,1
EESJA6896000,Total phosphorus,2000,0.1035,6
FRER06215700,BOD5,2000,1.4164,3
SE728744-162653,Total phosphorus,2000,0.0055,4
ES040ESPF000400405,BOD5,2000,1.06667,12
FISW_435,Chlorophyll a,2000,2.3,1
FRGLJ520520T,Nitrite,2000,0.0146,8
ATPG30600182,Ammonium,2000,0.01,1
FRDR06106600,Phosphate,2000,0.0624,10
ATFW30900037,Total organic carbon (TOC),2000,2.845,12
HU101178368,Chlorophyll a,2000,9.0285,7
SIP38120,Phosphate,2000,0.02,2
ATPG20803052,Ammonium,2000,0.00515,1
ES020ESPF004300088,Nitrate,2000,0.126698,12
SE675032-135400,Ammonium,2000,0.005934,16
FISW_236,Ammonium,2000,0.004997,6
ATFW40710047,Total phosphorus,2000,0.033,13
FRBSS001MNDK,Nitrate,2000,40.0,1
SIP38120,Nitrate,2000,21.2,2
FRDR06065700,Nitrate,2000,0.47562,10
CZVB0295,Nitrate,2000,1.0,2
ATPG32300082,Ammonium,2000,0.01,1
FISW_10,Phosphate,2000,0.0066,17
FRBSS001DZVR,Nitrate,2000,0.1,1
FRHR03163000,Ammonium,2000,0.537266,12
FRFR05103000,Phosphate,2000,0.0326,2
ATPG70331082,Ammonium,2000,0.0188,1
ES030ESPFTA48604005,Nitrite,2000,0.00912,2
ATPG54100612,Ammonium,2000,0.005,1
SKIDK037,Total phosphorus,2000,0.2392,12
LTR106,Nitrate,2000,0.436718,12
DESM_BB_SP_0210,Total organic carbon (TOC),2000,9.4,26
LVL1070100,Phosphate,2000,0.066,12
FISW_236,Chlorophyll a,2000,8.2,5
BG1RL00931MS080,BOD5,2000,5.649,11
FRCR02041950,Total phosphorus,2000,0.2416,11
FRBSS000YNPL,Nitrate,2000,41.575,4
FRHR03149487,Phosphate,2000,0.082,12
BG4ST00661MS530,Phosphate,2000,0.15485,12
ES050ESPF10802,BOD5,2000,4.71,12
BEVL_VMM_91000,Chlorophyll a,2000,0.45,6
ATPG92200562,Nitrite,2000,0.008,1
CZPP0293,Ammonium,2000,0.05,2
ATFW61400267,BOD5,2000,1.6,12
LTR105,Total organic carbon (TOC),2000,12.321,10
SKIDK041,Total phosphorus,2000,0.0383,12
ES040ESPF000400692,Nitrite,2000,0.0152,2
PL02S1401_1383,Total phosphorus,2000,0.091,13
FRFR05103000,Ammonium,2000,0.303211,2
SE686849-145214,Total phosphorus,2000,0.0085,4
CZPB0094,Ammonium,2000,0.05,2
DESM_DETH_2198,Nitrite,2000,0.141001,25
NO112-38536,Total organic carbon (TOC),2000,1.6,1
CZVP7215,Nitrate,2000,1.0,2
NO024-38530,Total organic carbon (TOC),2000,3.2,1
FISW_626,Chlorophyll a,2000,3.8,2
RSRW00028,Phosphate,2000,0.209364,11
FISW_452,Total organic carbon (TOC),2000,6.2,1
DESM_BWU41,Nitrate,2000,1.667989,24
FISW_582,Secchi depth,2000,5.2,2
FRBSS000AEYW,Nitrate,2000,31.666667,3
HU102087742,Ammonium,2000,0.779115,25
ATPG54106952,Nitrate,2000,17.22076,1
FISW_777,Total organic carbon (TOC),2000,6.425,12
SKIDK052,BOD5,2000,2.8327,11
DESM_DERP_2599511100,Nitrite,2000,0.018,26
FISW_899,Total phosphorus,2000,0.209,7
CZVB0250,Nitrate,2000,86.88,2
PL01S1501_1857,Phosphate,2000,0.0896,12
DESM_DENI_48292018,Ammonium,2000,0.269832,25
FRDR06000997,Chlorophyll a,2000,22.8509,2
ES050ESPF10201,BOD5,2000,2.255,4
ESCHC2128,BOD5,2000,0.983333,12
ATPG53100212,Ammonium,2000,0.005,1
PT365T27,Nitrite,2000,0.01,2
ATPG60655192,Nitrite,2000,0.006,1
FRDR06180500,Phosphate,2000,0.4695,3
FRDR06149500,Nitrite,2000,0.0193,10
IT2111117,Total phosphorus,2000,0.036364,11
PL02S0501_0783,Total phosphorus,2000,0.223,12
CZPMO_3764,Nitrite,2000,0.270001,12
DESM_DEMV_0204880024,Ammonium,2000,0.153904,26
FRBSS000CXJB,Ammonium,2000,0.05,2
LVD4770100,Nitrite,2000,0.005667,6
SIP54280,Nitrite,2000,0.004,2
NO003-30690,Dissolved organic carbon (DOC),2000,6.2,1
EESJA6334000,Nitrite,2000,0.0033,6
ES030ESPFTA62908003,Ammonium,2000,4.884962,3
ES080ESPF08134,Nitrite,2000,0.014509,11
LV036KOPA4_849,Nitrate,2000,0.6202,1
FRB2R01004000,Nitrate,2000,3.057227,12
FRBSS000AGLS,Nitrate,2000,31.666667,3
PL01S0201_0818,Total phosphorus,2000,0.152,26
PL01S1601_1958,Chlorophyll a,2000,7.4583,12
DESM_DENI_59452251,Nitrite,2000,0.04,26
FRBSS002EFSY,Nitrate,2000,23.0,1
CZVP7211,Nitrite,2000,0.0535,2
LTR18,Ammonium,2000,0.043373,12
RSRW00012,Phosphate,2000,0.01625,10
FRHR03235690,BOD5,2000,2.7408,6
FRGR04130500,Nitrate,2000,7.985532,8
SE716805-166700,Total phosphorus,2000,0.00675,12
AT322404,Nitrite,2000,0.01,1
BG1YN00621MS170,Nitrate,2000,1.248052,12
SE628606-133205,Nitrate,2000,0.07175,8
FISW_767,Total organic carbon (TOC),2000,4.3833,6
CZVP8418,Nitrate,2000,24.0,2
SE700773-157350,Nitrate,2000,0.051667,12
CZVB9805,Nitrite,2000,0.0555,2
ATPG60106042,Nitrite,2000,0.006,1
FRFR05039000,BOD5,2000,3.0,6
FRBSS001EMUY,Nitrate,2000,3.333333,3
CZVP7728,Ammonium,2000,0.05,1
FRBSS000YSXS,Nitrate,2000,5.3,2
HU101178885,Nitrite,2000,0.097801,26
SE666699-136103,Nitrate,2000,0.0405,4
DESM_DENI_48812210,Nitrite,2000,0.068,26
CZVB9808,Nitrite,2000,0.01475,2
BG1VT00055MS040,Nitrate,2000,1.302054,12
BERW_04780,Ammonium,2000,0.199876,13
SIV5110,Total organic carbon (TOC),2000,3.325,4
FRBSS001AQUM,Nitrate,2000,4.65,2
BEVL_VMM_910000,Phosphate,2000,0.543636,11
FRDR06100000,Total phosphorus,2000,0.0799,2
ATFW73190967,Total phosphorus,2000,0.197,12
FISW_1039,Total phosphorus,2000,0.016,3
ES020ESPF004300021,Nitrite,2000,0.006992,12
FISW_459,Ammonium,2000,0.017989,2
CYD1-3-9-50,Total phosphorus,2000,0.04,1
FRCR02081000,Chlorophyll a,2000,9.2086,11
FRFR05081000,Total phosphorus,2000,0.1578,10
BERWM072_4223004,Nitrate,2000,25.8,1
FISW_529,Phosphate,2000,0.002,2
FRDR06117500,Nitrate,2000,0.72263,4
CZVP7713,Nitrate,2000,5.1895,2
FRDR06137200,Total phosphorus,2000,0.0384,4
FRGR04092550,Phosphate,2000,0.0188,6
PL01S1101_1610,Total phosphorus,2000,0.228,12
DEGM_DETH_5426240552,Nitrate,2000,6.3,1
FISW_604,BOD5,2000,0.775861,1
FRBSS000DJZQ,Ammonium,2000,0.05,2
FISW_459,Total organic carbon (TOC),2000,5.4,1
ES091R0555,BOD5,2000,7.66667,12
ESIBA518,Phosphate,2000,0.392287,6
ES080ESPF08134,BOD5,2000,1.33333,12
FRBSS002CQQP,Ammonium,2000,0.05,1
DESM_DEBE_115,Total phosphorus,2000,0.07881,21
SE659180-152170,Phosphate,2000,0.01,4
FISW_923,Chlorophyll a,2000,2.6,1
ATPG31300062,Nitrite,2000,0.005,1
FISW_563,Ammonium,2000,0.067958,2
BG3MA00215MS0100,Nitrite,2000,0.161001,12
ES020ESPF004300027,Nitrite,2000,0.030704,12
CZPB0030,Nitrite,2000,0.005,2
SE672467-148031,Nitrate,2000,0.046,4
CZVB0049,Nitrite,2000,0.01875,2
SE758208-161749,Phosphate,2000,0.001,5
PL02S1301_1134,Phosphate,2000,0.2751,24
BERW_03880,Nitrite,2000,0.0859,13
LTR86,Phosphate,2000,0.1779,12
FRFR05131200,Phosphate,2000,0.0962,8
SKIDK045,Total phosphorus,2000,0.0408,12
EESJA6005000,Nitrate,2000,0.793333,12
BG3MA09391MS1460,Nitrate,2000,0.416017,12
ES080ESPFES080-JU390,BOD5,2000,0.638095,21
DESM_NW402801,Phosphate,2000,0.05,12
FRHR03241590,Nitrite,2000,0.0134,6
ES050ESPF40102,Phosphate,2000,0.030209,3
HU101179228,BOD5,2000,3.15,26
ES091R0322,Phosphate,2000,0.05053,2
EESJA0301000,Total phosphorus,2000,0.0345,6
EESJA9900000,Nitrite,2000,0.0088,13
FISW_91,Ammonium,2000,0.1612,15
FRDR06133600,Nitrate,2000,0.410517,12
FRBSS001GFPL,Nitrate,2000,6.842857,7
EESJA6040000,Nitrite,2000,0.003,2
FRCR02052000,Ammonium,2000,0.061662,12
FRDR06177910,Phosphate,2000,0.3772,3
SKIDK087,Chlorophyll a,2000,2.4,7
FRDR06017050,Nitrate,2000,2.63441,10
FRBSS000CPLC,Nitrate,2000,48.666667,3
IT05221,Total phosphorus,2000,0.066,10
ES080ESPF08120,BOD5,2000,2.5,12
DESM_BWU43,Total organic carbon (TOC),2000,3.4,13
LTR92,BOD5,2000,1.623533,12
FRHR03265993,Total phosphorus,2000,0.1257,12
FRGR04002100,Nitrate,2000,1.013642,4
RSRW00036,Ammonium,2000,0.055521,9
SE664197-149337,Phosphate,2000,0.00125,4
FRFR05057150,Total phosphorus,2000,0.0424,5
DESM_BB_80001583587_HM,Phosphate,2000,0.0495,9
ES091R0106,Phosphate,2000,0.07009,2
ATPG31300062,Nitrate,2000,9.75,1
CZVB9756,Ammonium,2000,3.72,2
FISW_964,Total organic carbon (TOC),2000,7.025,4
ATPG32100982,Nitrate,2000,2.175,1
PL02S0501_0825,Ammonium,2000,0.522175,12
