monitoringSiteIdentifier,eeaIndicator,phenomenonTimeReferenceYear,resultMeanValue,resultNumberOfSamples
IEMRRS36A021400,Ammonium,2013,0.050344,16
IEMRRS01M010100,Phosphate,2013,0.012,12
ATPG70324052,Phosphate,2013,0.0029,2
PLGW6000142_006,Ammonium,2013,0.05,2
ES080ESPFES080-JU285,Nitrate,2013,0.013554,2
ATPG70335182,Ammonium,2013,0.01,3
ATPG32000242,Nitrite,2013,0.002,3
EL0227R002900027N050,Phosphate,2013,0.05223,2
FRGR04029625,Nitrate,2013,1.377983,8
FRFR05148000,Nitrate,2013,1.024176,24
ATPG60412072,Nitrate,2013,3.596667,3
EL09040906,Nitrate,2013,262.95192,4
LTL304,Chlorophyll a,2013,20.775,4
FRAR01140500,BOD5,2013,2.038889,9
EL01010110,Nitrate,2013,62.41788,2
PL01S1501_2178,BOD5,2013,1.516667,12
FRBSS002CQYD,Nitrate,2013,1.0,5
RO125196654571,Ammonium,2013,0.041,2
ATPG20201132,Ammonium,2013,0.0052,1
EL13051306,Ammonium,2013,0.025776,2
FRDR06066000,Nitrate,2013,0.707021,12
LVV0270200,Total phosphorus,2013,0.057658,12
PL02S0502_2182,Chlorophyll a,2013,19.625,4
FRFR05088130,Dissolved organic carbon (DOC),2013,0.966667,6
CZVO0054,Nitrite,2013,0.005,1
FRGR04072150,Chlorophyll a,2013,1.0,4
NL05_02_302,Total phosphorus,2013,0.185,5
IEMLWE_32_490_0010_OP,Phosphate,2013,0.012,1
BEVL_VMM_216000,Nitrate,2013,6.525006,12
FRDR06150500,Dissolved organic carbon (DOC),2013,0.633333,6
FRBSS002LKWB,Total organic carbon (TOC),2013,0.233333,3
IESH_G_0225_2600_0007,Total phosphorus,2013,0.066,2
FRHR03013660,Ammonium,2013,0.031683,12
CZVP7225,Ammonium,2013,0.308,1
PL02S0401_0643,Nitrate,2013,1.376836,8
ATPG20405092,Phosphate,2013,0.0029,3
PL02S1201_1104,BOD5,2013,2.416667,12
FRGR04010130,Chlorophyll a,2013,1.5,4
FRDR06143950,Nitrate,2013,0.286817,12
FRBSS002ATCT,Total phosphorus,2013,0.019,3
FRBSS001USEV,Total organic carbon (TOC),2013,0.2,2
PL01S1101_1521,BOD5,2013,4.4875,8
DESM_BWU44,Nitrate,2013,3.930932,26
RO035269245909,Nitrite,2013,0.01,1
BERW_04800,BOD5,2013,1.5,13
DESM_DEST_2110020_A,Ammonium,2013,0.054511,11
ATKK60201072,Nitrite,2013,0.002,3
FRBSS001SVSS,Ammonium,2013,0.05,2
EL0415R000200009H150,Phosphate,2013,0.118187,3
FIGW_52,Total organic carbon (TOC),2013,0.85,4
ATPG61306052,Phosphate,2013,0.1021,1
HR10017,Total organic carbon (TOC),2013,2.061818,11
ATTG60626112,Nitrate,2013,1.0,3
FISW_757,Phosphate,2013,0.002,4
FRBSS000SDUW,Phosphate,2013,0.0045,6
ATPG60717022,Phosphate,2013,0.010233,3
ATPG61201132,Ammonium,2013,1.616667,3
SKS002794,Nitrite,2013,0.01,2
BG2G000000QMP008,Ammonium,2013,0.626,5
RO045126745133,Nitrate,2013,0.496,1
ATKK71250012,Nitrate,2013,1.670567,3
FRBSS001XBGZ,Total phosphorus,2013,0.011,2
ES100ESPF060001000,Total organic carbon (TOC),2013,3.211,9
ES091R0573,Ammonium,2013,0.100869,4
LTR192,Nitrate,2013,2.485353,12
FRBSS000HHLT,Total phosphorus,2013,0.02,2
SKIDK233,Nitrite,2013,0.021006,12
FRFR05114000,Nitrate,2013,5.037218,24
PT365T470,Ammonium,2013,0.13,2
BEVL_VMM_253000,Phosphate,2013,0.029083,12
FRBSS001VEAV,Nitrate,2013,2.2,2
FRCR02005700,Dissolved organic carbon (DOC),2013,1.979167,24
EL14511410,Ammonium,2013,0.025776,3
LTL68,BOD5,2013,3.017238,4
ES010ESPFMS677FQ,BOD5,2013,2.0,10
ATPG41609012,Ammonium,2013,0.0065,3
FRBSS000MMXR,Nitrate,2013,0.59,5
ES070ESPFETL1,Chlorophyll a,2013,4.5,2
PL02S0501_0878,Total organic carbon (TOC),2013,7.7625,8
FRFR05232350,Nitrate,2013,5.952464,12
ATPG31200162,Phosphate,2013,0.086133,3
CZVP0901,Ammonium,2013,0.346,1
FRBSS001FDMJ,Total phosphorus,2013,0.05,2
ATPG30600022,Nitrite,2013,0.0024,3
ES030ESPFTA68208002,BOD5,2013,2.0,4
RSRW00003,Total organic carbon (TOC),2013,3.78,10
PT104NN2,Nitrite,2013,0.013,1
EESJA2366000,Ammonium,2013,0.07,4
ATPG31100332,Ammonium,2013,0.01,3
FRFR05011600,Phosphate,2013,0.060333,6
BG1RL00001MS020,Phosphate,2013,0.209667,12
EL0333R000209029N050,Ammonium,2013,0.034815,4
NL05_10_002,Secchi depth,2013,0.58125,8
NL36_OWM_016M,Phosphate,2013,0.062917,12
PL02S0502_3092,Ammonium,2013,0.206,4
IEMRRS12C030200,BOD5,2013,1.0,4
FRDR06018200,BOD5,2013,0.783333,6
ATKK60726062,Phosphate,2013,0.0476,3
LV007PIUA8_3,Nitrate,2013,0.088,1
RSGW00013,Total organic carbon (TOC),2013,2.3,1
BEVL_VMM_221000,Ammonium,2013,0.423197,12
SKP000417,Nitrate,2013,8.7825,4
FISW_719,Nitrate,2013,0.156333,3
CZPP0121,Dissolved organic carbon (DOC),2013,1.32,1
ATPG61031082,Phosphate,2013,0.0177,3
LTL293,Cyanobacteria biomass,2013,2.879026,4
FRBSS001TMNT,Nitrate,2013,4.9375,8
CZVP1936,Nitrite,2013,0.005,1
EESJA2443000,Total phosphorus,2013,0.084,4
PL01S0602_3200,Total phosphorus,2013,0.06,4
IEMRRS06D010600,Nitrite,2013,0.015,3
FRBSS001KSGE,Ammonium,2013,0.05,3
SKS000250,Nitrate,2013,1.0,2
LVD4060100,Ammonium,2013,0.052504,12
CZPOD_1144,Ammonium,2013,0.145003,12
FRBSS002GZVE,Total phosphorus,2013,0.022,3
FRBSS000HSWW,Nitrate,2013,39.75,6
CYR9-2-3-85,Nitrate,2013,0.875036,8
FRGR04016840,Ammonium,2013,0.042675,6
CZPP0744,Nitrite,2013,0.011,1
FRGR04127000,BOD5,2013,1.983333,12
FRBSS001EUMK,Total organic carbon (TOC),2013,0.633333,12
FRBSS000FQXR,Phosphate,2013,0.00775,4
FRBSS002MSFB,Total phosphorus,2013,0.031,3
ES060ESPFMA041,Total organic carbon (TOC),2013,5.695,2
ES010ESPFMS670FQ,Nitrite,2013,0.003045,1
FRDR06149900,Nitrite,2013,0.006089,6
ATPG61108042,Nitrite,2013,0.002667,3
ATPG32100342,Ammonium,2013,0.01,3
ATPG30500272,Nitrite,2013,0.002,3
NL36_OWM_017M,Nitrate,2013,0.093653,12
FRDR06138150,Nitrite,2013,0.006089,6
ES091R0733,Nitrite,2013,0.012178,2
NL15_OW062-008,Chlorophyll a,2013,5.0,2
SKS001209,Nitrite,2013,0.0225,2
ES030ESPFTA56301003,Phosphate,2013,0.12,3
BEVL_VMM_768000,Nitrate,2013,4.924909,12
FRHR03144945,BOD5,2013,0.668182,11
LTL394,Secchi depth,2013,4.2,4
FRHR03076000,Ammonium,2013,0.14807,12
RSGW00045,Nitrate,2013,0.9,1
FRBSS001XSHU,Phosphate,2013,0.005,1
CZPP0056,Ammonium,2013,0.05,1
FRBSS000XMVZ,Nitrite,2013,0.02,4
EL0129R000217051A150,Phosphate,2013,0.512634,3
ES063ESPFAA0000709,Nitrite,2013,0.082509,2
FRHR03167000,Chlorophyll a,2013,2.035714,7
FRGR04040800,Chlorophyll a,2013,1.5,4
PL01S0801_3423,Total organic carbon (TOC),2013,9.71,8
FRGR04171670,Nitrite,2013,0.012686,6
FRBSS001ZWBN,Total phosphorus,2013,0.0625,2
BEVL_VMM_446000,Nitrite,2013,0.114782,10
FRHR03024245,Ammonium,2013,0.029291,12
FRFR05120000,Total phosphorus,2013,0.0625,12
CZPOH_1037,Total organic carbon (TOC),2013,5.58333,12
FRBSS001WCXD,Ammonium,2013,0.01,4
FRBSS000LNFK,Phosphate,2013,0.004125,4
EL07190703,Nitrate,2013,43.38264,1
IESE_G_0153_1600_0010,Total phosphorus,2013,0.01,3
SKP229199,Nitrate,2013,1.79,1
FRGLK267510,Total phosphorus,2013,0.03,4
PLGW200067_012,Ammonium,2013,0.38,1
BG1YN00079MS200,BOD5,2013,1.7775,4
NO021-41609,Total organic carbon (TOC),2013,2.8,1
SKS003182,Total organic carbon (TOC),2013,1.55,2
ATPG90300012,Nitrate,2013,18.566667,3
RO125202254964,Nitrite,2013,0.026,2
FRHR03228690,Nitrite,2013,0.012305,12
RO100100,Total phosphorus,2013,0.019,4
CHRW-2149,Phosphate,2013,0.025167,12
FRFR05233000,Phosphate,2013,0.016542,12
FRBSS000SDGE,Phosphate,2013,0.0925,4
FRBSS001RQXX,Nitrate,2013,0.1,1
ATPG10003042,Nitrate,2013,36.4,3
ES030ESPFTA48405006,Ammonium,2013,0.035692,12
ATPG41808012,Nitrate,2013,14.25,4
FRFR05014100,Nitrite,2013,0.010656,6
CZPP0580,Ammonium,2013,0.05,1
ES100ESPF100065000,Phosphate,2013,0.286,7
HR40420,Nitrate,2013,0.24301,6
ATPG80116252,Ammonium,2013,0.012233,3
FRGR04009350,BOD5,2013,0.633333,6
PL07S0801_0071,Total phosphorus,2013,0.035143,7
IEMRRS26S021600,Nitrate,2013,0.4,34
BG1IS00431MS280,Nitrite,2013,0.013016,4
SKP000417,Total organic carbon (TOC),2013,0.5,4
ATPG32300092,Nitrite,2013,0.1645,3
ATPG54105592,Ammonium,2013,0.01,3
LTGWM367_13235,Nitrate,2013,0.24,1
FRBSS001NUKX,Ammonium,2013,0.106,5
FRBSS002GKPZ,Phosphate,2013,0.005,2
IESW_G_0074_0500_0011,Ammonium,2013,0.033,3
RO085138254053,Ammonium,2013,0.123,2
ES030ESPFTA60502004,Phosphate,2013,0.12,3
PLGW6000142_003,Ammonium,2013,1.62,2
ES020ESPF004300607,BOD5,2013,2.0,4
FRGR04033090,Ammonium,2013,0.147424,5
PLGW200047_003,Nitrite,2013,0.105,2
FRDR06710039,Ammonium,2013,0.038796,6
RO084892052781,Nitrite,2013,0.023,1
ATPG21002022,Ammonium,2013,0.007833,3
SIV2199,BOD5,2013,1.138462,26
PL02S0501_1731,Total phosphorus,2013,0.194625,8
EESJA3336000,Phosphate,2013,0.03775,4
ES100ESPF110022000,Phosphate,2013,0.2,2
IEMLSW_22_208_0010_S,Dissolved organic carbon (DOC),2013,4.06,5
FRDLW0435023,Ammonium,2013,0.060133,4
CZPLA_8,Ammonium,2013,0.043335,12
ES030ESPFTA46104001,Phosphate,2013,0.077,4
ES080ESPFES080-JU157,Nitrite,2013,0.006089,4
ES020ESPF004300033,Ammonium,2013,2.156268,9
ES040ESPF000400091,Phosphate,2013,0.1,1
ATPG80224252,Phosphate,2013,0.0042,3
CYD9-2-5-20,Total phosphorus,2013,0.006,7
EL0902L000000005N500,Nitrate,2013,0.09,3
SE702503-137685,Total organic carbon (TOC),2013,0.8,1
FRGR04146500,Dissolved organic carbon (DOC),2013,6.271667,6
FRDR06710030,Total phosphorus,2013,0.02,6
ATPG20803012,Phosphate,2013,0.0025,4
ATPG54104632,Nitrate,2013,30.9,3
EL0626R000200002N600,Nitrite,2013,0.031515,3
RO094872753678,Phosphate,2013,0.25,1
ESCHC2382,Ammonium,2013,0.077591,1
SE662925-154156,Phosphate,2013,0.006363,2
FISW_486,Ammonium,2013,0.0088,5
NL13_ROP30614,Ammonium,2013,1.315823,12
ATPG91100132,Ammonium,2013,0.01,3
ATPG31900342,Ammonium,2013,0.01,3
FRBSS001MBNL,Total phosphorus,2013,0.0295,2
ES080ESPFES080-JU111,BOD5,2013,2.0,4
ES010ESPFMS662FQ,Nitrite,2013,0.003045,3
EL13071302,Nitrate,2013,9.73896,1
FRHR03128270,Chlorophyll a,2013,1.90625,8
FRBSS000FNPN,Ammonium,2013,0.03,4
PLGW2000116_005,Nitrate,2013,3.58,2
IESH_G_0225_1200_0012,Phosphate,2013,0.0165,3
ATPG60710032,Phosphate,2013,0.00835,3
ATPG30800772,Ammonium,2013,0.01,3
ES030ESPFTA53405001,Ammonium,2013,0.16527,4
LTL263,Chlorophyll a,2013,3.6675,4
IESW_G_0004_0500_0005,Ammonium,2013,0.033,4
BG1G000K1HBMP307,Nitrite,2013,0.041,5
EL14511405,Nitrate,2013,26.295192,1
ATPG61223112,Nitrate,2013,2.233333,3
LTR612,Total phosphorus,2013,0.065,12
DESM_DENI_59872220,Nitrate,2013,3.975998,12
FRBSS001SEGN,Nitrate,2013,3.35,2
LTR290,Ammonium,2013,0.110931,4
ES100ESPF060001000,Nitrite,2013,0.106562,9
FRBSS001EBJH,Ammonium,2013,0.083333,3
FRFLS4265013,Phosphate,2013,0.003,4
FRDR06830079,Ammonium,2013,0.038796,6
NL36_OWM_016M,Ammonium,2013,0.628491,12
BG3G0000AQHMP033,Nitrate,2013,22.6,4
SKS725493,Ammonium,2013,0.04,2
ES063ESPFAA0000708,Nitrate,2013,3.032654,4
IEMLSW_21_444_0010_OP,Phosphate,2013,0.012,4
FRGR04211000,Total phosphorus,2013,0.1305,6
EL0514R000201050N050,Nitrite,2013,0.002706,2
DESM_DEMV_140010,Secchi depth,2013,0.26667,6
FRBSS002GWPQ,Total phosphorus,2013,0.005,1
ATPG20305122,Nitrite,2013,0.068533,3
FRFR05192315,Total phosphorus,2013,0.0135,6
LTR281,Phosphate,2013,0.0065,4
FRHR03129020,Total phosphorus,2013,0.07,12
FRDR06115090,Total phosphorus,2013,0.02,6
ATPG60424022,Phosphate,2013,0.00695,3
ES010ESPFMS662FQ,Ammonium,2013,0.015518,3
FRDR06166990,Ammonium,2013,0.038796,6
RO085049753729,Ammonium,2013,0.039,2
ATPG70332042,Nitrate,2013,12.60255,4
SKP000231,Total organic carbon (TOC),2013,0.95,4
ATPG31900722,Phosphate,2013,0.00725,3
ATPG20523142,Nitrite,2013,0.0066,3
PL02S0101_0471,BOD5,2013,2.6125,8
FRDR06710029,Phosphate,2013,0.008,1
ES030ESPFTA64812003,Nitrate,2013,0.56474,4
NL05_20_038,Secchi depth,2013,0.390909,33
FRFR05183900,Nitrate,2013,0.434291,22
FRBSS000ZWUM,Nitrate,2013,1.0,3
FRBSS000RJGV,Total phosphorus,2013,0.01,1
PL01S1601_1878,BOD5,2013,2.3625,8
CZVP8228,Nitrate,2013,43.8,1
ES100ESPF050002000,Nitrite,2013,0.167454,1
FRBSS001SHRN,Phosphate,2013,0.003,2
PL01S0802_0640,Total phosphorus,2013,0.042125,8
FRB1R02115950,Total phosphorus,2013,0.029091,11
ES030ESPFTA67514004,BOD5,2013,2.0,3
FRBSS002JXTW,Nitrate,2013,4.97,3
NL93_GENMDN,Chlorophyll a,2013,5.492308,13
CZVP8219,Nitrate,2013,13.9,1
ES030ESPFTA55707011,Nitrite,2013,0.023139,4
FRBSS002MSZK,Total organic carbon (TOC),2013,0.68,3
FRBSS001WDGM,Total organic carbon (TOC),2013,1.5125,8
EESJA2726000,Nitrite,2013,0.013,1
FRCR02057600,Nitrite,2013,0.027148,12
PL01S0602_0350,Chlorophyll a,2013,47.571429,7
FRFR05219600,Nitrite,2013,0.049221,6
DESM_DESN_OBF17700,Nitrate,2013,2.485103,20
FRBSS001DSKJ,Nitrite,2013,0.02,4
FRGR04064000,Total phosphorus,2013,0.078333,12
FRDR06115080,Ammonium,2013,0.038796,6
FRGR04043200,Ammonium,2013,0.015518,6
EL13111314,Nitrite,2013,0.361295,1
FRBSS002LKPH,Nitrate,2013,7.5,2
FRER06218000,Dissolved organic carbon (DOC),2013,2.566667,6
NL13_ROP13409,Ammonium,2013,0.032006,12
ATPG31800032,Ammonium,2013,0.01,3
SKS602292,Nitrite,2013,0.01,2
ATKK61424012,Ammonium,2013,0.01,3
RO125063755504,Nitrate,2013,1.81,1
CZVB9602,Ammonium,2013,5.4,1
BG3G00000PGMP061,Ammonium,2013,0.1375,4
BG3G000000NMP057,Nitrate,2013,26.75,4
EL09160905,Nitrate,2013,102.14841,4
SKP000043,Nitrate,2013,7.34,4
ATPG41021022,Nitrate,2013,13.75,4
LTR1089,Nitrate,2013,1.593066,4
ATKK80411152,Nitrite,2013,0.0029,3
PL02S0601_0926,BOD5,2013,1.33,8
FRBSS001UDUZ,Nitrate,2013,18.0,2
FRGR04108440,Chlorophyll a,2013,1.125,4
FRBSS001MDPT,Ammonium,2013,0.2375,2
ATPG30801102,Ammonium,2013,0.022333,3
ES100ESPF224002000,Nitrite,2013,0.013092,9
NL05_10_023,Secchi depth,2013,0.579167,12
PL02S1401_1249,Total phosphorus,2013,0.14875,8
LTR265,Total phosphorus,2013,0.05075,12
FISW_144,Chlorophyll a,2013,8.7,2
ATPG60824112,Ammonium,2013,0.01,3
ATPG60106042,Ammonium,2013,0.01,3
CZVP1117,Dissolved organic carbon (DOC),2013,7.49,1
FRFR05135100,Chlorophyll a,2013,1.833333,6
ATPG30400072,Phosphate,2013,0.0065,3
FRDR06109100,Phosphate,2013,0.003583,6
PL01S1601_1942,Nitrate,2013,1.756341,8
FRBSS001UUSF,Ammonium,2013,0.05,2
FRBSS001EPXA,Phosphate,2013,0.02175,4
FRBSS001QVKQ,Nitrite,2013,0.01,2
PL01S1001_1478,Total organic carbon (TOC),2013,9.60625,8
ES010ESPFMS672FQ,Phosphate,2013,0.107,3
PL02S0401_0651,BOD5,2013,1.916667,6
ES020ESPF004300042,Ammonium,2013,0.153631,9
FRDR06137000,Nitrate,2013,1.321197,12
FRDR06206000,Chlorophyll a,2013,1.0,4
LTR1504,BOD5,2013,1.27155,4
FRCR02094700,Chlorophyll a,2013,1.183333,12
FRBSS000ZYWS,Nitrate,2013,71.5,6
CYR9-2-3-85,BOD5,2013,1.0,8
SE684400-151900,Total phosphorus,2013,0.002,1
ATPG41005032,Nitrite,2013,0.003,4
FRFR05099170,Dissolved organic carbon (DOC),2013,1.55,6
ATPG60113552,Nitrite,2013,0.002,3
FRBSS000ZZAK,Nitrite,2013,0.02,5
CZPLA_343,Nitrate,2013,4.066652,12
PLGW200055_011,Ammonium,2013,0.34,2
FRFR05192100,Nitrate,2013,1.278545,12
NO084-38551,Phosphate,2013,0.003583,4
LV003UPEA8_10,Total organic carbon (TOC),2013,0.68,1
ATPG31400122,Ammonium,2013,0.01,3
ATPG60914212,Nitrate,2013,3.576667,3
FRHR03006590,Nitrate,2013,3.311796,24
IESE_G_0049_2500_0012,Ammonium,2013,0.033,3
FRGR04078100,Dissolved organic carbon (DOC),2013,3.7,6
FRDR06011000,Chlorophyll a,2013,1.785714,7
LV180ZUTF4_2254,Nitrate,2013,0.4,1
CZVB0360,Nitrite,2013,0.005,1
ES030ESPFTA50805005,Nitrite,2013,0.030446,3
ATPG10002982,Nitrite,2013,0.021933,3
PT28L02,Ammonium,2013,0.030261,8
ATPG41217012,Nitrate,2013,13.333333,3
CZVP0820,Ammonium,2013,0.05,1
ESATART-A02,Total organic carbon (TOC),2013,2.0,2
IEMLNW_38_84_0010_OP,Nitrate,2013,0.4,6
ES030ESPFTA59612001,Nitrate,2013,0.56474,3
IEMLSW_22_208_0010_S,Nitrate,2013,0.35,5
RO035176345618,Ammonium,2013,0.115,2
FRFR05097750,BOD5,2013,0.691667,6
CZVB0014,Nitrite,2013,0.005,1
FRFR05106850,Nitrite,2013,0.019283,6
FRHR03029530,Ammonium,2013,0.017199,12
ES100ESPF200029000,Nitrate,2013,1.12948,4
FRBSS001HVVG,Nitrate,2013,31.925,4
FRCR02060750,BOD5,2013,1.631579,19
FRDR06474920,Total phosphorus,2013,0.111667,6
EESJA5784000,Phosphate,2013,0.03225,4
BERWM041_4153001,Total organic carbon (TOC),2013,0.8,1
FRDR06163900,Dissolved organic carbon (DOC),2013,1.483333,6
FRB1R02115685,BOD5,2013,0.929167,12
FRCR02061500,Ammonium,2013,0.038796,13
FRBSS001EGPH,Total phosphorus,2013,0.1,3
FRBSS002MQKU,Nitrite,2013,0.02,3
FRBSS001QACB,Nitrite,2013,0.0135,2
ES100ESPF080006000,Nitrite,2013,0.024357,1
PT18E01,Total phosphorus,2013,0.388333,6
ATPG60905242,Ammonium,2013,0.01,3
FRBSS002LQJE,Nitrite,2013,0.05,3
FRHR03212090,Phosphate,2013,0.058292,12
ATPG41701012,Phosphate,2013,0.065233,3
DESM_DEHH_91053,Nitrite,2013,0.015833,12
PLGW600062_002,Ammonium,2013,0.35,2
FRDR06187100,Chlorophyll a,2013,1.125,4
RO035267146103,Nitrite,2013,0.01,2
FRDR06156230,Nitrite,2013,0.006089,6
ATPG10003562,Nitrite,2013,0.002,3
ES100ESPF100093000,Ammonium,2013,0.155183,10
FRAR01029000,Phosphate,2013,0.2176,10
PL01S0801_2064,Nitrate,2013,1.276312,8
CZPO4009,Dissolved organic carbon (DOC),2013,1.0,1
CZVP8419,Dissolved organic carbon (DOC),2013,1.14,1
ATPG70333092,Phosphate,2013,0.0049,3
PL02S1301_1130,Total phosphorus,2013,0.191667,12
CZVP1614,Nitrate,2013,41.6,1
FRBSS002LKWB,Nitrate,2013,20.0,3
FRBSS001QULM,Nitrite,2013,0.01,2
