countryCode,monitoringSiteIdentifier,waterBodyIdentifier,waterBodyName,specialisedZoneType,lon,lat,statusCode
IT,IT0100100100001,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.77173,45.38149,stable
IT,IT0100100200002,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.48121,44.92607,stable
IT,IT0100100200003,IT01GWB-S5A,AREA PINEROLESE NORD,groundWaterBody,7.47444,44.92308,stable
IT,IT0100100200004,IT01GWB-S5A,AREA PINEROLESE NORD,groundWaterBody,7.47125,44.93586,stable
IT,IT0100100410001,IT01GWB-S2,PIANURA EPOREDIESE,groundWaterBody,7.9473,45.43115,stable
IT,IT01001012,IT0104SS1N379PI,PO,riverWaterBody,7.14254,44.70171,stable
IT,IT0100101300001,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.40243,45.09297,stable
IT,IT0100101300012,IT01GWB-FDR,FONDOVALLE DORA RIPARIA,groundWaterBody,7.38474,45.09523,stable
IT,IT01001015,IT0104SS1N379PI,PO,riverWaterBody,7.14991,44.7014,stable
IT,IT01001018,IT0104SS2N380PI,PO,riverWaterBody,7.33282,44.65145,stable
IT,IT0100102400003,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.58767,45.01982,stable
IT,IT0100102500001,IT01GWB-S5B,AREA PINEROLESE SUD,groundWaterBody,7.29597,44.80054,stable
IT,IT0100102800001,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.65306,45.13532,stable
IT,IT0100102800002,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.64553,45.14349,stable
IT,IT0100103000011,IT01GWB-S2,PIANURA EPOREDIESE,groundWaterBody,7.84317,45.51262,stable
IT,IT0100103010001,IT01GWB-S2,PIANURA EPOREDIESE,groundWaterBody,7.86196,45.51667,stable
IT,IT0100103510001,IT01GWB-S5B,AREA PINEROLESE SUD,groundWaterBody,7.3085,44.82984,stable
IT,IT0100103800001,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.47853,45.02661,stable
IT,IT01001040,IT0106SS3F381PI,PO,riverWaterBody,7.51308,44.78086,stable
IT,IT0100104110001,IT01GWB-S5A,AREA PINEROLESE NORD,groundWaterBody,7.4156,44.87792,stable
IT,IT0100104700002,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.89395,45.24714,stable
IT,IT0100104700003,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.87938,45.31566,stable
IT,IT0100104710001,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.8928,45.28972,stable
IT,IT0100105100001,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.56519,44.97055,stable
IT,IT0100105110001,IT01GWB-S3B,PIANURA TORINESE SUD,groundWaterBody,7.5987,44.95656,stable
IT,IT0100105700001,IT01GWB-S2,PIANURA EPOREDIESE,groundWaterBody,7.80605,45.58543,stable
IT,IT0100105800006,IT01GWB-S5A,AREA PINEROLESE NORD,groundWaterBody,7.65577,44.91667,stable
IT,IT0100105900001,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.70928,44.84654,stable
IT,IT0100105900004,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.79652,44.88036,stable
IT,IT0100105900006,IT01GWB-S4B,ALTOPIANO DI POIRINO SE,groundWaterBody,7.75258,44.85122,stable
IT,IT0100105910001,IT01GWB-S4B,ALTOPIANO DI POIRINO SE,groundWaterBody,7.72379,44.86086,stable
IT,IT0100105910002,IT01GWB-S5A,AREA PINEROLESE NORD,groundWaterBody,7.68685,44.88793,stable
IT,IT0100106300001,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.68325,45.18786,stable
IT,IT0100106300006,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.62437,45.1844,stable
IT,IT0100106310001,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.63577,45.17296,stable
IT,IT01001065,IT0106SS4D382PI,PO,riverWaterBody,7.69077,44.90868,stable
IT,IT0100106500002,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.55949,44.9023,stable
IT,IT0100107000003,IT01GWB-S5B,AREA PINEROLESE SUD,groundWaterBody,7.41223,44.77465,stable
IT,IT0100107000004,IT01GWB-S5B,AREA PINEROLESE SUD,groundWaterBody,7.38483,44.81827,stable
IT,IT0100107000005,IT01GWB-S5B,AREA PINEROLESE SUD,groundWaterBody,7.36799,44.79419,stable
IT,IT0100107010001,IT01GWB-S5B,AREA PINEROLESE SUD,groundWaterBody,7.38103,44.78737,stable
IT,IT0100107100001,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.49592,44.87349,stable
IT,IT0100108200001,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.87858,45.20824,stable
IT,IT0100108200003,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.9196,45.18754,stable
IT,IT0100108200902,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.85164,45.20704,stable
IT,IT0100108210001,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.9151,45.21209,stable
IT,IT0100108600004,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.61572,45.21628,stable
IT,IT0100108610001,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.57528,45.20772,stable
IT,IT0100108610002,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.57523,45.20762,stable
IT,IT0100109000002,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.58189,45.08668,stable
IT,IT0100109010001,IT01GWB-S3B,PIANURA TORINESE SUD,groundWaterBody,7.57467,45.0939,stable
IT,IT01001095,IT0106SS4D383PI,PO,riverWaterBody,7.69993,45.06507,stable
IT,IT0100109700002,IT01GWB-S5A,AREA PINEROLESE NORD,groundWaterBody,7.40763,44.95879,stable
IT,IT0100109900005,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.56444,45.1433,stable
IT,IT0100109910003,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.58191,45.13298,stable
IT,IT0100110100003,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.68656,45.33154,stable
IT,IT0100110600001,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.81159,45.27314,stable
IT,IT0100111000002,IT01GWB-S5A,AREA PINEROLESE NORD,groundWaterBody,7.36778,44.92919,stable
IT,IT0100111100001,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.3734,44.84117,stable
IT,IT0100111600001,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.51802,45.15054,stable
IT,IT0100112000002,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.57825,45.06907,stable
IT,IT0100112500007,IT01GWB-S2,PIANURA EPOREDIESE,groundWaterBody,7.84498,45.47692,stable
IT,IT0100112600001,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.52883,45.18181,stable
IT,IT0100112700903,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.69071,44.95661,stable
IT,IT0100112710001,IT01GWB-S5A,AREA PINEROLESE NORD,groundWaterBody,7.67314,44.963,stable
IT,IT0100113000004,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.71868,45.1727,stable
IT,IT0100113010001,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.71867,45.19833,stable
IT,IT0100113010002,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.71853,45.19792,stable
IT,IT0100113600002,IT01GWB-S5A,AREA PINEROLESE NORD,groundWaterBody,7.63065,44.84249,stable
IT,IT0100114200001,IT01GWB-S5A,AREA PINEROLESE NORD,groundWaterBody,7.43765,44.83955,stable
IT,IT0100114800001,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.94903,45.30341,stable
IT,IT0100114800002,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.91896,45.26553,stable
IT,IT0100115000001,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.85942,45.34731,stable
IT,IT01001160,IT0106SS4D999PI,PO,riverWaterBody,7.84901,45.17259,stable
IT,IT0100116100002,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.84969,45.24153,stable
IT,IT0100116800001,IT01GWB-S5A,AREA PINEROLESE NORD,groundWaterBody,7.5384,44.93843,stable
IT,IT0100117110001,IT01GWB-S3B,PIANURA TORINESE SUD,groundWaterBody,7.53446,45.0163,stable
IT,IT0100117300001,IT01GWB-S5B,AREA PINEROLESE SUD,groundWaterBody,7.34561,44.84226,stable
IT,IT0100117600902,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.74166,45.35661,stable
IT,IT0100117800002,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.58123,44.83204,stable
IT,IT0100118900001,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.54263,45.11013,stable
IT,IT0100119100003,IT01GWB-S5A,AREA PINEROLESE NORD,groundWaterBody,7.35488,44.90711,stable
IT,IT0100119100004,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.3724,44.8725,stable
IT,IT0100119300001,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.60597,44.9349,stable
IT,IT0100119400001,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.49015,44.98992,stable
IT,IT0100119500001,IT01GWB-S5A,AREA PINEROLESE NORD,groundWaterBody,7.42567,44.91916,stable
IT,IT0100119600001,IT01GWB-S2,PIANURA EPOREDIESE,groundWaterBody,7.99271,45.44399,stable
IT,IT01001197,IT0106SS4D384PI,PO,riverWaterBody,7.99742,45.17488,stable
IT,IT0100119700001,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.85094,44.92739,stable
IT,IT0100119700002,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.79588,44.91403,stable
IT,IT0100119700003,IT01GWB-S4B,ALTOPIANO DI POIRINO SE,groundWaterBody,7.8403,44.858,stable
IT,IT0100119700008,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.86517,44.8726,stable
IT,IT0100119700009,IT01GWB-S4A,ALTOPIANO DI POIRINO NO,groundWaterBody,7.8259,44.94393,stable
IT,IT0100119700012,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.88433,44.93972,stable
IT,IT0100119700015,IT01GWB-S4A,ALTOPIANO DI POIRINO NO,groundWaterBody,7.8648,44.90351,stable
IT,IT0100119710001,IT01GWB-S4A,ALTOPIANO DI POIRINO NO,groundWaterBody,7.84773,44.92544,stable
IT,IT0100121000001,IT01GWB-S2,PIANURA EPOREDIESE,groundWaterBody,7.81601,45.56369,stable
IT,IT0100121500001,IT01GWB-S4A,ALTOPIANO DI POIRINO NO,groundWaterBody,7.85928,44.96118,stable
IT,IT0100121500005,IT01GWB-S4A,ALTOPIANO DI POIRINO NO,groundWaterBody,7.88576,44.98567,stable
IT,IT0100121700901,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.71465,45.31458,stable
IT,IT0100121710001,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.73783,45.29624,stable
IT,IT0100121800002,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.67686,45.25597,stable
IT,IT0100121900003,IT01GWB-S3B,PIANURA TORINESE SUD,groundWaterBody,7.55341,45.04997,stable
IT,IT0100121900901,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.53748,45.07612,stable
IT,IT0100122500001,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.96106,45.25327,stable
IT,IT0100122510001,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.96631,45.24489,stable
IT,IT0100122800001,IT01GWB-FDR,FONDOVALLE DORA RIPARIA,groundWaterBody,7.45554,45.0804,stable
IT,IT01001230,IT0106SS4T385PI,PO,riverWaterBody,8.29232,45.17519,stable
IT,IT0100123600901,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.78106,45.22944,stable
IT,IT0100123600903,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.81886,45.21567,stable
IT,IT0100124100001,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.46082,45.03065,stable
IT,IT0100124300001,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.52693,45.1367,stable
IT,IT0100124300008,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.51422,45.14484,stable
IT,IT0100124500001,IT01GWB-FDR,FONDOVALLE DORA RIPARIA,groundWaterBody,7.17162,45.13082,stable
IT,IT0100124810001,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.63124,45.22304,stable
IT,IT01001250,IT0106SS4T386PI,PO,riverWaterBody,8.54597,45.14416,stable
IT,IT0100125400002,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.32769,44.8527,stable
IT,IT0100125500001,IT01GWB-FDR,FONDOVALLE DORA RIPARIA,groundWaterBody,7.3498,45.10608,stable
IT,IT0100125700003,IT01GWB-S4A,ALTOPIANO DI POIRINO NO,groundWaterBody,7.81217,44.9527,stable
IT,IT0100125700004,IT01GWB-S4B,ALTOPIANO DI POIRINO SE,groundWaterBody,7.77265,44.93777,stable
IT,IT0100126000001,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.4848,44.89432,stable
IT,IT0100126000004,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.52784,44.90873,stable
IT,IT0100126000005,IT01GWB-S5A,AREA PINEROLESE NORD,groundWaterBody,7.51525,44.91648,stable
IT,IT0100126000006,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.52489,44.89283,stable
IT,IT0100126010001,IT01GWB-S5A,AREA PINEROLESE NORD,groundWaterBody,7.4948,44.88944,stable
IT,IT0100126910001,IT01GWB-S2,PIANURA EPOREDIESE,groundWaterBody,7.88621,45.39146,stable
IT,IT01001270,IT0106SS5T387PI,PO,riverWaterBody,8.63204,45.05105,stable
IT,IT0100127210001,IT01GWB-S3B,PIANURA TORINESE SUD,groundWaterBody,7.65555,45.051,stable
IT,IT0100127210002,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.69543,45.11804,stable
IT,IT0100127210003,IT01GWB-S3B,PIANURA TORINESE SUD,groundWaterBody,7.71871,45.07816,stable
IT,IT0100127210004,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.69541,45.11808,stable
IT,IT0100127300002,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.98308,45.22102,stable
IT,IT01001280,IT0106SS5T388PI,PO,riverWaterBody,8.85141,45.04309,stable
IT,IT0100129200005,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.63584,45.15433,stable
IT,IT0100129210001,IT01GWB-S3B,PIANURA TORINESE SUD,groundWaterBody,7.62414,45.12957,stable
IT,IT0100129300001,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,8.02573,45.19845,stable
IT,IT0100129310001,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,8.03162,45.19133,stable
IT,IT0100129500002,IT01GWB-S2,PIANURA EPOREDIESE,groundWaterBody,7.93357,45.40601,stable
IT,IT0100129900903,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.48028,44.84742,stable
IT,IT0100130000004,IT01GWB-S5B,AREA PINEROLESE SUD,groundWaterBody,7.49809,44.79267,stable
IT,IT0100130110001,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.55067,45.24237,stable
IT,IT0100130800001,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.73241,44.93062,stable
IT,IT0100130900003,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.62521,44.9457,stable
IT,IT0100130900901,IT01GWB-S5A,AREA PINEROLESE NORD,groundWaterBody,7.63299,44.95312,stable
IT,IT0100131000001,IT01GWB-P3,PIANURA CUNEESE-TORINESE SUD-ASTIGIANO OVEST,groundWaterBody,7.5644,44.85974,stable
IT,IT0100131010001,IT01GWB-S5A,AREA PINEROLESE NORD,groundWaterBody,7.56489,44.86888,stable
IT,IT0100131400001,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.81274,45.1719,stable
IT,IT0100131400002,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.80242,45.2018,stable
IT,IT0100131400903,IT01GWB-P2,PIANURA TORINESE SETTENTRIONALE,groundWaterBody,7.79835,45.20365,stable
IT,IT0100131410001,IT01GWB-S3A,PIANURA TORINESE NORD,groundWaterBody,7.77306,45.19129,stable
IT,IT0100200300001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.38233,45.43114,stable
IT,IT0100200300903,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.36123,45.41941,stable
IT,IT0100200400001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.06746,45.36684,stable
IT,IT0100200410001,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.08164,45.36903,stable
IT,IT0100200600001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.38801,45.50219,stable
IT,IT0100200700001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.40844,45.26128,stable
IT,IT0100200900001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.29083,45.46557,stable
IT,IT0100201100001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.12104,45.30805,stable
IT,IT0100201100004,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.11768,45.30411,stable
IT,IT0100201110001,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.12658,45.32659,stable
IT,IT0100201500002,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.03763,45.36702,stable
IT,IT0100201600001,IT01GWB-FS,FONDOVALLE SESIA,groundWaterBody,8.28567,45.7182,stable
IT,IT0100201700001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.46993,45.36063,stable
IT,IT0100201710001,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.46034,45.35735,stable
IT,IT0100202110001,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.27565,45.48607,stable
IT,IT0100203000001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.50301,45.2233,stable
IT,IT0100203100002,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.39194,45.35888,stable
IT,IT0100203100003,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.39072,45.35991,stable
IT,IT0100203200001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.1963,45.40921,stable
IT,IT0100203200002,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.23339,45.44633,stable
IT,IT0100203200005,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.2186,45.40691,stable
IT,IT0100203210001,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.2036,45.41503,stable
IT,IT0100203300001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.29365,45.40105,stable
IT,IT01002035,IT0105SS3N930PI,VERSA,riverWaterBody,8.26996,44.88958,stable
IT,IT0100203500001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.32635,45.49938,stable
IT,IT0100203500902,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.33923,45.50114,stable
IT,IT0100204200002,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.01335,45.31106,stable
IT,IT0100204200003,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.01018,45.26985,stable
IT,IT0100204500001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.34958,45.39908,stable
IT,IT0100204700001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.37105,45.23635,stable
IT,IT0100204700005,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.36666,45.23958,stable
IT,IT0100204900001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.0817,45.20005,stable
IT,IT0100204900003,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.09203,45.19418,stable
IT,IT0100205200001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.21248,45.33144,stable
IT,IT0100205210001,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.21082,45.32974,stable
IT,IT0100205400001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.36042,45.26966,stable
IT,IT0100205400003,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.351,45.25668,stable
IT,IT0100205800002,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.18883,45.22266,stable
IT,IT0100205810001,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.18689,45.19267,stable
IT,IT0100205900001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.2911,45.43067,stable
IT,IT0100205910001,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.29513,45.42723,stable
IT,IT0100206100001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.3765,45.61689,stable
IT,IT0100206110001,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.37746,45.60836,stable
IT,IT0100206200001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.38313,45.53027,stable
IT,IT0100206210001,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.3892,45.53398,stable
IT,IT0100206800001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.38561,45.56009,stable
IT,IT0100207000001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.3468,45.28815,stable
IT,IT0100207010001,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.34866,45.2922,stable
IT,IT0100207100002,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.07909,45.28615,stable
IT,IT0100207100004,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.07874,45.28308,stable
IT,IT0100207100006,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.11877,45.27773,stable
IT,IT0100207200001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.32513,45.62294,stable
IT,IT0100208210001,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.52594,45.19434,stable
IT,IT0100208900001,IT01GWB-P1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.37894,45.40399,stable
IT,IT0100209000001,IT01GWB-S1,PIANURA NOVARESE-BIELLESE-VERCELLESE,groundWaterBody,8.24138,45.18446,stable
