monitoringSiteIdentifier,eeaIndicator,phenomenonTimeReferenceYear,resultMeanValue,resultNumberOfSamples
SIV2199,BOD5,2004,3.0,23
SE708619-162132,Secchi depth,2004,2.2,6
FISW_806,Ammonium,2004,0.013292,4
CZPLA_8,Ammonium,2004,0.102436,12
ES020ESPF004300033,Ammonium,2004,3.739335,12
PL03S1601_0001,Nitrate,2004,0.659027,11
FISW_947,BOD5,2004,0.954395,14
FISW_486,Ammonium,2004,0.191881,1
ES080ESPFES080-JU111,BOD5,2004,7.0,10
ATPG30800772,Ammonium,2004,0.01,1
ES030ESPFTA53405001,Ammonium,2004,0.543712,4
LVV0180200,Phosphate,2004,0.01095,10
ATFW21531177,Nitrate,2004,0.536054,11
FRBSS001SEGN,Nitrate,2004,4.0,2
PL02S0101_0526,Nitrate,2004,1.814075,26
BG3G0000AQHMP033,Nitrate,2004,7.16,2
ES050ESPF10705,Nitrate,2004,6.09588,12
ATPG70332042,Nitrate,2004,9.5125,1
ES030ESPFTA64812003,Nitrate,2004,0.002837,6
FRFR05183900,Nitrate,2004,0.37636,12
FRBSS000ZWUM,Nitrate,2004,0.5,1
SKH189500D,BOD5,2004,1.02,12
SKIDK040,Total phosphorus,2004,0.0367,12
HU101179295,Chlorophyll a,2004,3.41154,26
CZVP8219,Nitrate,2004,6.4,2
NO002-40964,Total organic carbon (TOC),2004,5.6,1
FISW_1560,Ammonium,2004,0.12892,3
ES030ESPFTA55707011,Nitrite,2004,0.021483,6
FISW_238,Total organic carbon (TOC),2004,14.0,1
NO012-30612,Secchi depth,2004,5.42,5
BG4ST06999MS010,Nitrite,2004,0.033,4
FRGR04043200,Ammonium,2004,0.04599,12
FRBSS002LKPH,Nitrate,2004,8.62,4
IT09S1299,Phosphate,2004,0.1,1
ATPG31800032,Ammonium,2004,0.00525,1
LVE1060100,Nitrate,2004,0.134706,3
BG3G000000NMP057,Nitrate,2004,2.6075,4
FRBSS001UDUZ,Nitrate,2004,13.4,1
ATPG41021022,Nitrate,2004,10.3,1
ATPG30801102,Ammonium,2004,0.02025,1
FISW_144,Chlorophyll a,2004,5.8,1
BERWM040_4136001,Nitrate,2004,36.0,1
ATPG60106042,Ammonium,2004,0.005,1
DESM_NW101904,Ammonium,2004,0.049969,12
FRDR06109100,Phosphate,2004,0.005303,12
ATFW30900197,BOD5,2004,1.52917,12
ES020ESPF004300042,Ammonium,2004,11.493952,4
FRDR06206000,Chlorophyll a,2004,3.62857,7
PL02S0101_0526,Phosphate,2004,0.082478,26
FRBSS000ZYWS,Nitrate,2004,63.98,5
SE698918-158665,Secchi depth,2004,2.5,3
IT0552,BOD5,2004,1.63636,11
DEGM_DENW_064080109,Ammonium,2004,0.1419,2
NO084-38551,Phosphate,2004,0.002625,4
FRDR06011000,Chlorophyll a,2004,2.87286,7
EESJA9866000,Nitrite,2004,0.004,1
CZVB0360,Nitrite,2004,0.052,2
ATPG10002982,Nitrite,2004,0.01,1
ATPG41217012,Nitrate,2004,14.275,1
ATFW52120147,Phosphate,2004,0.002042,12
FRBSS000ZXTG,Nitrite,2004,0.02,1
FRBSS001HVVG,Nitrate,2004,50.0,2
FRCR02060750,BOD5,2004,2.2875,24
FRBSS002MQKU,Nitrite,2004,0.02,1
FRBSS001QACB,Nitrite,2004,0.02,1
ES010ESPFMS010FQ,Nitrate,2004,0.769254,18
IT21S143,Ammonium,2004,0.162421,23
FRBSS002LKWB,Nitrate,2004,17.333333,3
ESCHC2072,Nitrate,2004,1.166148,2
BG1YN00621MS170,Phosphate,2004,0.073676,12
ES020ESPF004300020,Nitrate,2004,0.205859,2
IT09S1280,Total phosphorus,2004,0.05,1
HU101179170,Total organic carbon (TOC),2004,6.23953,43
DESM_BWU51,Nitrite,2004,0.025,25
PT426T291,Ammonium,2004,0.07,2
IEMRRS32B010200,Ammonium,2004,0.014991,4
FRBSS000ANMZ,Nitrate,2004,8.1,3
FISW_532,Phosphate,2004,0.002,3
ATPG80401152,Nitrite,2004,0.01,1
ES030ESBT03-05-042,Nitrate,2004,13.23673,1
CZPMO_1169,Nitrate,2004,3.416842,12
FISW_823,Total organic carbon (TOC),2004,11.325,4
RSLW00011,Phosphate,2004,0.012975,1
FRFR05109000,Ammonium,2004,0.035685,11
PL01S0801_1343,BOD5,2004,2.2,11
FRBSS001CLTV,Nitrate,2004,23.6,2
FISW_594,Phosphate,2004,0.004,2
ITI027TG1,BOD5,2004,1.66667,12
FRBSS000EEHP,Ammonium,2004,0.05,1
HU101178210,Nitrite,2004,0.02287,46
ATFW30900217,Phosphate,2004,0.024667,12
IT0801000200,Nitrate,2004,1.966752,12
SIP58120,Nitrite,2004,0.004,4
BG3MA00811MS1070,Total phosphorus,2004,0.003,1
FRFR05131000,Chlorophyll a,2004,6.6,8
FRBSS002JJWW,Ammonium,2004,0.05,4
BERWM141_4352004,Nitrate,2004,40.6,1
PLGW200090_003,Nitrite,2004,0.01,2
RSLW00019,Chlorophyll a,2004,5.39687,1
IT03POMI2LN1IR1,Phosphate,2004,0.0233,6
FISW_742,Chlorophyll a,2004,5.56,5
ATFW61300337,BOD5,2004,2.375,8
FRBSS001RHWB,Nitrate,2004,8.3,2
DEGM_DEBY_4120662900011,Ammonium,2004,0.03,2
CZVP7218,Nitrite,2004,0.00805,2
FISW_743,Phosphate,2004,0.004,13
DESM_DEBE_430,Ammonium,2004,0.171893,13
IT03POAD2LN1LO2,Ammonium,2004,0.029981,12
ATFW71500967,Total organic carbon (TOC),2004,0.722958,12
FRFR05117000,Total phosphorus,2004,0.061667,12
IT11I0283TR,BOD5,2004,1.6275,12
ES040ESPF000400699,Nitrate,2004,1.272723,12
BG1OG00733MS150,Ammonium,2004,0.077452,2
FRFR05191000,Nitrite,2004,0.007101,12
DEGM_DEBY_4120663000021,Nitrate,2004,43.5,2
ATPG60624372,Nitrate,2004,26.55,1
IT05113,Ammonium,2004,0.287321,12
FRBSS002KBBN,Nitrate,2004,38.072727,11
SE704955-159090,Total organic carbon (TOC),2004,8.1,4
ATFW40624016,Total organic carbon (TOC),2004,3.425,12
FRBSS002MZWQ,Nitrate,2004,0.1,2
CHNTG15,Nitrite,2004,0.01,4
ATFW41000076,Nitrite,2004,0.024042,12
FISW_777,Ammonium,2004,0.010593,13
IT09S1287,Ammonium,2004,0.075253,6
CZVP7616,Ammonium,2004,0.083,2
ESUR02A,Nitrite,2004,0.00304,2
CZVP7724,Nitrite,2004,0.0565,2
EESJA7299000,BOD5,2004,1.277412,11
FRBSS000FAKU,Ammonium,2004,0.05,6
SE623006-149119,Nitrate,2004,0.231,12
NO246-41610,Dissolved organic carbon (DOC),2004,2.2,1
FISW_750,Nitrate,2004,2.2909,25
FRBSS000WJFS,Nitrate,2004,42.633333,3
ES080ESPFES080-JU115,Nitrate,2004,2.776215,10
BERW_03190,Ammonium,2004,0.059963,13
ATFW21551356,Nitrate,2004,2.012404,12
SII10120,Phosphate,2004,0.014875,4
FISW_651,Total organic carbon (TOC),2004,6.3,1
ES050ESPF50702,Total phosphorus,2004,1.3025,4
NO021-41609,Dissolved organic carbon (DOC),2004,3.0,1
SE632515-146675,Total organic carbon (TOC),2004,4.1,4
LVV0060100,Nitrate,2004,0.975016,12
PL01S1301_1665,Phosphate,2004,0.017278,12
CZPMO_1175,Chlorophyll a,2004,8.6625,12
FRCR02041950,Nitrite,2004,0.030181,12
DEGM_DEBY_4110582900010,Nitrate,2004,7.95,2
IEMRRS14B013500,Ammonium,2004,0.040125,10
PT479A9,Ammonium,2004,0.04,2
SKS736591,Ammonium,2004,0.135,2
ATFW53210017,Ammonium,2004,0.022453,12
PL01S0302_0232,Secchi depth,2004,4.0,7
FRBSS002MXCY,Ammonium,2004,0.05,1
SIP66400,Phosphate,2004,0.005,2
DEGM_DENW_070270016,Ammonium,2004,0.0645,1
DEGM_DERP_2681110100,Nitrate,2004,0.71,1
ATFW21560297,Nitrite,2004,0.011091,11
FRFR05175100,Nitrate,2004,2.004113,8
PL02S1301_1134,Nitrite,2004,0.125001,12
FRBSS002LAVB,Nitrite,2004,0.02,1
ITN011_018_SR_1_T_A,Nitrate,2004,0.603358,12
FRBSS001BHCC,Ammonium,2004,0.05,1
ATPG92100252,Nitrate,2004,6.925,1
SE617797-135339,Phosphate,2004,0.004,3
DESM_DEBY_13243,Phosphate,2004,0.014,26
ATPG32101112,Nitrate,2004,76.1,1
ATFW73190967,Nitrite,2004,0.00275,12
IT03POAD2LN2LO3,BOD5,2004,0.88,12
FRBSS001KXJV,Nitrite,2004,0.02,1
BERWE030_4584004,Nitrate,2004,43.094545,11
FRCR02004000,Total phosphorus,2004,0.251667,24
EESJA1745000,Nitrite,2004,0.031,1
DESM_NW003001,Total phosphorus,2004,0.206,13
PT354T38,Ammonium,2004,0.02,2
ES080ESPF08112,Nitrate,2004,1.227411,11
PL01S0301_0923,Phosphate,2004,0.124206,26
ES050ESPF10615,Nitrate,2004,0.594669,12
ATPG61205102,Nitrite,2004,0.005,1
SE662506-158465,Nitrate,2004,1.045,12
NO026-38526,Total phosphorus,2004,0.0045,4
FISW_1045,Phosphate,2004,0.006,2
BERW_11221,Phosphate,2004,0.0208,13
ATPG10003112,Nitrate,2004,75.4,1
SKS731291,Nitrite,2004,0.01,2
SE666699-136103,Phosphate,2004,0.003,4
FISW_475,Chlorophyll a,2004,2.575,8
FISW_601,Total phosphorus,2004,0.029,3
IT09S1217,Nitrate,2004,1.588966,7
ATPG30400042,Ammonium,2004,0.005,1
ES080ESPFES080-JU081,Nitrate,2004,2.196591,4
IT09S1263,Total phosphorus,2004,0.048917,12
DEGM_HE_12096,Nitrate,2004,86.0,1
PL02S1201_1016,Phosphate,2004,0.029044,11
DESM_DESN_OBF49500,Nitrate,2004,3.933494,12
FRGR04030000,Chlorophyll a,2004,4.0625,8
DEGM_BB_34495033,Nitrite,2004,0.016,1
CZVP8435,Nitrate,2004,1.0,2
ATPG32101162,Ammonium,2004,0.005,1
FISW_1023,Phosphate,2004,0.0178,18
IT09S1149,Total phosphorus,2004,0.0218,1
SE665649-161397,Total organic carbon (TOC),2004,24.2,12
CZPLA_1,BOD5,2004,1.8917,12
FRBSS000RBXN,Nitrate,2004,43.3,1
FISW_583,Total organic carbon (TOC),2004,8.85,1
IT09S1225,Phosphate,2004,0.03,1
FRBSS002LPYP,Ammonium,2004,0.12625,4
SE706672-167201,Chlorophyll a,2004,2.0,3
CZPOH_1008,Chlorophyll a,2004,14.8455,11
FRFR05018000,Ammonium,2004,0.020927,13
ITF15SL3,Ammonium,2004,0.188973,11
FRBSS001KVGF,Nitrate,2004,22.375,8
IT03N00819IR1,Ammonium,2004,0.143244,12
ES091R0555,Phosphate,2004,0.05705,2
FRDR06017050,Total phosphorus,2004,0.092083,12
DEGM_DENW_106500028,Nitrite,2004,0.0656,1
DEGM_DEBY_4120622800011,Ammonium,2004,0.0095,2
IT01001065,Nitrite,2004,0.035167,12
FRBSS002FACM,Nitrate,2004,3.7,2
RSGW00019,Nitrate,2004,0.44,1
CHNTG18,Nitrite,2004,0.01,1
IT01001230,BOD5,2004,2.08333,12
SE634395-132849,Ammonium,2004,0.09594,12
CZVB0117,Nitrate,2004,2.225,2
IEMRRS32B030100,Ammonium,2004,0.014991,4
PT411T198,Nitrite,2004,0.0875,2
ESCHC2012,Phosphate,2004,0.172314,7
ATPG54100552,Nitrate,2004,5.3,1
ATPG20801132,Nitrite,2004,0.00657,1
ATPG10003002,Ammonium,2004,0.01,1
RSLW00079,Ammonium,2004,0.024984,1
PL02S0501_0817,Ammonium,2004,1.072333,11
ATPG53100222,Ammonium,2004,0.007875,1
RO25400,Phosphate,2004,0.6947,12
FRBSS002LJKZ,Nitrate,2004,2.884,5
FRDR06059500,Nitrite,2004,0.035254,12
DESM_NW628700,Phosphate,2004,0.05,20
FISW_239,Nitrate,2004,0.698,4
FISW_491,Secchi depth,2004,3.85,2
FRDR06133350,BOD5,2004,0.983333,6
CZPOH_1001,Nitrate,2004,2.458402,12
ES020ESPF004300030,Nitrite,2004,0.174269,12
SII20040,Nitrate,2004,4.076667,3
FRCR02060750,Total phosphorus,2004,0.094583,24
BERW_03880,Nitrate,2004,3.074728,13
FRBSS001JSPP,Nitrite,2004,0.01,1
DESM_DEMV_250011,Chlorophyll a,2004,5.36,5
RSRW00009,Phosphate,2004,0.158667,12
FRBSS001ZNHK,Nitrate,2004,0.25,2
ATPG80414152,Ammonium,2004,0.008375,1
FRFR05220000,Phosphate,2004,0.042421,7
FRDR06160500,Ammonium,2004,0.031092,6
LTR133,Phosphate,2004,0.031167,12
ATPG70331052,Nitrite,2004,0.01,1
FRDR06159800,Ammonium,2004,0.042427,12
SKIDK205,Nitrate,2004,1.421599,12
SE732407-183604,Total organic carbon (TOC),2004,4.3,12
RSLW00013,Total phosphorus,2004,0.014875,1
FRBSS002NBMC,Nitrate,2004,1.4,1
FRBSS000ZSMK,Nitrate,2004,38.6,3
FISW_1212,Phosphate,2004,0.0311,12
FRDR06150800,Ammonium,2004,0.033035,6
CZPVL_5031,Nitrite,2004,0.0266,12
SE665649-161397,Phosphate,2004,0.022,12
NL89_STEENBGN,Nitrite,2004,0.025833,12
BERWM141_4323002,Nitrite,2004,1.98,1
FRBSS002ESPJ,Nitrate,2004,18.5,8
ES091R0433,Phosphate,2004,0.07498,2
SKIDK211,BOD5,2004,1.88,12
SIJ0203,BOD5,2004,0.46456,5
SE652707-159032,Phosphate,2004,0.002,4
ES080ESPFES080-JU135,Nitrate,2004,2.006193,9
ATFW30900057,Total organic carbon (TOC),2004,2.10833,12
FRBSS002ATCT,Nitrate,2004,46.666667,3
EESJA6793000,Total phosphorus,2004,0.1061,7
RO82000,Ammonium,2004,0.522675,12
FRBSS001PRZC,Nitrite,2004,0.01,1
ES010ESPFMS113FQ,Nitrate,2004,1.955081,12
FRDR06210850,Total phosphorus,2004,0.024167,6
HU101179479,Chlorophyll a,2004,4.27692,26
NO031-42841,Total organic carbon (TOC),2004,2.7,1
IT0590,BOD5,2004,2.51818,11
SKIDK204,Total phosphorus,2004,0.035,12
ES100ESPF200022700,BOD5,2004,2.58333,12
PL01S0801_1360,BOD5,2004,4.691,11
HU101178520,Total phosphorus,2004,0.094423,26
FRBSS000KMWF,Ammonium,2004,0.05,6
FRBSS001HUVY,Nitrate,2004,52.0,1
RSRW00025,Phosphate,2004,0.046167,12
NO015-40682,Total phosphorus,2004,0.006,1
RO11900,Ammonium,2004,0.665586,12
ATPG54100402,Ammonium,2004,0.007,1
BERW_03260,Nitrate,2004,2.800616,22
DEGM_DEBY_4110583100012,Nitrite,2004,0.02,2
ATPG31900552,Nitrite,2004,0.005,1
CZPMO_1175,Phosphate,2004,0.4198,12
ATPG54101152,Ammonium,2004,0.225,1
ATPG54101152,Nitrite,2004,0.006,1
CZPB0393,Nitrate,2004,21.9,2
ATFW31000037,Phosphate,2004,0.03485,12
ATFW31000377,BOD5,2004,2.1,24
FISW_88,Total organic carbon (TOC),2004,21.0,15
ATFW21550377,Total organic carbon (TOC),2004,1.54545,11
ATFW80214057,Nitrate,2004,1.634238,12
SE662506-158465,Total phosphorus,2004,0.329,12
PL02S1401_1374,Phosphate,2004,0.19071,24
ATPG30600092,Nitrate,2004,8.75,1
FRBSS002HNHX,Nitrate,2004,10.672727,11
FRBSS000MBBY,Ammonium,2004,0.05,6
FISW_200,Chlorophyll a,2004,9.1,3
RO24300,Nitrate,2004,0.303013,12
FRFR05135100,Nitrate,2004,1.44974,10
FRFR05125000,BOD5,2004,1.745,10
ES020ESPF004300100,BOD5,2004,0.0,2
HU101178357,Ammonium,2004,0.139913,44
PL01S1301_1695,Ammonium,2004,1.905815,11
FISW_493,Chlorophyll a,2004,2.9,1
IT11I0286TR,BOD5,2004,2.90818,11
BG2KA00819MS025,Ammonium,2004,2.8942,12
FISW_1062,Phosphate,2004,0.006,1
SKS714390,Ammonium,2004,0.74,1
ATPG70322052,Ammonium,2004,0.01,1
IT05106,Nitrate,2004,1.866748,12
ES010ESPFMS035FQ,Nitrate,2004,1.232471,12
RO24300,Phosphate,2004,0.0468,12
SE640881-140842,Ammonium,2004,0.287821,3
HU101179309,BOD5,2004,3.70385,26
PLGW2000121_005,Nitrite,2004,0.01,2
SE672915-157210,Phosphate,2004,0.005,12
IT0569,Phosphate,2004,0.046667,12
SKIDK045,Phosphate,2004,0.0325,12
FRFR05128000,BOD5,2004,1.43,10
ATPG32300112,Nitrite,2004,0.005,1
FRBSS000WXFL,Nitrate,2004,25.766667,3
IT10TVR5,Nitrite,2004,0.08,12
FISW_452,Nitrate,2004,0.246,2
SIV1010,Ammonium,2004,0.209497,12
FRBSS000SCJW,Nitrate,2004,1.433333,6
BERW_00400,Nitrite,2004,0.293002,13
DESM_DEBY_17984,Total phosphorus,2004,0.241,26
FRBSS000HPES,Ammonium,2004,0.05,6
FISW_699,Chlorophyll a,2004,13.95,2
FISW_467,Ammonium,2004,0.026983,2
RO20100,Ammonium,2004,0.182886,12
ATFW61400087,BOD5,2004,1.01111,9
FRBSS001RUZQ,Nitrite,2004,0.02,1
HU101178313,Total phosphorus,2004,0.1788,25
FISW_517,Secchi depth,2004,3.781,8
IT05373,Secchi depth,2004,1.1,2
BEVL_VMM_770000,BOD5,2004,1.125,12
DK78-796-16,Ammonium,2004,0.01325,6
IT09S1233,Total phosphorus,2004,0.0392,3
FISW_94,Total phosphorus,2004,0.0601,14
FRBSS001SSDL,Nitrite,2004,0.02,1
CZPP0300,Nitrate,2004,41.4,2
FRBSS000YRXJ,Nitrate,2004,1.0,2
PT607F486,Ammonium,2004,0.03,2
ATPG32300372,Nitrate,2004,9.8575,1
PT326T231,Ammonium,2004,0.02,1
IT09S1287,Phosphate,2004,0.0268,3
RO86801,Nitrite,2004,0.022,12
RO43500,Ammonium,2004,0.362774,12
ATPG30700502,Nitrate,2004,17.425,1
SE622803-144609,Total phosphorus,2004,0.011,4
RO143900_1,Nitrate,2004,1.626068,24
ES020ESPF004300065,BOD5,2004,0.0,3
SIV7190,BOD5,2004,3.0,4
FISW_1543,Total phosphorus,2004,0.011,2
NO001-40962,Total organic carbon (TOC),2004,9.1,1
HR31010,BOD5,2004,1.1775,12
RO32770,Nitrite,2004,0.008,12
IT09S1257,Ammonium,2004,0.038476,4
ATPG60107442,Nitrite,2004,0.005,1
NO024-41468,Ammonium,2004,0.017846,1
RO44200,BOD5,2004,1.9,12
SE660945-156129,Ammonium,2004,0.182886,12
ES040ESPF000400708,Nitrate,2004,5.267219,12
IT09S1284,BOD5,2004,1.14167,4
IEMRRS26S070300,Phosphate,2004,0.069,4
CZPLA_8,Chlorophyll a,2004,3.7833,12
NO244-41064,Total organic carbon (TOC),2004,0.74,1
PT229C281,Nitrate,2004,7.35,2
DEGM_HE_7750,Ammonium,2004,0.13,1
DESM_NW731808,Nitrate,2004,3.818489,12
DESM_DEMV_0108170014,Ammonium,2004,0.102936,26
DEGM_DENW_010409415,Ammonium,2004,0.0645,1
FRBSS001DSKJ,Nitrate,2004,36.0,1
FRDR06194000,Nitrite,2004,0.02308,12
FRBSS001WWWV,Nitrate,2004,0.25,1
ATPG10003002,Nitrite,2004,0.005,1
FISW_685,Phosphate,2004,0.002,2
IT0811001000,Phosphate,2004,0.005,1
PL02S1201_1091,Phosphate,2004,0.103342,24
EESJA4328000,Total phosphorus,2004,0.0314,12
FISW_409,Chlorophyll a,2004,39.375,8
ATKK30500762,Ammonium,2004,0.005,1
ATFW61300337,Nitrite,2004,0.021,8
RSLW00018,Ammonium,2004,0.083976,1
FRDR06180500,Nitrite,2004,0.073805,4
NO002-41099,Ammonium,2004,0.02095,1
FISW_817,Total organic carbon (TOC),2004,18.0,4
ATFW61300327,Phosphate,2004,0.020488,8
HU101179527,Phosphate,2004,0.802958,24
SE712246-170866,Total phosphorus,2004,0.013,4
FRBSS000HNGD,Ammonium,2004,0.05,6
FRBSS002MUWR,Ammonium,2004,0.05,1
BG3G0000AQHMP004,Nitrate,2004,7.885,4
FISW_219,Total phosphorus,2004,0.073,2
PL01S1501_1771,BOD5,2004,75.258,12
HU102087074,BOD5,2004,3.39091,44
FISW_453,Ammonium,2004,0.004997,2
ATKK61245032,Nitrate,2004,2.6,1
DEGM_DENW_026500139,Nitrite,2004,0.0656,3
FRBSS000XCNT,Ammonium,2004,0.04,1
BG3TU00955MS0340,Nitrite,2004,0.007,4
EESJA6896000,Total phosphorus,2004,0.09,6
SE728744-162653,Total phosphorus,2004,0.006,4
NO247-41226,Total phosphorus,2004,0.002,1
PT376T129,Nitrate,2004,3.545,2
FRDR06180500,Total phosphorus,2004,0.17,4
CZPMO_3636,Total organic carbon (TOC),2004,2.9,12
ES040ESPF000400405,BOD5,2004,1.33333,12
IT09S1282,Total phosphorus,2004,0.05,1
FISW_435,Chlorophyll a,2004,2.15,2
NO112-38536,Total phosphorus,2004,0.004,4
DEGM_BB_36475124,Nitrate,2004,0.04,2
ATPG30600182,Ammonium,2004,0.005,1
IT09S1202,Nitrate,2004,0.615426,9
FRDR06106600,Phosphate,2004,0.057105,12
ATFW30900037,Total organic carbon (TOC),2004,2.25833,12
RSLW00010,Nitrate,2004,0.227509,1
ATPG60652532,Ammonium,2004,0.01,1
HU101178368,Chlorophyll a,2004,8.32,15
SIP38120,Phosphate,2004,0.005,2
ATPG20803052,Ammonium,2004,0.00515,1
ES020ESPF004300088,Nitrate,2004,0.192337,12
SE675032-135400,Ammonium,2004,0.010993,15
FISW_236,Ammonium,2004,0.008994,2
ATFW40710047,Total phosphorus,2004,0.031058,12
FRBSS001MNDK,Nitrate,2004,49.2,10
ATFW21500097,Total organic carbon (TOC),2004,0.894348,23
SIP38120,Nitrate,2004,19.95,2
FRDR06065700,Nitrate,2004,0.683093,12
CZVB0295,Nitrate,2004,2.22,2
ATPG32300082,Ammonium,2004,0.01,1
FISW_10,Phosphate,2004,0.0058,19
FRBSS001DZVR,Nitrate,2004,0.5,1
FRHR03163000,Ammonium,2004,0.586209,12
RO12790,BOD5,2004,2.7,12
FRFR05103000,Phosphate,2004,0.050035,6
ATPG70331082,Ammonium,2004,0.02035,1
ES030ESPFTA48604005,Nitrite,2004,0.011147,6
ATPG54100612,Ammonium,2004,0.007,1
SKIDK037,Total phosphorus,2004,0.397,12
LTR106,Nitrate,2004,0.432518,12
FRBSS000FLMT,Nitrate,2004,34.9,1
DEGM_HE_10375,Ammonium,2004,0.29,1
FRBSS001SCTA,Nitrite,2004,0.02,4
ATPG80301852,Ammonium,2004,0.01575,1
DESM_BB_SP_0210,Total organic carbon (TOC),2004,7.0,26
FISW_1048,Total phosphorus,2004,0.005,2
RO21120,Nitrate,2004,0.869036,12
FRER06215000,Chlorophyll a,2004,0.5675,4
PT309T31,Ammonium,2004,0.02,2
LVL1070100,Phosphate,2004,0.051658,12
